气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
4,877.46,400.28,58.39,47.48,157.16,5.3730,83.2745,single
5,837.78,46.43,44.97,39.74,178.70,6.9489,41.3454,overlap
6,894.67,254.90,43.27,36.39,31.05,6.5806,35.0468,single
7,295.62,265.04,75.46,54.89,16.45,7.6117,160.7939,single
8,561.03,173.30,69.91,41.90,26.27,10.5701,105.3299,overlap
9,791.11,247.24,83.52,45.17,174.33,9.3275,162.1252,overlap
10,843.25,233.29,61.69,48.40,16.33,5.5405,94.7481,overlap
11,258.66,47.29,61.80,46.16,41.51,7.6677,90.7046,single
12,370.09,320.40,43.15,38.23,5.50,8.8366,36.6249,single
13,314.48,87.41,52.74,40.74,34.17,6.4518,58.2962,single
14,857.70,124.94,36.90,34.10,176.65,7.9928,23.8893,single
15,424.02,259.66,53.65,30.72,166.76,8.2035,45.4946,single
25,765.23,269.61,63.03,34.04,26.65,11.4163,69.5812,overlap
31,587.46,316.58,45.79,42.79,179.72,8.1081,46.1507,overlap
32,557.51,375.50,38.16,36.44,87.69,7.9572,27.2920,overlap
33,763.01,168.83,75.31,36.03,23.55,9.6139,105.1323,overlap
34,514.11,113.17,40.98,38.80,179.14,12.3933,33.5274,overlap
35,521.44,140.88,86.96,53.26,150.63,4.3524,207.1943,overlap
52,362.37,114.12,82.11,52.09,121.52,6.8015,180.6617,overlap
63,778.47,19.35,105.03,58.15,25.43,9.8453,329.9944,overlap
65,468.68,105.33,80.51,52.75,35.89,7.9434,175.9306,overlap
67,624.34,235.99,48.64,42.17,170.57,10.2756,51.3281,overlap
69,685.34,182.70,65.81,28.72,17.70,8.8879,63.9872,overlap
70,314.35,400.97,96.78,53.38,15.99,8.2198,257.2397,single
72,658.63,123.64,52.95,29.38,15.81,11.4399,42.3716,overlap
79,688.72,31.30,54.27,46.84,172.95,11.3664,70.9732,overlap
89,393.74,405.20,70.40,47.70,159.51,5.6965,121.6386,overlap
179,313.12,524.71,48.57,39.50,24.56,8.5274,47.9301,overlap
54,669.25,99.87,33.62,28.44,178.86,8.6525,16.5399,overlap
207,877.59,565.84,23.87,22.84,178.99,5.2460,6.6963,single
232,696.05,379.76,86.93,43.28,5.37,12.2381,168.2694,overlap
234,515.40,385.25,53.74,46.07,174.29,9.2210,68.4387,overlap
84,366.90,71.01,63.00,37.74,160.46,7.8588,77.0528,overlap
251,657.09,394.32,70.07,48.76,16.39,5.9473,123.1610,overlap
83,470.29,194.20,85.66,39.57,178.49,10.6815,149.3707,overlap
37,760.44,296.52,82.94,44.78,28.35,7.0567,158.4516,overlap
289,424.31,406.27,99.13,51.43,154.87,11.2445,260.0006,overlap
