气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,599.11,10.21,83.69,32.30,169.11,12.4155,116.3720,single
4,876.22,451.20,55.82,50.86,2.00,7.5988,81.5312,single
5,838.99,102.39,47.48,41.79,14.52,5.5155,48.4686,overlap
6,892.50,302.27,43.99,38.49,6.45,5.5675,38.3202,single
7,293.99,328.94,69.08,59.21,5.66,6.5750,145.3895,single
8,561.24,266.86,62.12,41.92,15.67,8.8903,83.2263,overlap
9,792.75,318.28,74.13,48.19,171.99,8.7343,136.2445,overlap
10,842.14,292.49,55.46,41.81,17.51,7.5797,66.1574,single
11,264.95,106.08,69.19,46.11,158.16,6.3139,113.5616,single
12,364.50,383.64,44.38,38.52,17.76,7.0117,39.0278,single
13,307.50,138.79,55.87,40.99,25.65,6.7747,65.8312,single
14,864.73,171.96,36.92,35.71,174.14,6.3741,25.0452,single
15,429.59,348.28,60.05,36.44,166.03,12.7096,67.6058,single
23,853.62,7.09,49.62,19.34,0.10,1.9955,24.5025,single
24,664.74,42.22,73.27,36.46,2.81,10.6653,100.7139,overlap
25,753.43,346.62,58.87,39.34,29.13,12.5541,70.1444,overlap
26,493.17,41.78,62.31,42.84,160.91,9.5216,85.5835,single
27,618.20,52.72,71.45,31.36,175.60,10.0184,82.3652,overlap
28,730.59,63.14,71.60,40.17,28.39,5.8838,105.9397,overlap
29,404.92,5.51,48.82,19.50,179.45,20.8852,23.9150,overlap
31,589.01,391.03,45.08,42.33,175.21,8.2403,44.2561,single
32,551.43,438.61,40.16,38.22,91.34,7.8769,31.7030,overlap
33,761.99,246.51,71.58,34.97,24.98,6.2643,92.1707,overlap
34,521.66,183.74,46.21,36.45,142.58,10.9639,40.0361,single
35,522.32,229.28,92.63,50.80,152.92,10.7045,224.2607,overlap
52,371.72,192.31,84.30,54.80,123.62,8.5733,200.3551,overlap
63,776.94,94.33,89.03,61.47,21.66,10.4743,250.6700,overlap
65,460.86,176.64,77.15,61.16,36.45,9.2465,187.2472,overlap
67,635.52,326.83,51.54,31.14,165.12,10.8914,42.5604,single
69,676.77,269.04,69.42,33.54,22.59,10.3028,83.1546,overlap
70,314.39,459.26,90.83,56.35,5.60,7.2805,239.1438,single
72,651.31,217.61,53.18,31.93,12.00,11.2173,46.4681,overlap
79,700.88,107.45,56.34,51.11,96.57,6.8694,83.4622,overlap
80,432.41,6.63,66.76,45.02,151.36,7.3474,103.2115,overlap
89,393.70,468.53,75.26,43.18,158.25,6.7588,125.8455,overlap
179,310.07,578.40,44.66,43.70,5.54,8.0808,44.8410,overlap
54,671.20,172.33,33.50,28.54,4.57,8.2566,16.4811,single
46,546.10,60.91,76.22,44.87,172.51,10.7464,134.1067,single
207,877.01,609.24,24.13,23.51,0.49,5.3842,7.0420,single
232,692.31,465.43,87.97,47.68,175.99,9.8788,189.8077,overlap
234,514.51,468.18,53.62,44.44,3.37,9.8459,65.7353,single
84,370.10,142.04,65.03,32.95,148.20,7.1824,71.6879,single
251,647.42,472.71,81.79,52.63,17.26,10.2706,181.1347,overlap
83,475.07,286.27,84.22,37.72,177.90,10.7254,137.6191,overlap
37,749.49,372.00,77.34,47.70,23.99,4.7086,146.7943,overlap
289,423.41,486.13,102.01,53.24,164.31,9.2469,285.0128,overlap
285,720.81,403.48,65.95,55.06,27.54,9.8242,123.2042,overlap
43,420.93,210.22,74.16,48.95,157.38,10.5297,138.4902,overlap
268,449.55,243.75,38.86,36.41,0.59,9.0631,28.2790,single
318,271.00,573.79,62.29,33.16,2.55,9.2921,66.1975,overlap
20,589.48,320.26,44.69,39.39,8.47,10.9380,40.4691,single
291,773.88,516.45,104.53,40.31,16.35,9.3824,226.6331,overlap
348,351.75,565.48,63.80,46.65,168.92,8.1857,97.6999,overlap
235,595.23,447.10,84.25,44.27,12.31,13.3336,161.6667,overlap
283,533.82,283.47,60.63,49.91,154.50,7.0585,94.3753,overlap
349,758.81,560.13,78.62,65.39,12.60,9.8513,207.9385,overlap
375,283.09,641.74,31.21,28.41,175.25,5.9396,14.2366,single
382,350.50,15.16,41.90,36.77,173.86,3.2042,33.2073,single
383,494.32,562.99,120.33,79.47,168.17,14.2527,591.9566,overlap
408,721.74,664.27,37.95,36.79,178.15,7.3391,27.2581,single
425,436.76,634.35,61.36,45.72,14.46,8.0602,88.5623,single
443,516.05,641.51,97.30,57.03,160.37,9.5597,277.7724,overlap
453,730.41,615.79,48.68,45.44,170.46,7.2547,55.4005,single
440,590.07,648.10,57.14,50.64,1.28,9.8533,85.0714,single
42,689.04,282.18,44.31,37.49,16.57,10.9815,37.8705,overlap
17,666.24,209.05,51.87,41.90,8.04,8.3630,57.9824,overlap
523,539.60,698.56,69.05,37.86,152.57,12.4500,92.8710,single
486,507.59,610.50,63.94,63.22,90.71,10.9180,132.9733,overlap
529,312.56,749.30,79.80,46.76,156.00,6.0713,153.2121,single
57,646.00,264.77,44.34,43.64,1.15,8.7551,44.1395,overlap
538,567.64,91.00,30.75,27.30,173.27,8.0871,13.2825,single
541,609.96,744.06,107.21,40.11,2.50,7.1100,237.1765,overlap
499,452.59,726.27,73.51,57.02,134.88,12.5919,158.5372,overlap
549,485.26,754.64,56.38,39.34,154.20,9.4978,64.3195,overlap
564,725.88,786.76,58.84,43.40,27.66,5.7378,77.3065,overlap
566,761.98,782.45,77.13,44.99,27.11,10.7427,137.7042,overlap
51,776.12,142.70,32.27,29.62,89.76,8.6580,15.8640,single
557,635.14,766.04,87.09,39.25,3.39,9.7576,153.1271,overlap
579,543.31,245.86,36.43,32.48,8.14,5.2059,22.1806,overlap
509,730.69,298.49,12.04,11.45,1.73,8.1354,0.8535,single
256,609.07,467.38,60.63,36.00,23.03,3.3359,68.0711,overlap
587,410.49,791.91,42.27,23.99,164.96,5.8221,22.0549,single
600,776.70,262.41,35.30,25.40,3.01,3.9756,16.2835,overlap
327,649.18,548.93,69.47,61.80,9.49,12.0700,153.4636,overlap
608,342.12,790.42,83.88,23.75,178.62,14.9105,85.9778,overlap
