气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,435.69,127.74,104.19,48.03,6.27,8.5634,268.2271,overlap
2,379.22,88.08,90.43,56.89,11.35,9.6863,239.3551,overlap
3,589.47,327.20,81.50,48.67,179.25,14.4787,166.3342,overlap
4,874.45,630.54,60.65,48.00,151.84,6.1644,90.8453,single
5,846.44,285.23,48.34,38.82,23.95,6.1094,46.6744,single
6,877.67,478.36,57.50,38.09,28.40,6.1441,64.7942,single
7,282.49,547.51,76.96,48.66,10.94,7.3535,148.2696,single
8,594.17,579.34,65.23,42.77,147.21,10.9911,93.6203,single
9,801.81,580.27,74.90,55.14,159.87,13.0375,159.1291,single
10,828.56,497.41,68.21,41.80,31.66,7.5061,100.0281,single
11,252.96,318.54,80.66,47.75,10.76,7.7279,159.8360,single
12,354.51,578.86,47.48,39.03,12.46,6.3908,45.2702,single
13,317.96,304.32,49.60,43.05,138.09,6.5914,54.4875,single
14,884.62,326.61,37.31,35.65,2.08,5.5990,25.5262,single
15,423.77,637.11,66.15,36.55,9.78,9.4538,82.2755,single
16,722.32,136.58,51.30,38.55,156.48,8.8887,52.1922,single
17,690.13,449.72,54.96,43.64,150.39,7.6860,67.8311,single
18,781.19,439.89,39.26,34.63,2.75,5.3804,27.4632,overlap
22,361.63,193.63,43.69,41.97,89.88,6.3421,41.2162,overlap
23,832.89,177.23,54.16,41.83,32.66,6.0500,63.1247,single
24,659.86,301.45,74.44,55.48,14.83,9.2945,158.1442,single
25,718.36,590.19,59.90,44.58,50.58,7.9993,82.2851,single
26,516.57,312.52,58.83,46.43,2.98,7.9783,82.6831,single
27,631.62,380.29,74.49,37.14,179.39,9.5661,106.0467,overlap
28,735.66,312.25,57.19,41.37,176.39,7.4650,69.6077,overlap
29,430.34,299.88,67.85,39.89,151.65,13.5526,94.4757,single
30,572.72,66.05,49.86,48.81,175.90,8.7385,62.4407,single
31,591.70,647.54,43.72,43.44,2.56,10.5965,42.7245,overlap
32,540.16,685.78,38.20,37.77,6.05,9.2177,28.3534,single
33,753.66,491.49,63.23,45.73,17.86,7.3839,94.0481,overlap
34,537.59,435.45,46.74,41.01,2.61,10.1755,46.0934,single
