气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,435.46,130.04,103.21,48.48,6.50,10.3502,265.6636,overlap
2,378.56,90.35,89.86,55.74,10.94,9.0118,231.5204,overlap
3,589.40,330.79,82.16,48.63,179.32,13.5630,168.9080,overlap
4,874.27,632.06,61.31,48.06,151.01,6.0544,92.9544,single
5,846.39,286.76,48.37,39.00,24.55,6.5928,46.9420,single
6,877.72,479.92,57.66,37.87,28.38,6.7355,64.7723,single
7,282.33,549.36,76.75,48.42,11.10,9.0271,146.7255,single
8,594.72,581.89,65.12,41.97,150.40,10.0577,91.5707,single
9,802.34,583.04,74.84,53.99,160.16,9.2518,155.5745,single
10,828.16,499.15,68.20,41.95,31.62,6.2375,100.3890,single
11,253.17,320.49,81.03,47.65,10.87,8.2352,160.9432,single
12,354.57,580.58,47.08,39.10,11.73,7.1871,44.5809,single
13,317.85,306.05,46.69,44.18,112.40,2.5353,49.5530,single
14,884.57,327.92,37.08,35.46,0.81,4.2468,25.0800,single
15,424.14,639.34,65.99,36.33,10.31,9.1456,81.3987,single
16,722.05,138.76,50.60,38.05,159.33,9.0156,50.1146,single
17,690.29,451.64,55.10,43.89,150.62,6.2759,68.5629,single
18,781.14,441.11,39.89,34.76,6.47,7.2233,28.4510,overlap
22,361.45,195.13,43.65,41.31,90.50,6.8164,40.5013,overlap
23,832.75,178.74,53.66,41.83,31.48,6.2463,61.9565,single
24,660.04,303.91,74.14,56.00,14.77,8.9382,158.3519,single
25,717.80,591.98,59.35,44.52,50.35,6.3318,80.6836,single
26,516.56,314.59,59.41,46.15,5.07,9.6851,83.8033,single
27,631.86,382.94,73.44,37.06,178.52,12.4131,102.8405,overlap
28,735.89,314.18,56.07,41.74,177.02,8.4224,67.5138,overlap
29,430.63,302.60,66.66,40.27,152.31,7.8729,92.0456,single
30,572.72,68.22,49.77,48.82,176.10,8.4312,62.2208,single
31,591.55,650.12,43.65,43.27,179.41,7.5412,42.4143,overlap
32,539.96,688.12,38.20,37.93,3.66,8.3023,28.4675,single
