气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,589.52,124.81,68.93,45.07,0.06,11.8408,110.1521,single
4,875.69,521.31,56.82,52.72,175.54,5.6123,87.5543,single
5,841.47,171.42,50.60,42.45,15.93,6.8403,55.9283,single
6,886.71,362.62,42.90,42.51,0.10,5.1158,40.2423,single
7,290.68,408.38,68.89,53.74,178.52,8.2373,131.2049,single
8,569.41,385.59,63.71,38.07,176.45,10.6652,79.4902,overlap
9,795.19,417.80,59.69,44.96,8.89,9.6543,82.4091,single
10,836.70,374.41,63.63,42.00,25.97,6.4130,87.4795,single
11,256.31,187.84,67.86,54.11,136.27,8.6843,128.1784,single
12,357.46,460.02,49.16,37.88,26.94,6.2041,47.1004,single
13,309.42,206.96,45.06,44.09,172.09,5.6647,46.0583,single
14,875.57,231.14,37.96,34.31,171.74,5.1684,25.4281,single
15,429.38,463.02,54.77,34.71,170.16,9.0821,53.5679,single
17,670.29,303.45,51.45,44.02,0.27,7.3924,59.9447,single
18,779.65,323.27,39.16,38.23,0.22,7.0580,30.1684,overlap
22,347.03,21.01,48.29,32.37,112.47,4.6030,38.8460,overlap
23,850.90,65.17,45.29,43.19,9.31,6.0755,45.5789,single
24,661.32,143.47,79.94,41.03,6.83,7.5289,134.8734,single
25,739.95,445.80,59.03,40.68,29.17,7.6100,72.9207,overlap
26,505.67,144.72,63.50,43.11,171.42,8.2442,89.4196,single
27,619.89,177.54,77.96,30.52,174.66,11.8041,95.4262,overlap
28,730.17,157.49,64.68,40.42,15.12,9.8501,87.0059,overlap
29,417.25,107.98,69.21,46.01,144.62,5.7134,113.3703,overlap
31,591.21,489.01,44.54,42.89,175.79,8.8166,43.7738,single
32,546.16,528.85,36.71,36.51,179.97,10.3140,25.3083,overlap
33,759.87,338.48,69.44,37.35,22.99,7.8587,92.6728,overlap
34,528.88,279.11,42.68,39.88,174.19,8.9655,37.3685,single
35,526.85,350.80,88.21,49.10,162.57,14.1682,196.5710,overlap
40,540.76,70.66,66.31,34.26,152.66,11.2038,77.5143,single
41,444.58,55.15,64.16,39.74,152.02,7.1530,84.1457,overlap
45,734.88,4.71,63.40,26.23,168.03,3.7644,54.2352,single
52,386.88,296.84,95.19,56.45,135.34,8.3827,263.1395,overlap
62,594.21,53.33,43.88,37.91,9.28,7.9707,37.5551,single
63,775.01,191.90,90.61,65.59,9.27,7.8481,277.0278,overlap
64,440.67,33.87,79.00,36.70,171.34,7.7004,117.8268,overlap
65,443.61,277.04,86.61,69.66,129.00,8.2247,268.8132,overlap
