气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
7,380.19,138.88,87.33,58.23,6.78,6.3296,228.4906,overlap
10,827.01,213.06,53.77,41.10,31.35,6.8012,61.1251,single
12,408.55,250.20,70.51,43.65,165.41,10.0353,111.6530,overlap
15,437.84,183.15,102.44,58.72,6.53,11.8701,317.0668,overlap
25,739.50,234.48,60.69,40.94,168.80,7.7951,77.5925,overlap
32,481.72,303.01,82.89,45.05,146.33,10.7322,159.2558,overlap
35,610.49,72.73,81.70,44.54,3.16,8.6059,152.9288,overlap
65,515.41,68.14,68.60,45.54,172.23,29.5292,110.2571,overlap
72,723.13,99.32,56.88,32.56,34.45,15.0784,54.2018,overlap
84,453.15,6.30,74.23,39.76,159.01,3.5934,112.7111,overlap
251,660.64,354.17,69.63,60.77,177.45,9.6223,151.5541,single
83,523.18,84.03,85.46,42.73,161.42,0.9835,160.5799,overlap
289,437.57,286.93,63.14,56.22,6.81,4.8331,115.3133,overlap
318,253.97,358.17,79.71,47.92,8.77,7.1274,156.6252,single
20,593.57,234.07,38.80,35.94,88.60,7.6643,27.8308,single
291,780.97,398.83,75.46,53.15,155.57,8.8085,155.6867,overlap
235,569.44,294.50,58.47,41.63,147.07,11.7799,73.2066,single
283,575.63,173.18,72.50,41.58,11.89,11.5711,112.4220,overlap
349,707.83,431.43,65.97,26.92,11.81,10.8186,60.2703,overlap
383,521.07,365.90,60.73,44.66,8.56,10.5914,84.7305,single
408,651.69,563.24,53.82,44.76,177.23,11.5189,66.7066,overlap
425,396.16,436.94,70.26,42.88,157.31,4.9472,108.9196,overlap
453,697.52,493.92,53.79,43.43,153.88,7.4620,64.6391,single
440,539.57,486.66,41.65,37.98,5.02,9.4659,33.8945,single
523,474.15,459.39,40.56,35.08,174.08,6.3512,29.6880,overlap
57,643.57,152.35,120.13,45.94,4.50,10.0835,341.0606,single
541,538.76,559.18,29.28,28.19,178.00,9.9444,12.4327,overlap
499,406.46,504.79,89.24,48.21,149.87,8.1855,197.5267,overlap
549,442.78,555.54,68.43,52.48,160.09,15.0690,126.4332,overlap
564,658.40,608.72,67.27,39.70,176.31,7.7056,92.4244,overlap
566,711.14,635.86,56.66,48.56,37.78,7.8703,80.1967,single
51,770.03,77.44,93.41,61.17,31.46,8.6180,274.6078,overlap
557,597.63,578.28,41.18,40.17,176.41,8.4123,35.0408,overlap
608,278.11,593.53,76.84,47.25,5.32,7.0378,143.5350,single
327,586.59,393.92,97.45,48.07,10.27,11.6830,234.8688,single
268,491.52,96.33,95.88,44.29,163.35,12.8461,209.4731,overlap
651,599.62,638.82,66.12,36.94,151.23,8.6721,83.0947,single
680,457.44,635.01,70.86,59.31,165.69,10.2821,153.2072,single
8,566.88,113.14,47.73,46.75,175.99,8.7275,54.7985,single
771,725.07,403.69,83.44,40.39,34.63,8.8141,144.6645,overlap
780,315.90,334.85,46.64,43.16,174.18,6.5930,48.2977,single
781,875.65,516.95,61.12,36.21,23.63,7.1598,69.5750,single
782,354.78,618.27,43.92,38.40,8.28,6.0804,38.0980,single
783,420.61,688.11,62.20,38.79,13.40,8.0807,77.2168,single
784,434.41,356.61,62.18,38.15,153.31,9.8176,75.8668,single
785,884.32,356.77,38.73,34.09,17.93,5.6205,26.3107,single
786,737.80,360.31,55.89,42.75,7.68,8.0132,68.7013,single
787,591.72,698.07,43.38,42.63,1.41,9.2326,41.2740,single
788,848.09,320.90,47.08,38.76,26.09,6.4581,44.1977,single
789,405.16,758.31,77.10,49.87,167.51,9.1404,152.5183,single
790,751.06,536.01,56.80,46.55,17.93,8.8901,77.2661,overlap
791,318.87,725.86,73.05,40.05,162.40,8.4651,109.9611,single
792,821.09,538.35,62.58,46.41,26.14,7.6154,93.5234,single
793,367.00,227.31,43.36,41.81,179.38,6.6091,40.4424,overlap
