气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,429.35,47.85,111.68,43.44,177.30,13.2976,278.7715,overlap
2,380.20,17.10,87.26,37.76,3.13,3.8174,147.9057,overlap
3,590.64,232.62,80.01,47.47,177.49,8.3754,156.3265,overlap
4,875.14,578.34,57.13,50.12,174.20,5.7618,84.1439,single
5,844.31,232.09,47.95,39.99,19.54,7.0918,47.2891,single
6,880.21,420.83,45.77,44.74,1.82,7.7918,48.2096,single
7,287.75,483.33,73.62,48.50,18.45,7.5291,135.2425,single
8,580.98,487.26,66.89,37.60,172.37,14.4997,86.5579,overlap
9,800.22,500.07,73.49,46.80,171.58,11.0090,130.0180,single
10,834.39,440.44,68.90,40.67,29.97,7.1776,99.3500,single
11,251.08,257.91,73.97,52.60,30.44,7.9175,148.0930,single
12,354.73,524.02,47.02,39.85,20.76,6.5471,45.3380,single
13,317.67,262.47,56.09,40.93,154.81,8.1555,66.2313,single
14,882.18,282.14,38.47,35.23,177.11,5.5220,26.8262,single
15,427.45,557.62,51.53,37.64,165.31,9.5883,51.4207,single
16,724.04,64.16,48.42,41.46,172.06,11.1429,50.0102,overlap
17,679.83,383.15,51.09,45.50,175.29,7.9643,61.1056,single
18,779.95,382.16,42.87,37.39,6.87,6.2066,35.3546,single
22,362.45,107.80,47.99,33.36,140.50,12.9492,39.5326,overlap
23,841.87,123.90,53.47,42.03,34.90,6.0177,61.8250,single
24,661.21,228.13,81.72,49.86,14.61,8.7149,171.3066,overlap
25,727.74,523.53,63.66,43.00,38.72,9.4916,89.6680,overlap
26,512.46,233.34,59.52,46.86,173.57,9.7989,85.4105,single
27,629.00,289.20,75.86,33.68,177.65,11.2620,99.6974,overlap
28,733.31,243.56,56.94,40.72,12.00,7.8449,67.9181,overlap
29,417.40,208.57,80.65,39.68,146.12,11.8330,132.7944,overlap
30,577.49,7.83,56.66,30.95,4.68,5.7915,51.1190,overlap
31,591.86,573.49,44.14,43.03,2.90,9.6772,43.1408,single
32,542.93,613.02,37.71,36.85,1.01,8.3664,26.9646,single
33,757.38,419.17,71.35,46.54,24.29,8.5095,121.8915,single
34,533.47,362.77,44.86,39.80,3.24,8.3895,41.2011,single
35,531.64,449.61,90.76,45.19,155.07,6.5643,191.4962,overlap
40,552.98,162.67,62.72,34.99,146.53,9.7575,70.8123,single
41,462.11,153.92,69.83,43.68,148.76,13.4641,109.5865,overlap
42,704.40,434.67,42.81,41.79,173.04,7.8661,39.3984,single
45,737.13,96.71,60.75,37.33,168.82,8.0707,70.8781,overlap
52,392.59,383.41,99.05,50.95,146.37,9.9159,257.1639,overlap
57,657.42,441.12,50.86,39.08,5.02,8.2199,52.0089,overlap
61,714.65,295.64,61.82,32.01,18.97,11.3684,62.9244,overlap
62,591.12,126.99,41.66,36.57,25.28,7.5543,32.6555,single
63,775.54,274.15,90.15,61.75,158.51,9.8066,258.1852,overlap
64,449.27,128.20,69.16,42.87,155.80,10.8708,105.5020,overlap
65,434.99,352.76,84.99,68.63,158.82,6.8066,255.0351,overlap
67,647.08,558.96,77.00,31.21,5.56,10.0382,95.2144,single
68,384.38,122.18,75.56,40.89,148.43,9.8311,120.1155,overlap
69,656.55,473.69,69.40,38.03,14.35,11.5136,94.2343,overlap
70,313.87,621.49,69.99,54.52,166.70,12.6144,137.4124,single
71,588.70,32.92,65.66,47.24,19.29,10.7251,104.7857,overlap
72,641.29,436.45,49.83,36.09,10.42,11.9648,46.1099,overlap
74,771.80,5.81,28.40,11.62,179.37,20.1396,4.8218,single
79,724.70,275.59,53.19,46.06,103.50,5.8856,67.0487,overlap
80,439.03,176.43,67.17,57.45,144.18,14.6278,133.3690,overlap
89,399.88,640.64,72.77,50.06,158.28,8.6325,136.3763,single
179,308.43,701.50,47.28,44.67,0.45,6.7190,51.3662,single
54,673.61,325.27,32.23,31.19,179.53,7.1499,16.6665,single
51,779.09,327.47,36.08,28.17,34.80,11.3402,18.8725,single
46,556.96,289.29,80.09,33.84,170.46,12.5107,111.6594,overlap
