气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,439.26,208.22,100.48,58.44,5.95,11.0785,303.5619,single
2,378.27,163.57,83.53,61.09,1.30,7.7369,219.2811,single
3,586.06,422.96,92.78,50.98,11.19,12.0534,225.7733,single
4,872.79,678.71,57.71,51.14,173.28,6.2355,87.6274,single
5,848.81,336.68,46.05,38.06,23.57,5.8386,41.5137,single
6,875.01,535.17,59.87,37.50,23.00,7.0486,69.1678,single
7,277.90,613.27,76.82,46.02,1.92,8.3973,139.7070,single
8,604.75,662.87,68.06,35.57,152.62,9.2233,84.7602,single
9,804.71,650.09,66.83,49.87,149.40,8.9615,114.5947,single
10,818.21,556.01,59.46,46.39,23.98,7.9821,84.3633,single
11,256.88,376.43,76.42,48.70,5.94,7.4371,146.2943,single
12,354.90,636.36,42.11,38.73,179.26,7.2817,35.3324,single
13,314.73,349.38,49.43,42.98,169.22,6.1466,54.0352,single
14,884.16,370.11,40.05,33.61,31.17,5.0986,27.7296,single
15,419.09,711.97,58.61,38.87,14.65,9.2027,68.6819,single
16,720.20,207.33,47.95,39.02,175.80,10.3899,46.1571,single
17,699.95,513.53,50.30,44.79,174.36,6.9517,58.3061,single
18,786.09,495.44,36.93,35.43,176.30,8.8342,24.8584,overlap
19,473.17,475.01,40.50,37.24,97.94,5.5067,31.4297,overlap
20,596.35,598.23,40.45,39.71,88.26,9.4979,33.4207,overlap
21,452.26,24.30,74.80,50.64,158.77,9.7851,145.7594,overlap
22,368.67,242.55,43.67,41.88,1.79,6.6147,41.0847,single
23,824.04,229.80,53.59,39.99,34.26,6.5131,59.0840,single
24,659.06,376.61,73.19,57.56,161.44,7.9272,158.6093,single
25,708.21,656.27,53.57,49.99,17.85,9.0440,73.7996,single
26,521.29,390.15,63.05,44.51,9.08,9.7429,91.0303,single
27,636.15,469.12,72.73,33.43,179.07,11.7541,90.9701,single
28,738.76,381.81,56.26,44.11,7.39,8.7369,71.8372,single
29,436.00,382.08,63.77,34.28,154.18,10.1146,71.7218,single
30,567.29,135.37,47.43,45.49,0.50,8.0956,52.6532,single
31,591.43,720.73,42.82,42.58,90.70,8.4822,40.1729,overlap
32,537.23,757.75,39.09,36.02,5.47,7.3382,28.3103,single
33,750.23,556.92,55.58,44.48,22.93,7.6192,70.6929,overlap
34,539.84,508.65,39.99,37.83,179.80,9.8621,31.1262,single
35,544.10,620.39,83.53,56.08,153.66,9.9554,201.2662,overlap
36,558.41,363.33,31.97,31.27,93.32,8.7501,16.4445,single
38,642.22,179.15,110.03,51.63,4.31,10.3513,321.5755,overlap
39,539.53,579.66,30.39,29.33,179.42,9.0839,13.9335,overlap
40,573.80,317.53,58.79,43.16,144.00,10.3236,76.7402,single
41,488.00,332.32,80.77,45.96,150.80,16.4489,154.2663,overlap
42,702.71,562.11,45.28,41.50,3.42,7.6914,43.7683,overlap
45,741.76,261.63,52.87,42.32,179.42,9.1625,60.8486,overlap
47,373.31,283.02,37.66,26.91,1.00,11.2403,19.6362,overlap
48,598.89,59.68,92.98,46.14,162.62,8.6651,205.2173,overlap
49,829.66,20.48,92.05,39.61,174.71,5.2618,172.6642,overlap
50,749.19,12.15,49.63,35.86,158.78,9.3193,45.4441,single
52,409.02,527.13,82.07,48.66,153.36,8.9159,168.6217,overlap
53,531.43,246.10,81.01,42.49,168.42,16.1476,143.4864,overlap
55,514.75,92.36,68.24,46.42,5.53,14.3084,111.2245,overlap
56,607.39,99.26,83.73,44.49,2.28,10.2683,160.4741,overlap
57,650.23,584.99,52.66,43.64,176.76,7.7176,62.2577,overlap
58,750.75,658.54,23.50,22.47,0.19,6.7192,6.3850,single
