气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
4,877.72,386.82,57.74,50.41,170.16,6.1767,86.4649,single
5,836.26,31.69,46.03,38.67,178.26,6.4434,42.1495,overlap
6,893.98,241.08,43.95,36.77,20.73,5.2134,36.5447,single
7,296.42,246.91,77.37,51.46,20.34,7.4843,158.4858,single
8,562.33,151.60,64.59,42.12,23.26,11.2123,90.4072,overlap
9,789.40,227.32,87.91,43.31,171.70,7.6323,172.1946,overlap
10,843.95,217.94,62.33,50.47,21.69,8.5746,100.8805,overlap
11,261.01,30.97,55.12,49.97,20.01,7.2877,78.1096,single
12,370.93,303.75,42.71,38.59,4.48,6.6463,36.2212,single
13,319.12,75.99,49.43,42.08,21.28,4.4865,52.8995,overlap
14,856.11,111.68,37.92,33.60,177.84,6.6680,24.8606,single
15,422.93,237.33,53.29,31.86,162.81,11.0586,46.5455,single
25,770.69,248.31,58.80,35.62,27.86,8.7863,63.3479,overlap
31,587.20,297.68,45.49,43.81,2.41,13.8903,46.6393,overlap
32,558.76,359.30,38.31,37.84,177.50,7.0825,28.5748,overlap
33,762.65,148.03,78.56,35.95,22.81,9.0388,114.1314,overlap
34,512.72,92.01,33.35,30.94,0.36,7.1441,17.7087,overlap
35,519.33,118.95,82.92,53.65,153.20,7.8882,189.7393,overlap
52,359.09,95.91,81.28,49.07,126.96,4.5378,166.7534,overlap
63,783.10,6.87,93.48,45.34,19.17,4.7170,203.8125,overlap
65,469.40,86.37,82.37,54.54,29.94,8.0134,190.3992,overlap
67,619.15,210.73,59.50,36.28,159.91,10.8691,66.0767,overlap
69,685.19,159.36,67.53,29.21,18.04,14.6204,68.5254,overlap
70,316.30,384.97,93.21,53.09,19.79,7.1821,237.3031,single
72,660.17,99.44,52.75,29.83,16.78,11.0567,42.7043,overlap
79,685.19,14.57,51.54,35.96,6.09,4.8806,49.1502,overlap
89,396.53,387.72,63.72,53.51,178.68,9.5567,111.7799,overlap
179,314.02,509.40,49.30,39.77,22.66,6.5364,49.7253,overlap
54,668.14,81.29,34.69,30.01,176.85,6.6226,18.5768,overlap
207,876.95,554.09,23.50,22.14,178.52,6.3156,6.2907,single
232,696.37,356.30,85.01,40.52,6.95,10.4532,150.6558,overlap
234,515.28,363.21,53.89,46.41,175.81,9.1616,69.3335,overlap
84,363.91,54.44,63.11,36.46,160.78,10.3833,74.7125,overlap
251,656.75,372.23,68.22,48.69,19.96,10.0465,116.5885,overlap
83,471.10,169.79,84.27,38.33,175.34,9.2876,140.0277,overlap
37,764.50,276.59,87.13,42.58,29.26,11.1111,166.3154,overlap
289,426.77,383.12,94.72,53.54,150.81,10.3934,247.0836,overlap
285,725.15,306.06,63.84,51.41,0.76,8.4059,107.7916,single
43,418.35,104.59,65.67,51.88,162.38,6.9085,115.1206,overlap
318,276.95,489.41,70.65,31.26,8.74,6.7587,80.2806,overlap
20,588.16,235.12,43.83,39.38,7.41,6.4936,38.9139,overlap
291,776.91,418.15,99.28,44.60,22.14,7.9926,226.1562,overlap
348,346.89,468.46,73.39,33.44,162.55,9.2206,92.6416,single
235,593.53,330.48,71.64,47.42,10.53,13.0253,125.2156,overlap
283,529.42,183.37,59.43,48.70,164.24,9.4671,88.5036,overlap
349,751.71,455.17,79.81,54.24,164.27,9.0744,177.7426,overlap
375,274.02,582.73,29.78,28.24,178.42,5.1235,12.8858,single
383,493.34,453.29,118.85,67.43,154.90,7.6689,490.0264,overlap
408,721.32,592.46,37.82,37.52,87.77,6.9173,27.6100,single
425,439.10,536.94,63.56,45.96,13.81,8.9752,95.5129,overlap
453,724.68,535.04,47.71,46.85,178.15,7.2976,54.8716,single
440,588.87,540.45,59.78,53.79,0.87,10.4539,98.8867,single
42,676.44,193.33,45.00,40.21,173.30,6.5146,41.8923,overlap
17,668.13,120.15,51.88,37.07,15.05,9.3280,51.3306,overlap
523,523.50,574.95,69.32,42.56,144.57,11.9443,105.2007,single
529,299.54,657.21,77.30,49.32,145.59,8.9947,151.6136,single
57,634.85,168.79,46.01,43.49,172.64,9.9348,47.3731,overlap
538,564.92,8.28,33.30,23.34,173.32,3.9447,13.3172,single
541,602.56,630.53,95.18,39.55,6.80,8.3150,184.3154,overlap
499,433.50,617.73,76.61,54.90,137.86,10.1177,165.7723,overlap
