气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,594.36,66.59,71.04,43.26,9.12,11.6185,112.2936,single
4,876.46,488.94,55.27,53.53,173.46,6.3421,84.1315,single
5,840.91,139.87,47.91,41.92,7.97,6.4802,49.5057,single
6,888.11,334.02,47.91,38.70,37.50,5.1222,45.6952,single
7,294.22,368.69,67.47,54.19,178.14,10.6923,126.9149,single
8,565.22,330.67,59.69,36.68,5.09,10.2712,67.2367,overlap
9,794.81,372.10,63.54,49.22,173.11,8.4363,102.2292,single
10,840.29,336.28,57.19,43.91,25.69,8.3072,73.8981,single
11,258.59,148.14,71.86,50.02,143.76,8.0156,132.8747,single
12,360.49,425.42,46.08,38.27,24.73,7.2029,41.8149,single
13,307.48,173.98,45.45,42.61,177.93,7.6979,45.2798,single
14,870.53,203.47,38.23,35.92,172.42,4.5607,27.0080,single
15,428.73,413.30,58.48,36.02,172.05,10.9788,63.3755,single
18,779.91,294.02,36.92,32.53,10.70,3.5698,22.8055,overlap
23,852.77,32.77,50.89,43.11,19.81,7.0316,57.4348,single
24,660.76,97.10,74.57,37.52,2.57,7.8919,107.3239,overlap
25,747.13,401.84,55.21,42.25,42.49,8.1195,66.2519,overlap
26,499.19,96.19,62.20,42.73,166.93,9.4761,85.0548,single
27,621.07,117.76,74.14,33.27,171.18,12.8353,94.0767,overlap
28,729.12,112.74,66.95,37.61,20.75,8.6108,86.7390,overlap
29,415.68,56.24,57.67,47.97,172.66,11.6181,82.0905,overlap
31,590.10,442.87,43.83,43.41,0.90,8.4069,42.9018,single
32,548.74,485.99,39.49,38.23,92.99,7.2034,30.6687,overlap
33,760.47,295.70,69.86,36.42,25.46,9.3871,91.4354,overlap
34,526.02,234.90,43.42,38.48,171.57,7.9903,37.3251,single
35,524.43,295.55,89.98,52.61,159.07,13.4226,219.1047,overlap
40,534.37,22.79,62.61,30.76,156.04,9.4175,62.0352,single
41,441.57,6.27,66.23,29.82,168.60,5.7472,67.2881,overlap
52,379.20,249.57,94.19,57.20,127.08,9.5442,261.0690,overlap
62,596.33,14.21,41.27,36.98,0.34,4.7550,32.3946,single
63,780.28,148.62,91.34,66.34,21.63,8.0038,284.7313,overlap
65,453.50,228.78,71.50,69.83,90.05,6.2985,183.6789,overlap
67,643.83,388.05,42.87,35.74,170.34,13.2084,33.7876,single
68,355.74,5.59,68.44,17.15,179.41,13.9232,41.3318,single
69,669.55,327.55,66.20,33.19,15.32,11.5208,74.8387,overlap
70,315.62,502.29,85.18,55.85,5.89,9.3121,208.4489,single
72,647.62,281.09,52.95,32.14,10.20,8.7099,46.3508,overlap
79,709.12,157.94,53.41,50.33,92.18,3.5879,73.8680,overlap
80,434.26,50.17,56.52,55.60,99.59,9.7818,91.3910,overlap
89,396.88,515.83,72.82,48.09,156.99,8.2427,131.1969,overlap
179,306.59,615.40,47.27,42.71,4.34,6.0428,49.1076,overlap
54,671.54,219.86,32.54,29.48,0.78,7.8930,16.0580,single
