气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
4,876.74,414.85,57.32,48.82,170.74,5.4675,82.5029,single
5,838.13,61.78,44.91,40.04,2.38,6.0380,41.5389,overlap
6,894.65,268.75,43.42,36.96,28.97,5.5169,35.8466,single
7,294.84,282.74,72.13,59.38,8.74,9.1595,158.9473,single
8,559.56,197.63,71.74,41.24,27.00,12.8652,109.1880,overlap
9,791.06,266.69,82.99,46.92,175.06,9.7330,166.2282,overlap
10,843.82,249.52,62.56,45.29,19.67,7.4568,91.1760,overlap
11,259.73,65.23,64.03,45.20,35.09,8.1456,95.3380,single
12,368.71,338.25,44.22,38.21,10.54,7.1462,38.4421,single
13,311.68,101.17,55.77,42.12,34.00,6.8370,67.3787,single
14,859.33,138.61,37.00,35.30,176.74,4.8070,24.8668,single
15,426.06,283.51,55.51,30.58,169.52,10.7202,48.4784,single
24,668.66,5.16,47.89,9.87,179.53,11.5692,11.6452,overlap
25,762.80,292.44,64.04,35.71,27.29,10.1353,75.3438,overlap
26,484.64,8.41,49.05,19.89,179.02,6.1828,24.6235,overlap
28,733.95,8.74,71.05,38.47,29.73,9.7392,99.9200,overlap
31,588.29,337.29,45.27,42.41,177.65,8.0469,44.7138,overlap
32,555.87,392.31,38.68,36.29,89.13,7.3084,27.9374,overlap
33,763.17,190.38,73.19,36.67,24.24,9.0936,101.0373,overlap
34,515.57,135.54,48.44,37.86,137.95,6.9348,45.6969,overlap
35,521.96,163.42,86.80,51.61,150.93,10.8619,200.0471,overlap
52,365.10,137.17,82.50,54.37,125.11,12.8059,190.3612,overlap
63,780.75,40.85,98.52,53.80,25.47,8.4386,268.6396,overlap
65,467.05,123.78,80.46,54.40,34.01,8.9692,181.1804,overlap
67,627.61,261.39,49.01,41.61,171.42,10.8502,51.4146,overlap
69,681.88,204.59,69.28,31.91,18.49,10.2937,78.7875,overlap
70,315.38,418.34,97.77,54.35,11.66,6.6797,267.2998,single
72,656.08,150.08,52.68,31.26,15.54,11.0854,44.6255,overlap
79,689.04,54.02,55.09,48.36,138.58,7.5809,75.5137,overlap
89,396.69,420.89,73.83,44.03,171.24,7.0085,123.4596,overlap
179,313.24,541.06,48.58,38.43,21.64,7.4474,46.6683,overlap
54,670.14,120.68,33.18,28.35,0.18,9.0931,16.0544,single
46,542.32,4.56,89.14,22.69,171.16,6.7352,92.7535,overlap
207,877.62,577.98,23.64,23.15,0.71,5.8932,6.6539,single
232,695.03,404.49,86.94,46.00,5.75,9.1216,178.8713,overlap
234,514.81,408.53,51.71,46.22,179.69,10.5362,63.5867,single
84,367.42,90.31,60.52,38.49,159.90,12.3213,72.5214,overlap
251,655.90,416.90,69.50,50.21,13.54,6.8735,124.7597,overlap
