气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,438.14,218.65,100.04,60.74,6.65,8.8673,312.7265,single
2,378.26,171.60,83.58,62.84,1.99,10.1687,225.8060,single
3,585.56,436.14,92.44,52.02,12.88,12.6158,228.6698,single
4,872.40,684.82,58.76,51.24,176.73,5.2657,91.0161,single
5,849.72,343.10,46.19,38.14,25.31,5.5255,41.8579,single
6,874.68,542.56,58.64,36.92,23.55,7.9850,65.3207,single
7,277.37,621.58,76.07,45.92,0.10,8.9678,136.7101,single
8,605.55,672.47,68.70,35.56,155.44,10.3407,86.3284,single
9,805.67,658.68,65.31,46.88,147.69,8.6566,102.8757,single
10,816.94,562.78,58.00,46.74,23.74,6.5713,80.8858,single
11,257.54,383.61,75.20,48.59,3.24,6.9641,141.3505,single
12,354.81,643.33,42.88,39.12,174.66,6.7565,37.0004,single
13,313.83,354.75,47.96,41.12,169.79,5.6490,48.6691,single
14,884.66,375.87,39.28,33.16,24.79,5.2323,26.3173,single
15,418.43,721.34,54.84,39.36,16.18,7.8357,60.8973,single
16,719.40,216.56,47.28,39.12,177.93,9.5699,44.9914,single
17,701.09,521.90,49.27,45.42,174.20,4.8169,56.7320,single
18,786.32,501.97,38.56,36.27,175.96,8.1338,27.7412,overlap
19,472.98,480.33,40.22,36.33,93.16,7.4327,30.2419,overlap
20,596.65,605.62,40.65,39.32,88.80,7.8015,33.4282,single
21,451.02,32.18,78.24,51.64,157.61,7.1856,162.6133,overlap
22,369.76,248.95,43.51,42.07,6.09,5.4208,40.9753,single
23,822.57,236.25,54.57,40.32,35.42,6.7627,61.7684,single
24,657.86,386.12,75.49,55.89,163.02,7.8752,163.8604,single
25,707.61,664.72,51.44,48.73,9.08,8.0095,66.3333,overlap
26,521.80,399.29,63.88,45.04,13.62,8.9261,94.5572,single
27,637.50,479.56,73.40,33.43,177.77,10.7432,92.6564,single
28,739.04,390.52,56.71,44.56,7.07,9.0130,73.7260,single
29,436.87,392.11,64.26,34.37,155.02,10.7627,73.0193,single
30,566.92,144.04,48.71,43.54,3.43,7.8260,53.1472,overlap
