气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,854.93,101.29,37.28,34.30,178.43,5.6472,24.5164,single
3,844.90,204.22,61.56,50.96,25.77,7.8609,99.3370,overlap
4,765.82,259.96,85.75,42.64,27.80,8.8499,161.2696,overlap
5,878.36,375.68,56.43,51.83,171.37,6.4137,84.9100,single
6,668.43,103.47,51.72,37.65,17.73,9.6440,51.8212,overlap
9,516.29,96.23,77.00,60.00,150.95,17.1318,183.0123,overlap
10,371.82,289.83,41.30,38.55,2.07,8.5313,33.8318,single
11,836.46,19.83,46.81,37.57,175.74,6.6998,42.3476,overlap
15,893.18,229.76,44.74,35.32,16.08,7.1897,36.3705,single
17,674.27,177.35,43.00,41.64,2.09,8.7166,39.6107,single
18,556.45,346.02,43.12,35.26,177.37,19.7287,33.7302,overlap
20,317.13,371.43,88.32,53.46,24.18,6.9851,214.5405,single
22,587.87,221.03,41.88,39.77,5.29,7.7837,35.8945,overlap
23,321.25,66.09,42.28,40.69,90.39,5.3450,37.4293,overlap
24,421.80,218.51,50.38,33.32,155.67,12.0733,43.5019,single
28,772.00,231.02,58.48,36.54,25.77,8.1171,64.2946,overlap
30,563.53,132.63,63.19,42.60,22.35,9.4352,87.5294,overlap
34,355.59,82.27,78.14,50.62,136.20,9.3276,159.0225,overlap
37,262.68,19.62,53.82,45.26,177.65,3.8338,67.4407,single
38,416.40,85.52,61.65,51.89,178.66,11.7153,101.4406,overlap
39,587.20,282.98,44.83,42.99,179.18,7.6417,44.4563,overlap
40,764.31,130.98,82.51,36.72,22.18,10.6375,128.6253,overlap
42,296.75,232.25,75.43,52.09,23.16,8.9053,152.4465,single
56,663.36,78.28,53.89,30.33,16.86,11.1701,45.3147,overlap
59,471.55,70.43,81.46,57.78,29.60,8.7609,197.2797,overlap
66,632.24,152.98,45.81,43.71,176.76,7.8840,47.1865,overlap
69,678.86,5.84,47.62,21.78,1.86,9.1281,25.4075,overlap
83,469.99,150.39,86.41,39.73,175.64,9.8626,152.6094,overlap
85,667.55,62.80,32.30,26.39,179.69,9.9329,14.1685,overlap
137,315.06,496.96,49.37,41.10,20.84,8.0041,51.5416,overlap
161,875.96,544.73,23.03,22.53,3.96,4.7432,6.1489,single
172,514.24,345.66,51.61,47.45,176.18,10.9114,65.0089,overlap
198,659.43,354.03,68.47,49.49,17.22,7.0990,119.3515,overlap
206,698.15,339.13,82.33,38.98,3.67,8.5953,135.9396,overlap
75,687.96,141.40,65.60,29.89,17.98,10.9356,66.1687,single
80,362.03,39.43,63.85,36.23,160.77,7.3307,75.9867,overlap
170,527.30,166.63,57.30,50.05,173.47,8.5442,84.5312,overlap
191,594.56,310.73,70.34,49.61,7.72,12.0988,126.2576,overlap
192,774.69,402.64,97.27,45.56,26.87,4.5535,221.7441,overlap
302,751.01,438.72,75.71,52.91,174.32,8.8893,156.0225,overlap
322,273.20,572.98,29.44,29.38,2.91,5.1213,13.1001,single
332,648.23,427.12,75.54,56.87,16.23,7.6875,166.9631,single
295,345.35,452.80,69.98,36.04,160.40,10.1529,90.8018,single
174,621.99,343.22,56.99,32.84,23.75,8.5202,54.8729,overlap
303,492.52,433.25,115.27,70.61,155.61,8.0702,482.6739,overlap
370,439.37,521.34,61.67,49.31,12.56,8.0691,96.4891,overlap
385,721.21,579.80,37.31,37.08,88.83,7.6736,26.5574,single
396,589.18,522.79,58.43,51.00,6.29,10.6651,89.5816,single
402,723.09,521.39,46.16,46.04,90.21,6.7608,50.4561,single
248,279.94,473.38,69.08,32.36,6.98,9.1631,79.4278,overlap
411,498.59,499.02,97.77,51.74,144.90,9.0358,254.4750,overlap
234,427.42,367.12,95.28,55.79,154.93,11.2221,260.5977,overlap
86,396.89,372.86,63.94,55.09,149.28,9.2405,115.8839,overlap
436,433.08,601.02,75.48,52.71,137.69,9.7033,154.4796,overlap
442,519.65,553.40,69.62,43.02,139.31,11.2351,107.2709,single
443,298.14,641.78,75.22,48.50,142.39,7.2295,141.1794,single
368,563.53,5.35,31.44,11.78,0.83,0.8819,5.9918,single
461,600.61,611.26,91.22,41.67,8.27,10.6286,178.3623,overlap
467,474.58,631.78,59.56,43.39,16.29,8.6365,79.1901,overlap
492,725.55,673.90,63.19,43.19,48.34,8.7478,88.7246,overlap
455,631.98,640.20,89.53,36.78,178.96,18.3127,151.6698,overlap
47,752.74,38.21,33.94,32.70,93.58,8.0247,19.3824,single
505,778.09,664.53,76.23,46.98,28.53,7.2567,140.4672,single
507,393.08,666.22,43.42,23.53,158.01,10.3006,22.8168,single
13,788.06,210.90,87.01,44.69,173.77,8.6733,174.0702,overlap
81,443.79,138.98,35.55,33.56,176.46,4.5826,21.8145,overlap
8,769.88,154.62,38.08,32.61,9.32,6.4926,24.3348,overlap
525,344.09,690.85,80.42,42.63,8.06,8.7876,141.8239,single
528,240.28,744.47,42.54,40.13,179.45,5.1488,37.3588,single
531,773.25,494.52,36.20,34.91,91.92,6.9917,23.5371,single
539,710.95,712.61,42.45,33.14,13.63,16.5652,30.7246,overlap
546,827.44,770.76,79.15,51.22,27.29,6.5967,165.0612,overlap
497,697.61,8.32,44.85,27.50,0.89,3.3471,28.4557,overlap
555,690.60,715.77,80.75,36.91,18.43,9.9746,123.8154,overlap
556,762.26,713.92,41.82,34.48,82.45,6.3865,31.0323,overlap
562,445.37,635.52,48.11,40.48,9.89,6.6815,48.1979,overlap
32,616.18,191.08,63.67,35.22,158.09,9.2143,73.4564,overlap
595,778.61,746.13,52.42,32.15,13.03,9.7146,45.4400,overlap
602,562.12,761.65,88.89,38.76,168.61,9.1516,157.5712,single
603,468.74,757.72,54.94,43.91,178.52,9.4338,68.1834,overlap
567,482.76,730.69,81.43,45.16,171.55,10.6673,154.0495,overlap
391,489.23,484.69,56.87,49.98,119.56,12.3878,83.1572,overlap
614,791.75,14.29,72.08,34.02,1.10,38.4978,90.9537,overlap
223,726.37,290.52,66.18,48.45,8.57,8.8620,109.1758,single
608,729.77,212.15,10.84,8.82,96.61,4.2802,0.5334,single
