气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,855.32,104.32,37.35,33.19,179.03,6.0904,23.8195,single
3,843.90,207.78,62.40,50.99,24.10,7.5007,102.1298,overlap
4,764.68,263.97,86.88,43.88,30.42,10.1927,170.3990,overlap
5,878.17,378.62,56.90,51.54,168.39,5.7304,85.8458,single
6,668.23,108.22,51.49,37.95,15.80,8.1656,51.7585,overlap
9,519.22,102.04,79.09,57.41,149.19,14.8313,184.7581,overlap
10,371.67,293.72,41.42,38.52,2.44,6.9846,34.0011,single
11,836.47,22.70,46.61,37.67,176.71,5.7720,42.1102,overlap
15,893.55,232.83,43.94,35.60,18.04,6.9113,35.3603,single
17,674.78,181.61,42.68,41.28,178.90,8.8713,38.6845,single
18,558.55,349.88,37.82,36.34,178.67,6.8573,26.7437,overlap
20,316.47,374.86,89.72,53.92,23.07,7.7528,223.3285,single
22,587.99,224.77,42.57,39.93,9.21,8.3403,37.2396,overlap
23,320.35,68.34,41.96,41.18,4.27,6.5452,37.2984,overlap
24,422.03,223.59,51.27,32.73,158.08,9.5151,44.2676,single
28,770.75,235.74,59.49,36.46,30.92,11.0165,66.3695,overlap
30,563.04,137.09,62.99,42.20,22.88,9.9039,86.1483,overlap
31,783.45,3.90,84.02,32.03,15.25,7.4456,116.3315,overlap
34,355.23,87.10,79.01,50.19,135.38,10.4518,161.2006,overlap
37,262.32,22.05,53.03,49.05,2.49,5.1288,70.9676,single
38,416.52,90.19,61.17,52.25,177.63,7.9171,100.5977,overlap
39,586.82,286.84,44.68,43.05,1.82,10.7749,44.2056,overlap
40,763.64,136.32,82.41,36.26,23.09,7.6623,126.6839,overlap
42,296.60,236.20,75.99,51.70,23.00,7.3873,153.5993,single
56,663.45,83.39,53.11,29.86,13.73,10.1583,43.3381,overlap
59,470.80,76.37,82.46,56.84,31.53,7.4799,198.8304,overlap
66,633.00,157.12,46.16,43.01,174.35,8.3988,47.1492,single
69,678.68,7.49,46.49,26.09,8.47,3.8364,29.0068,overlap
83,470.47,155.55,87.75,39.07,175.81,9.9668,154.7601,overlap
85,668.20,67.70,32.89,26.46,175.31,10.0811,14.7271,overlap
