气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,866.19,178.35,36.99,35.95,177.46,5.6661,25.3084,single
3,841.95,300.76,55.11,42.60,20.05,7.1468,66.5631,single
4,749.47,383.01,78.05,50.26,21.91,8.7890,157.5207,overlap
5,876.23,458.74,55.66,52.10,0.97,5.9215,83.0329,single
6,667.32,219.04,51.29,41.20,9.79,9.8647,55.7676,overlap
7,494.27,52.55,61.52,41.83,162.92,8.4394,81.4371,single
9,523.49,240.09,88.10,47.54,154.80,11.4420,189.8370,overlap
10,363.99,392.04,44.26,39.46,23.59,6.4072,39.7646,single
11,840.46,109.96,46.67,41.48,14.94,5.9835,46.4920,single
15,892.27,308.05,43.40,38.87,8.86,5.8116,37.6671,single
17,692.74,293.23,40.63,36.89,8.12,3.8802,31.3363,overlap
18,550.07,447.79,40.15,34.90,91.91,8.1761,28.9391,overlap
19,350.75,19.99,42.02,41.23,178.56,5.3832,37.4506,single
20,315.17,467.67,89.13,55.81,3.71,7.2517,228.0801,single
21,597.11,18.35,82.30,41.21,4.94,8.3536,143.5920,single
22,589.48,329.72,44.23,40.20,5.97,7.3340,40.4661,single
23,307.54,145.78,53.28,40.61,21.98,5.8779,59.3129,single
24,430.31,361.64,60.55,38.20,165.39,11.4329,72.0554,single
25,853.65,10.22,48.82,27.81,8.16,1.8908,34.0936,single
28,753.07,358.88,58.69,42.03,35.07,8.2323,74.4651,overlap
29,409.14,8.63,57.17,40.31,19.57,7.3572,67.7753,overlap
30,561.96,278.92,62.75,41.06,14.79,10.7474,83.1826,overlap
31,776.00,105.48,91.37,65.48,17.46,11.9771,281.2310,overlap
33,615.68,65.27,66.65,32.51,177.85,11.1964,74.2897,overlap
34,372.74,203.44,85.63,51.70,123.28,5.3359,195.0052,overlap
37,264.33,114.59,68.38,46.39,155.50,6.0059,111.5836,single
38,422.17,221.78,74.85,49.21,155.60,7.1083,141.8212,overlap
39,588.90,401.66,43.87,42.85,178.62,7.4388,42.4188,single
40,761.43,256.56,72.03,35.64,27.78,7.3460,95.1339,single
41,664.12,53.31,71.67,36.73,2.20,10.0054,97.0855,overlap
42,295.19,337.47,68.31,59.89,4.23,5.8483,143.7590,single
56,651.06,228.91,52.99,33.02,15.61,10.8850,47.7116,overlap
59,457.74,188.97,71.89,65.80,20.91,8.8839,174.9268,overlap
66,647.68,274.57,46.44,43.14,4.10,9.1402,47.8713,overlap
69,702.63,115.92,54.12,48.89,101.34,6.6681,73.6565,overlap
78,430.84,11.08,69.60,55.72,142.56,11.3189,138.8587,overlap
83,474.50,298.71,91.51,38.38,3.02,12.3345,165.3558,overlap
85,671.08,181.92,32.96,28.99,4.14,8.1319,16.2018,single
137,309.94,585.99,44.57,43.36,91.75,6.4007,44.3142,overlap
55,522.57,193.83,45.88,36.76,144.29,8.0241,39.8118,single
161,876.19,615.02,23.29,23.22,3.94,5.4384,6.4819,single
172,515.01,479.34,54.44,42.93,4.97,9.2340,65.4437,single
198,650.05,486.32,71.15,50.32,14.66,12.4572,131.0533,overlap
32,637.60,337.51,50.80,32.80,163.18,8.8772,43.5501,single
206,692.64,477.07,86.97,47.71,178.66,10.7705,185.6301,overlap
75,674.79,279.20,65.33,35.41,23.04,8.7164,77.7591,overlap
223,719.31,413.69,62.91,52.52,27.82,6.6673,106.9507,overlap
80,370.65,151.47,64.47,32.57,150.11,7.8656,69.6453,single
2,729.56,73.69,68.70,42.30,27.03,8.0918,102.7059,overlap
170,532.98,293.20,58.92,49.77,141.57,12.4669,88.8795,overlap
51,546.85,73.78,72.91,43.95,176.92,7.9945,120.1897,overlap
191,593.84,459.60,84.37,44.85,13.78,7.5675,164.2283,overlap
192,773.68,528.66,103.52,43.01,14.14,8.6267,237.1619,overlap
302,759.40,570.92,76.34,63.99,4.46,10.8061,191.8363,overlap
322,284.17,648.34,28.83,28.43,177.88,5.3488,12.1549,single
332,648.64,561.61,65.69,62.68,4.67,10.0616,139.1445,overlap
295,351.65,576.11,64.01,46.83,170.95,10.0389,98.7033,overlap
174,606.42,479.04,64.02,36.15,23.24,13.1258,76.2386,overlap
303,493.27,574.82,119.14,82.11,170.34,9.5191,599.5906,overlap
370,436.73,644.74,60.59,44.75,14.11,9.2204,84.5359,single
385,722.08,672.14,37.19,37.19,1.23,6.9527,26.4633,single
391,513.89,624.87,75.75,59.74,10.70,12.7278,176.3461,overlap
396,589.95,660.31,56.50,50.38,5.40,8.6233,82.7223,single
402,730.45,624.78,48.54,44.70,166.31,9.8644,54.1822,single
248,271.63,583.40,61.35,33.51,2.75,8.1721,64.8859,overlap
411,517.80,653.17,100.61,58.21,162.02,9.7311,303.0877,overlap
234,422.75,497.39,99.60,53.56,167.59,6.8090,273.3467,overlap
86,394.31,476.77,74.30,46.58,159.34,7.7364,132.2992,overlap
436,454.76,739.84,73.22,56.00,138.74,11.4079,154.4626,overlap
349,731.22,307.29,11.33,9.95,94.66,7.3394,0.6576,single
441,614.13,742.73,43.38,35.25,177.61,7.4959,34.1156,overlap
442,541.18,711.65,69.87,37.92,150.70,12.5424,95.2319,single
443,311.99,758.55,77.28,48.51,157.66,7.4196,149.0341,single
368,566.99,100.53,31.18,29.74,179.32,9.0881,14.8742,overlap
461,606.04,757.80,95.70,42.11,2.90,14.7472,198.4459,overlap
466,772.97,784.11,34.24,33.65,12.38,4.0680,20.2924,overlap
467,486.34,765.82,55.54,40.07,153.51,8.5470,63.5969,overlap
492,723.59,794.90,54.34,40.87,26.80,2.2605,62.0765,overlap
455,635.14,777.61,82.85,41.59,3.37,7.2805,146.8909,overlap
47,777.83,152.11,31.53,30.84,91.61,9.0141,15.7750,single
505,759.06,792.76,72.63,39.14,25.10,8.4871,106.2211,overlap
507,412.23,791.31,42.61,18.71,179.34,17.1163,17.4762,overlap
13,791.70,330.76,71.83,48.79,170.63,7.1900,129.4905,overlap
81,449.12,253.53,39.57,36.66,179.65,7.6871,29.5392,overlap
510,449.28,253.39,39.07,36.20,179.05,8.9253,28.4270,single
8,777.03,270.15,35.64,24.90,13.22,5.8926,16.2750,overlap
498,540.25,256.13,35.70,34.13,4.53,53.3684,22.3787,overlap
