气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,865.14,172.06,36.93,35.81,174.66,5.4292,25.1275,single
3,842.09,292.32,55.07,42.02,17.69,7.0511,65.5644,single
4,749.38,371.37,76.08,51.53,22.30,7.0278,153.4379,overlap
5,876.01,451.87,55.60,51.52,2.17,5.9158,81.9448,single
6,667.23,209.42,51.47,42.87,8.23,7.8894,58.4295,overlap
7,492.89,42.62,59.74,42.82,162.93,8.0583,78.6264,single
9,522.14,229.08,93.60,49.87,153.18,10.0994,224.7575,overlap
10,364.44,383.61,43.54,39.26,19.42,7.0191,38.2917,single
11,840.33,102.82,46.83,41.81,19.00,7.1660,47.1789,single
15,893.39,302.54,43.54,38.18,4.96,4.7061,37.2346,single
17,689.83,284.34,42.78,34.93,14.22,8.3368,32.8804,overlap
18,550.83,438.86,39.75,35.77,91.20,7.5803,29.0750,overlap
19,350.21,15.27,43.16,36.54,174.99,2.5025,35.0288,single
20,313.67,459.78,88.54,55.95,5.97,6.3981,225.6261,single
21,600.21,11.02,82.58,31.67,175.98,10.2588,111.1006,single
22,589.38,320.81,43.72,40.43,5.22,7.3089,39.7598,single
23,307.68,139.16,54.60,40.92,25.10,6.0401,62.7567,single
24,429.23,348.43,59.03,37.19,166.88,11.3484,66.6764,single
25,855.00,6.92,48.82,21.49,178.51,5.2088,26.3546,single
28,754.87,347.56,57.86,39.16,29.90,12.0444,67.4471,overlap
29,410.92,10.00,58.95,23.70,178.70,3.9348,42.3730,overlap
30,561.54,266.46,65.11,41.07,17.72,11.3591,89.5769,overlap
31,776.64,95.42,90.08,62.45,18.61,8.9448,260.6838,overlap
33,616.20,52.63,67.73,32.79,176.13,10.9918,77.3903,overlap
34,372.20,191.95,86.19,52.40,119.25,8.4589,200.2397,overlap
37,264.02,107.09,68.64,46.90,161.27,8.0989,113.6851,single
38,421.42,210.72,73.10,49.77,156.09,7.9685,136.8371,overlap
39,588.69,391.77,44.26,43.00,178.61,8.0629,43.3337,single
40,761.42,247.36,71.72,36.09,26.11,8.4597,95.4933,overlap
41,664.33,43.04,72.44,36.98,2.12,9.0797,99.8430,overlap
42,294.61,329.06,68.82,59.68,4.78,6.8727,145.3982,single
56,651.12,217.29,53.79,32.86,15.46,10.6170,48.9145,overlap
