气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,884.77,336.50,36.57,36.08,2.04,4.4402,24.8278,single
3,826.20,511.31,63.83,44.29,30.52,6.7752,92.8462,single
4,717.03,656.54,86.41,44.22,12.50,12.9100,169.8569,overlap
5,874.12,642.87,61.75,48.20,150.35,3.4376,94.5323,single
6,691.87,465.10,54.11,43.86,149.65,7.8129,66.0596,single
7,518.06,331.08,60.30,46.58,9.12,8.9479,87.1382,single
8,781.61,452.50,39.61,34.65,11.34,5.6493,27.9707,overlap
9,537.21,556.30,80.94,48.70,145.68,11.1816,164.1315,overlap
10,354.31,592.50,44.83,38.81,13.89,6.4817,40.1195,single
11,846.03,297.44,47.00,38.35,20.24,6.2551,43.5834,single
12,435.83,146.35,100.21,51.39,10.02,9.6328,265.4985,overlap
13,802.98,597.65,72.63,56.21,161.97,10.4291,152.5601,single
14,721.22,152.60,50.07,38.46,159.64,8.0761,49.6031,single
15,877.28,491.53,58.28,37.52,23.26,6.8360,65.5691,single
16,378.18,106.38,90.20,60.98,12.98,8.2599,255.2536,overlap
17,704.18,513.15,45.54,42.87,177.26,7.7191,45.7356,overlap
18,539.21,702.91,38.28,38.21,92.44,8.8022,28.8120,single
19,364.67,205.50,43.48,42.87,1.75,5.6890,41.6998,overlap
20,316.23,700.67,74.90,35.72,170.32,6.2295,103.1090,single
21,588.29,349.69,89.42,47.67,3.67,12.3551,196.1135,single
22,597.65,549.99,41.21,40.63,179.16,9.0285,35.5049,single
23,317.52,314.41,45.22,43.59,169.44,5.2488,45.8659,single
24,424.26,654.47,66.28,35.90,9.69,8.6295,81.1405,single
25,830.67,189.62,51.45,42.69,26.93,6.3501,58.1348,single
26,756.71,615.57,23.29,22.61,5.91,6.3292,6.3131,single
27,592.73,203.76,38.92,37.30,90.13,7.7295,29.0636,single
28,715.94,605.53,59.03,44.53,49.76,7.4007,79.8164,single
29,432.83,319.34,60.66,40.88,151.87,15.5805,77.4033,single
30,597.21,599.57,66.19,42.31,149.31,11.1107,95.3558,single
31,781.20,363.35,73.98,55.10,149.45,4.9909,155.1434,overlap
33,633.45,401.59,71.26,36.72,179.43,11.9334,95.9243,overlap
34,401.15,471.79,99.82,45.56,144.29,5.5171,233.5620,overlap
35,537.91,526.96,31.30,29.21,177.49,7.7091,14.7187,overlap
36,409.33,439.93,76.10,47.00,145.36,10.0159,140.0466,overlap
37,253.27,333.23,78.48,47.46,12.05,6.2481,150.3629,single
38,440.33,514.05,59.37,52.72,2.66,10.6155,95.5833,overlap
39,592.32,664.81,43.76,42.82,3.64,8.9830,42.1765,single
40,753.10,507.59,62.47,45.61,18.05,8.2200,91.5667,overlap
41,660.51,319.93,72.10,59.68,15.11,8.5090,159.6070,single
42,280.64,562.82,77.12,48.80,8.59,10.4939,149.3069,single
44,645.96,115.22,114.00,45.39,5.44,11.7874,303.4487,single
