气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,855.16,102.70,37.32,33.79,177.34,6.1907,24.2124,single
3,844.32,206.04,61.94,51.07,24.32,7.2891,100.8006,overlap
4,765.15,261.94,86.62,42.88,28.54,8.3280,165.5069,overlap
5,878.27,377.23,56.56,51.64,170.41,5.3971,84.9922,single
6,668.15,105.93,51.71,38.04,17.14,9.3003,52.3222,overlap
9,517.33,99.69,76.51,59.22,147.84,13.8868,178.3390,overlap
10,371.82,291.86,41.31,38.46,2.06,7.4676,33.7660,single
11,836.56,21.42,46.59,37.52,175.73,4.8944,41.8913,overlap
15,893.55,231.33,44.62,35.69,16.80,5.8108,36.5551,single
17,674.50,179.48,42.86,41.32,0.78,8.3379,39.0414,single
18,559.10,347.85,36.71,35.54,0.15,8.1845,24.6438,overlap
20,316.78,373.11,88.96,53.82,23.51,6.9966,219.1227,single
22,587.96,223.00,42.35,39.64,9.30,7.3549,36.5844,overlap
23,320.82,67.23,41.67,41.22,92.71,4.5081,36.8209,overlap
24,422.33,221.21,50.53,33.37,155.63,8.9601,43.8366,single
28,771.22,233.13,58.47,36.32,27.83,11.1298,63.8650,overlap
30,563.21,134.62,63.01,42.06,22.87,10.1703,85.9093,overlap
31,784.41,3.86,81.39,29.25,13.15,2.4440,99.6853,overlap
34,355.08,85.10,78.67,49.48,135.45,8.5055,157.5383,overlap
37,262.45,20.81,52.64,48.07,179.59,5.4311,68.5449,single
38,416.43,88.26,61.99,52.70,176.07,7.3986,104.1740,overlap
39,587.07,284.88,44.98,43.60,1.42,8.5293,45.3947,overlap
40,764.25,134.09,83.25,36.41,23.10,9.4452,129.8167,overlap
42,296.63,234.36,75.91,51.75,23.32,7.7240,153.4258,single
56,664.14,81.17,53.40,30.07,18.15,8.3260,44.1102,overlap
59,470.95,73.02,81.17,57.01,30.01,17.2324,193.2329,overlap
66,632.60,154.89,46.13,43.62,177.07,8.4939,47.7637,overlap
69,677.80,6.82,45.10,23.22,5.79,3.6560,24.3002,overlap
83,469.82,153.08,87.04,39.16,176.17,10.7102,152.6182,overlap
85,668.09,64.99,32.33,26.03,179.39,9.0771,14.0021,overlap
137,314.98,498.81,49.28,41.01,18.84,6.9240,51.2432,overlap
161,875.94,545.92,23.10,22.61,3.68,5.2170,6.2081,single
172,514.80,348.34,53.99,47.89,174.26,9.0511,71.8201,overlap
198,658.73,356.35,68.76,48.58,17.29,14.9345,118.1781,overlap
206,697.86,341.31,84.70,38.77,3.81,9.7623,143.0745,overlap
75,688.37,143.87,64.59,30.08,18.30,8.8993,64.5510,single
80,362.96,41.50,64.27,35.98,160.78,7.8215,76.4652,overlap
170,527.75,168.67,57.15,50.23,172.63,8.8131,84.3932,overlap
191,594.85,313.41,70.68,48.25,7.63,8.8081,124.0178,overlap
192,774.36,403.71,96.23,42.10,25.52,9.0817,200.5411,overlap
302,751.43,440.65,75.12,53.01,173.99,7.1118,153.9016,overlap
322,273.26,574.29,29.42,29.32,93.65,5.6971,13.0529,single
332,648.30,429.30,76.03,57.42,17.18,10.7506,170.7570,single
