气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
1,856.03,112.72,37.20,33.95,178.39,6.5448,24.1666,single
3,843.22,218.56,62.75,50.13,22.45,9.1078,101.5492,overlap
4,761.54,277.29,85.39,43.12,29.73,8.0311,161.7658,overlap
5,878.07,387.80,57.51,50.02,162.81,5.7632,85.1186,single
6,667.96,121.32,52.31,37.49,16.39,8.9606,52.7756,overlap
9,521.12,118.73,80.22,56.39,145.89,18.5624,186.6719,overlap
10,371.14,304.82,41.68,38.66,3.94,7.6120,34.5489,single
11,836.68,32.35,45.50,40.14,177.74,6.1551,42.7572,overlap
15,894.38,242.33,42.60,37.03,22.49,5.8259,34.5788,single
17,676.71,194.54,43.97,41.02,173.64,8.3349,40.8099,single
18,558.50,360.64,38.35,36.21,92.63,5.9158,27.3937,overlap
20,315.56,386.03,90.98,53.11,17.66,6.8495,226.1827,single
22,588.37,236.63,43.00,40.40,6.84,9.5299,38.4297,overlap
23,318.44,76.83,48.81,40.47,31.77,4.7624,49.6095,overlap
24,423.53,238.94,52.66,32.19,161.26,10.7345,45.9324,single
28,768.79,250.39,60.55,37.23,31.06,8.2507,70.2191,overlap
30,562.99,152.85,62.57,44.43,20.34,9.7128,89.4865,overlap
31,780.34,7.26,98.97,50.41,20.14,6.1145,254.0252,overlap
34,357.65,98.13,76.88,53.08,129.37,8.2227,161.3910,overlap
37,260.55,32.90,56.01,50.24,21.59,6.9583,81.0943,single
38,417.54,105.80,62.53,53.92,168.94,10.0275,108.4542,overlap
39,587.08,299.72,44.47,42.66,1.21,9.2840,43.4093,overlap
40,763.70,149.95,80.38,36.89,22.87,9.8998,122.5909,overlap
42,295.84,247.86,76.42,51.44,19.05,8.8681,154.5539,single
56,661.78,100.67,53.09,30.64,17.12,11.5962,44.4300,overlap
59,468.18,87.49,81.78,55.59,32.72,7.2814,191.2390,overlap
66,634.82,170.84,45.39,43.31,171.83,9.0672,45.9151,single
69,683.76,13.89,48.87,40.94,11.15,6.3755,50.3008,overlap
83,470.59,171.17,84.25,39.35,179.16,10.3233,143.6995,overlap
85,667.67,81.23,33.97,27.44,172.87,9.4159,16.2878,overlap
137,314.66,510.72,48.87,40.27,19.14,6.0464,49.4778,overlap
161,876.40,555.06,22.92,22.55,2.26,5.2317,6.0963,single
172,515.60,364.91,54.42,46.99,176.99,10.6672,71.5923,overlap
198,656.74,374.46,70.83,48.67,19.40,10.3322,125.6035,overlap
206,695.66,357.69,86.16,40.45,5.26,11.2316,154.4740,overlap
75,686.25,161.79,64.72,29.15,19.97,9.1704,62.8143,single
223,725.08,307.95,64.28,51.31,178.14,6.6093,109.0474,overlap
