气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,828.29,207.22,51.44,42.09,28.04,6.8469,57.2833,single
9,570.05,104.25,47.84,47.68,177.18,9.0633,56.1360,single
10,405.77,239.61,69.72,43.88,164.24,12.5221,109.7308,overlap
20,316.18,329.14,45.06,43.03,174.70,7.2455,44.9402,single
22,593.89,224.67,38.23,35.89,90.79,9.1964,26.9874,single
24,437.37,172.22,97.57,57.01,8.81,9.9974,279.2016,overlap
28,739.69,221.64,61.17,36.45,170.86,6.4528,70.1619,overlap
42,366.71,221.18,42.00,41.36,178.48,7.7886,37.5330,overlap
59,517.96,58.89,66.19,46.35,177.96,5.0326,104.4690,overlap
161,823.11,530.87,62.71,46.97,28.63,6.2759,95.0462,single
198,660.75,344.64,67.75,60.80,176.11,8.5744,143.5887,single
75,721.08,175.27,49.58,38.80,163.49,8.4505,49.0703,single
170,579.63,160.70,72.44,42.32,18.31,11.6852,114.2450,overlap
191,569.22,285.02,54.44,40.07,149.80,10.0386,61.0817,single
192,722.68,391.27,68.05,41.68,39.79,10.6968,99.2943,overlap
302,708.64,420.76,64.28,26.66,12.74,11.2531,56.6773,overlap
332,586.54,379.76,92.54,48.41,7.65,11.6973,213.3017,single
303,519.86,355.37,60.05,46.36,6.30,9.7607,85.9990,single
370,415.12,463.11,92.90,50.72,154.05,8.3443,225.1658,overlap
385,652.61,553.95,52.43,46.02,176.51,6.2900,65.0944,overlap
396,539.39,477.07,43.11,38.81,8.76,8.2099,37.0997,single
402,694.98,486.14,54.46,44.17,150.82,8.9022,67.3845,single
411,469.99,453.45,46.11,34.64,2.83,10.8098,37.8999,overlap
234,436.64,278.53,60.95,57.24,175.30,6.4573,109.4112,overlap
436,404.90,494.07,93.80,48.06,145.52,11.3242,217.5823,overlap
461,538.86,549.56,29.71,27.52,2.05,9.8835,12.5000,overlap
467,442.85,543.12,65.44,52.15,156.68,9.7076,114.8880,overlap
455,597.60,570.36,41.78,40.77,173.96,7.6163,36.6204,overlap
47,770.95,70.53,83.43,60.44,28.97,7.5214,216.4370,overlap
505,712.87,627.35,56.04,47.10,45.97,8.4540,76.0983,single
525,279.09,584.28,77.81,47.73,4.88,7.4715,148.6386,single
555,598.07,628.00,65.76,40.21,150.13,12.6225,89.4495,single
595,717.87,684.91,83.68,46.45,11.29,14.8720,167.3238,overlap
603,421.80,678.22,64.55,37.61,11.66,10.8296,80.6366,single
18,562.71,334.42,32.43,29.32,90.73,7.8258,15.8608,single
651,884.59,350.59,36.90,35.73,4.13,5.2645,25.0297,single
652,737.92,351.39,55.40,43.54,8.84,7.0963,68.7603,single
653,354.53,610.86,43.91,38.76,12.37,6.6934,38.4493,single
654,847.00,314.57,45.12,38.40,24.32,6.8421,40.2270,single
655,538.43,726.33,38.32,37.04,4.61,8.1528,27.9813,single
656,802.82,622.36,69.42,52.87,155.07,7.8891,131.0831,single
657,875.64,509.59,60.42,36.49,22.12,6.8775,68.5435,single
658,873.52,656.34,60.37,49.47,161.66,5.5527,92.7500,single
659,754.44,633.87,22.73,22.54,1.89,6.2006,5.9926,single
660,568.43,434.14,67.45,37.28,168.73,11.1701,87.2645,overlap
661,405.43,749.17,77.89,51.43,166.79,7.5153,160.5371,single
662,782.99,470.72,37.80,35.32,179.46,6.3209,25.9668,overlap
663,676.31,412.92,32.92,32.89,2.74,7.1689,18.3370,overlap
664,254.27,351.89,78.78,47.00,10.49,6.3623,150.0740,single
665,756.56,102.18,77.05,38.31,20.85,10.9633,117.0162,overlap
666,703.46,533.73,44.77,42.26,1.99,7.7123,43.5793,overlap
667,658.93,258.62,87.85,37.48,3.34,8.7727,148.8076,overlap
668,781.62,387.77,72.21,54.25,151.65,10.4050,145.5294,overlap
669,434.69,345.67,58.05,39.13,152.94,9.5099,67.8375,single
670,633.44,430.41,73.17,37.47,178.89,12.0633,103.2150,overlap
671,318.25,716.78,74.67,40.64,165.06,7.4390,116.5570,single
672,467.53,259.27,74.67,42.63,148.34,9.7701,122.2783,overlap
673,720.96,221.29,48.26,42.01,4.41,10.1155,50.3363,overlap
674,379.46,131.01,88.07,57.09,8.58,10.5996,227.8150,overlap
675,764.59,462.38,34.49,25.27,21.49,9.7847,15.4602,overlap
676,540.64,584.55,84.83,53.98,146.64,9.1598,199.8511,overlap
677,451.55,7.50,62.78,25.54,171.62,16.1384,51.7888,overlap
678,375.29,241.33,32.55,28.58,2.94,12.9344,15.5816,overlap
679,872.38,779.37,25.11,24.71,1.18,6.3213,8.0143,single
