气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,871.56,696.81,60.88,51.26,9.42,63.8572,97.7385,single
4,701.22,584.04,45.05,40.90,16.44,33.5272,42.6999,single
5,739.18,404.50,57.27,44.70,15.86,33.9619,75.4244,single
6,718.80,231.44,46.16,39.14,3.97,27.8412,42.9076,single
9,521.90,413.56,63.13,45.15,17.66,18.6657,92.5656,single
10,436.71,232.39,103.84,62.70,11.58,12.5189,347.8052,single
11,677.01,458.02,31.57,30.67,175.00,57.2981,15.7251,single
12,355.14,656.07,43.87,38.11,166.71,47.6818,37.7205,single
14,873.91,556.13,57.44,37.38,22.48,47.4986,63.4424,single
15,539.58,600.79,31.10,29.57,2.75,27.3353,14.7190,single
16,594.85,274.44,37.10,36.89,0.21,44.9631,26.1283,single
17,821.02,248.38,55.83,39.30,36.47,69.5984,63.0214,single
18,701.85,534.91,50.45,45.52,167.33,47.5513,59.6141,single
20,815.91,575.40,58.80,46.75,31.48,48.2250,83.1363,single
21,418.59,735.75,53.52,38.81,12.45,13.3406,57.1993,single
22,556.95,385.42,32.68,31.10,94.03,40.9241,17.0850,single
24,748.22,579.49,56.22,42.95,30.74,31.2743,69.8287,single
25,706.93,678.45,53.20,45.96,12.40,27.7786,66.9189,overlap
26,536.84,779.35,38.51,36.39,8.04,17.1033,27.7593,single
28,257.33,396.51,76.08,51.04,177.99,55.9323,151.9853,single
29,786.27,514.62,38.81,35.15,176.08,58.7394,27.2352,single
30,585.51,451.25,94.11,52.75,12.43,22.9143,240.3212,single
31,743.40,289.25,57.07,40.14,7.11,16.3920,67.2621,overlap
32,806.36,672.74,63.87,44.55,151.23,34.1337,93.4990,single
33,575.48,341.37,59.64,42.01,140.78,33.3895,76.8877,single
34,539.64,532.21,41.05,39.80,176.48,18.9456,34.5009,overlap
35,591.00,743.39,44.20,42.51,5.42,13.7456,42.7370,overlap
36,487.92,361.54,81.98,47.84,156.16,27.2906,165.3976,overlap
37,435.76,407.84,61.98,34.38,159.88,8.1251,67.9531,single
38,567.66,158.62,50.30,43.01,1.32,37.8220,55.9923,overlap
39,409.04,549.27,77.15,48.94,153.63,25.9282,149.8798,overlap
40,442.84,608.04,67.04,53.26,154.05,16.3898,123.1411,overlap
41,570.17,503.93,59.47,36.06,176.67,28.8320,65.6018,overlap
42,277.95,635.02,74.46,45.83,179.76,33.4851,130.7302,single
45,781.37,445.56,91.68,52.76,161.40,16.4655,228.1308,overlap
47,711.65,139.81,47.69,26.78,24.58,30.5405,31.3284,overlap
48,657.78,398.13,77.66,54.22,161.38,23.1548,168.2238,single
50,706.55,479.46,62.81,27.75,12.58,9.3989,56.3325,overlap
51,628.56,759.55,61.91,37.26,31.58,26.2803,73.4620,overlap
52,649.41,607.46,53.32,44.59,8.28,15.5783,65.2205,overlap
53,756.05,521.88,37.01,25.63,27.93,15.5688,18.0616,single
56,469.26,326.24,88.59,46.65,149.17,12.2982,188.3324,overlap
57,318.44,767.03,70.56,41.49,162.44,38.2280,106.2757,single
59,641.34,204.87,110.02,51.42,2.25,9.3349,320.1749,overlap
60,644.52,629.36,45.14,40.93,165.00,8.9748,42.9090,overlap
62,746.01,160.88,83.75,36.51,25.31,23.5744,131.7137,overlap
66,414.00,298.44,67.44,44.52,165.94,32.0148,104.1810,overlap
67,638.98,494.64,71.01,33.74,176.31,24.0291,87.5208,single
68,414.39,515.44,97.94,49.15,162.03,21.3943,242.5698,overlap
69,716.76,444.97,60.57,34.57,40.63,35.1522,65.2524,overlap
70,606.98,687.47,69.75,36.09,157.36,26.5467,90.3098,single
71,436.70,329.86,65.29,57.45,15.58,37.6317,125.9836,overlap
72,659.61,657.19,67.11,35.45,176.77,14.5766,82.1175,overlap
75,661.39,323.43,77.37,36.09,7.15,26.6428,111.1561,overlap
76,515.39,120.72,73.65,55.71,1.79,30.7696,155.4866,overlap
78,573.54,224.54,70.61,41.15,3.55,18.7659,105.5683,overlap
79,531.27,270.05,87.26,43.14,170.11,4.7176,168.9887,overlap
84,498.33,140.70,97.18,47.07,156.21,36.7646,228.7269,overlap
89,553.64,246.10,58.66,45.04,175.02,54.5987,79.7366,overlap
93,407.89,795.45,71.68,36.64,176.55,34.3693,96.8649,single
58,543.64,643.62,80.48,58.81,161.69,18.3768,195.9460,single
2,377.67,185.59,86.08,64.82,5.35,28.4970,247.0802,single
86,456.70,682.81,68.99,54.80,158.20,1.3431,134.1658,single
65,716.49,745.23,88.04,48.09,6.27,10.2185,191.7664,single
173,464.52,593.33,36.99,32.15,0.96,35.2930,22.6342,overlap
83,773.28,131.30,70.99,45.67,10.59,31.6398,118.4002,overlap
184,395.66,477.13,70.58,42.75,149.28,29.9078,109.5659,overlap
189,596.30,617.88,40.87,40.52,89.23,36.9021,34.8227,single
64,711.55,277.34,47.01,45.09,11.17,29.7733,51.2632,overlap
55,608.20,126.45,87.02,48.44,174.38,2.8711,188.7042,overlap
192,599.36,86.50,88.62,49.00,164.27,26.3192,197.9679,overlap
195,635.69,326.91,68.01,35.48,16.76,23.0575,84.4298,overlap
197,312.54,363.66,48.63,42.01,170.95,0.0000,51.1066,single
198,885.96,383.86,37.64,33.67,12.98,0.0000,24.5423,single
199,371.03,258.18,43.47,42.88,2.63,0.0000,41.6898,single
200,748.57,675.55,23.56,23.25,90.69,0.0000,6.6410,single
201,850.71,352.39,46.53,37.71,16.83,0.0000,41.9988,single
202,750.03,35.73,51.40,36.88,155.68,0.0000,50.1359,single
203,470.59,489.63,41.41,38.79,92.47,0.0000,34.2145,overlap
204,499.06,38.96,42.79,41.43,83.98,0.0000,39.0247,overlap
205,700.39,116.35,37.42,35.55,6.82,0.0000,25.6018,overlap
206,547.31,22.53,70.55,44.44,149.86,0.0000,113.8058,overlap
207,451.83,45.14,78.71,54.10,153.94,0.0000,172.4164,overlap
208,890.74,11.67,64.99,39.64,13.36,0.0000,86.1252,overlap
209,830.98,42.53,92.77,40.14,178.82,0.0000,177.7095,overlap
210,589.78,1.04,60.17,36.40,25.91,0.0000,67.8116,overlap
211,744.82,1.69,51.21,29.04,172.82,0.0000,39.1813,single
212,651.07,-0.22,54.44,24.57,174.07,0.0000,37.4712,single
213,402.01,-0.22,61.57,37.70,175.66,0.0000,73.5075,single
214,408.34,793.54,71.52,33.34,177.52,0.0000,87.7173,overlap
43,370.81,309.42,41.43,27.03,6.02,7.8981,23.8667,overlap
74,742.97,472.33,45.73,29.86,172.92,6.8460,32.1175,overlap
73,763.43,116.56,78.09,63.82,22.42,25.3566,200.2111,overlap
82,597.28,88.26,89.16,45.28,164.44,0.0000,185.1845,single
