气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,876.11,433.18,57.63,50.79,173.94,5.1883,86.7811,single
5,732.51,36.38,70.81,40.36,30.88,9.0397,104.0975,overlap
9,488.42,15.26,56.96,45.34,176.15,9.7099,75.6911,overlap
11,670.14,146.89,32.82,28.10,179.58,6.4010,15.5689,overlap
12,366.01,361.82,45.47,38.91,20.32,7.3198,41.3969,single
14,894.72,286.61,44.77,37.21,10.12,4.8807,38.3714,single
18,667.79,183.68,51.85,44.12,9.31,6.4384,61.0273,overlap
20,842.95,270.77,60.63,42.35,17.65,7.2079,80.0967,single
21,426.83,315.83,56.22,33.85,174.96,11.0427,55.0558,single
25,756.84,321.47,62.64,38.21,32.53,4.2094,77.1353,overlap
26,553.26,415.48,40.36,37.20,90.96,6.7432,31.1799,overlap
28,261.98,86.00,65.14,46.95,10.17,7.8248,102.4699,single
32,788.92,294.50,79.33,48.02,175.70,8.5040,155.4524,overlap
34,519.76,159.49,45.33,39.52,152.12,9.9334,41.7808,overlap
39,368.47,164.89,87.12,55.61,114.27,6.7225,217.1391,overlap
41,543.68,29.57,76.06,44.52,177.33,8.1293,132.4739,overlap
42,293.57,306.41,70.23,60.13,9.67,7.2043,152.5866,single
45,777.74,66.35,94.85,53.36,24.56,10.1462,246.9437,overlap
48,668.95,14.94,67.58,33.33,3.56,11.9480,78.3158,overlap
51,631.55,295.55,53.14,36.51,164.26,11.0535,53.0484,overlap
53,771.43,117.42,30.19,29.83,89.47,8.1979,13.9873,single
57,312.75,438.55,92.01,56.01,10.15,5.8958,243.9103,single
60,654.21,184.52,53.65,33.73,14.91,10.7543,49.9485,overlap
67,619.05,17.68,73.04,35.43,176.37,21.5892,97.2473,overlap
69,694.68,81.27,62.80,47.93,127.37,7.6323,97.2274,overlap
70,561.62,235.10,63.78,40.82,16.77,11.9196,85.4372,overlap
71,419.12,-0.05,45.99,20.32,179.75,4.8004,22.1190,overlap
72,677.27,236.51,70.34,33.62,21.06,12.4821,85.5741,overlap
93,390.42,443.84,72.03,43.56,156.91,6.8976,116.2773,overlap
58,520.92,197.63,90.86,53.08,152.97,8.9495,225.4351,overlap
197,308.23,120.97,54.57,43.80,30.85,5.8001,67.0908,single
198,861.82,155.44,37.87,35.48,170.36,5.2477,26.1752,single
199,349.91,1.91,40.22,30.82,0.08,1.3526,25.6480,single
201,839.12,82.51,46.94,41.12,16.73,6.6914,46.6195,overlap
203,463.94,150.31,82.18,54.04,37.27,8.2200,187.7676,overlap
221,311.76,559.68,47.69,42.42,5.99,6.1106,49.6361,overlap
237,877.55,593.85,23.75,23.68,90.69,5.0420,6.8750,single
124,514.03,439.31,53.33,45.07,10.54,9.1638,65.9592,single
126,694.35,436.26,87.63,46.61,3.70,11.8438,184.1607,overlap
249,651.09,444.89,74.05,53.00,18.84,9.8243,149.4940,overlap
275,422.89,458.50,101.43,54.53,165.43,8.1507,288.6197,overlap
65,753.63,344.40,80.11,46.77,27.00,10.6357,154.4158,overlap
283,719.85,375.88,60.62,55.84,10.07,7.7647,105.5676,overlap
274,595.12,413.82,83.82,47.24,12.43,9.9477,170.7500,overlap
7,588.22,296.67,43.18,41.17,8.45,7.6819,39.4911,overlap
291,448.35,218.50,37.13,34.87,179.56,9.1249,24.7261,single
35,587.99,364.93,45.64,43.02,178.10,8.2421,46.0921,single
281,533.54,254.53,64.09,51.93,154.90,14.1837,109.7215,overlap
40,420.25,180.41,74.05,50.59,163.53,10.2056,142.7208,overlap
334,348.93,536.36,69.08,45.52,166.46,8.5725,111.7428,overlap
300,774.23,489.35,104.12,45.08,17.74,10.9928,251.4298,overlap
317,271.38,550.52,66.64,33.61,6.39,8.0659,76.7937,overlap
353,754.22,529.38,75.04,63.24,170.06,11.3127,183.2126,overlap
364,279.85,624.99,29.34,27.93,177.56,5.4343,12.3716,single
360,648.72,518.59,66.75,61.16,5.63,12.1800,140.2033,overlap
241,613.58,438.06,61.87,32.00,29.52,11.1476,63.0214,overlap
359,493.25,532.72,120.86,74.76,166.95,10.6164,561.7962,overlap
400,720.72,644.27,38.85,37.35,176.76,5.7875,28.9986,single
402,436.72,607.69,62.63,46.51,17.99,9.7374,93.8513,overlap
54,369.29,117.26,60.83,35.74,150.10,8.1233,68.0286,overlap
436,511.05,608.15,99.51,61.42,154.90,10.4776,312.8745,overlap
4,684.11,258.67,44.06,37.94,20.03,9.4527,37.8962,overlap
52,642.97,237.80,45.34,45.21,91.58,9.8067,47.8096,overlap
466,450.46,696.69,70.59,62.98,137.66,8.9183,161.4407,overlap
409,507.67,582.39,69.54,58.28,144.83,13.4954,145.0140,overlap
86,469.38,254.23,88.18,36.58,4.16,11.6874,146.3204,overlap
467,534.74,662.87,67.07,38.95,156.83,12.4678,90.1404,single
479,310.78,723.68,76.79,48.70,154.50,8.6604,147.7249,single
395,565.87,66.88,31.84,31.06,92.28,8.5420,16.1995,single
488,605.63,711.24,102.25,40.80,0.09,9.2425,219.4777,overlap
489,481.63,725.34,57.94,39.69,165.64,9.2782,68.5654,overlap
421,727.50,593.74,53.72,45.95,162.23,7.4345,68.2034,single
426,589.33,617.53,58.86,53.95,179.40,11.6145,96.1590,single
499,634.20,736.50,87.72,39.52,177.70,11.9966,156.4243,overlap
501,763.05,756.23,73.17,45.32,33.83,8.6242,124.8445,overlap
24,761.70,219.73,72.70,36.92,24.68,12.6658,100.3930,overlap
506,728.05,761.38,63.48,45.72,32.16,6.7982,94.7941,overlap
515,406.48,762.77,43.19,26.04,165.99,10.1423,24.9823,single
29,773.95,237.34,41.32,28.83,0.68,9.2912,25.3313,overlap
523,769.75,557.57,40.77,37.88,2.83,7.3480,32.3984,overlap
530,239.27,795.90,42.86,35.92,174.64,3.5971,33.9399,overlap
533,239.16,795.26,43.02,34.64,176.05,3.3859,32.9901,single
535,704.49,797.08,53.14,34.85,159.46,4.3764,50.6227,overlap
505,546.41,212.98,32.77,31.99,8.61,17.6167,17.6739,overlap
538,707.67,85.65,57.05,35.30,122.69,0.0000,59.1108,overlap
