气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,875.93,510.57,58.39,54.44,167.93,6.9985,95.4865,single
5,730.15,142.63,67.73,40.07,19.97,8.3348,94.5554,overlap
9,504.55,128.41,65.27,44.99,166.15,8.1247,98.6087,single
11,670.72,245.17,33.14,30.07,2.46,7.2434,16.9951,single
12,358.42,448.43,48.94,38.45,28.30,6.7060,47.3742,single
14,887.46,352.67,44.89,42.69,91.62,5.8096,44.2631,single
16,594.42,39.93,42.25,38.33,175.65,7.3457,35.2074,single
17,851.79,54.50,48.08,43.69,14.52,5.9087,51.9557,single
18,669.08,288.43,52.64,42.19,4.61,7.7578,60.1470,overlap
20,837.04,361.06,60.71,43.71,29.40,7.6101,82.8942,single
21,428.67,446.53,56.34,36.12,172.83,10.7055,58.9812,single
25,743.02,431.97,59.50,44.02,33.15,6.2845,80.1798,overlap
26,546.52,513.86,37.08,36.35,2.56,9.3934,25.7198,overlap
28,255.16,173.49,68.74,54.58,143.39,9.6675,132.6810,single
29,779.71,314.49,40.95,38.91,2.14,5.8133,33.5751,overlap
30,587.67,105.56,69.73,48.29,4.92,11.6582,120.7858,single
32,793.15,401.83,61.07,46.98,4.74,8.7413,90.1252,single
33,538.08,54.67,65.09,32.68,152.97,9.9200,71.2352,single
34,527.41,263.93,42.85,40.17,174.89,7.9048,37.9493,single
36,441.89,38.67,66.97,40.82,156.84,10.7490,94.2063,overlap
37,417.76,91.76,69.94,48.80,141.84,13.8617,122.7973,overlap
39,383.30,280.40,95.91,57.35,134.32,7.7939,271.4338,overlap
41,551.28,164.18,73.15,38.40,174.17,9.2283,105.7134,overlap
42,292.14,394.35,68.79,55.26,179.30,9.1841,134.5252,single
45,775.38,178.83,85.08,69.95,19.52,7.2177,260.4841,overlap
48,659.50,128.09,77.64,39.54,5.60,8.6239,122.6126,overlap
51,645.57,428.88,45.62,35.82,3.55,12.5237,38.3567,single
53,788.31,210.40,39.89,26.34,128.49,3.4317,21.5582,overlap
56,440.09,17.53,83.49,42.48,170.10,8.1931,152.3486,overlap
57,313.83,527.18,75.05,54.93,5.02,8.6042,159.1523,single
60,644.02,317.45,55.98,36.62,18.91,9.5733,59.0337,overlap
66,365.33,18.12,68.69,40.43,149.12,7.3306,98.1385,overlap
67,619.25,156.64,77.93,29.77,174.90,12.4849,93.0316,overlap
69,712.89,188.11,56.25,49.18,24.60,9.4494,80.0593,overlap
70,568.22,366.71,64.86,39.78,5.94,13.7105,86.0743,overlap
71,440.11,82.68,53.80,51.65,1.89,8.6965,76.9150,overlap
72,663.73,361.86,65.37,37.88,17.55,9.9540,83.2637,overlap
93,398.29,545.47,70.68,47.82,153.96,9.8463,122.9062,overlap
58,525.17,332.79,85.62,48.63,163.43,9.9944,183.3826,overlap
197,307.89,196.58,47.09,43.59,166.28,6.5238,49.7257,single
198,874.12,221.75,39.21,35.04,161.72,5.8067,27.7158,single
199,352.97,71.43,43.10,40.53,179.61,6.3155,38.7434,single
201,841.48,160.63,49.82,42.66,13.03,6.2545,54.4676,single
203,447.07,260.70,75.80,75.08,173.28,5.0583,221.9173,overlap
221,304.72,634.06,51.17,42.04,7.98,6.3589,56.6265,overlap
237,874.96,656.43,23.16,22.57,2.10,5.8337,6.2302,single
124,515.90,557.20,58.36,45.27,160.61,9.1744,79.3171,single
126,690.00,559.27,88.32,43.38,1.43,8.1605,174.0931,overlap
249,646.61,563.98,69.01,53.95,6.18,9.9853,132.1735,overlap
275,426.49,580.32,89.80,60.09,170.85,12.4193,249.2888,overlap
65,740.69,458.65,89.15,48.76,20.66,11.6375,199.3572,overlap
283,713.93,484.30,66.95,50.10,17.28,9.5724,115.5067,overlap
274,582.90,542.27,92.51,49.44,15.27,17.6852,217.6658,overlap
7,592.73,393.76,41.90,39.50,177.98,7.6305,35.6717,overlap
291,449.63,325.62,37.25,28.46,176.89,10.3227,20.3228,overlap
35,590.71,473.53,44.86,44.01,1.77,8.1644,45.5606,single
75,660.35,6.82,64.88,35.48,7.27,15.4852,76.8283,overlap
281,536.82,370.33,52.98,49.55,0.28,12.4488,71.5384,overlap
89,539.67,5.01,55.81,51.20,175.34,5.4772,82.0334,single
40,423.87,301.65,69.77,49.63,154.15,12.3112,124.2873,overlap
334,356.66,648.98,71.33,51.09,158.54,8.4245,133.7336,overlap
300,771.56,607.15,105.56,46.31,12.53,6.7801,265.5009,overlap
317,269.05,651.76,55.79,39.18,8.15,7.8572,62.7519,overlap
353,759.06,650.02,80.68,63.64,162.12,10.0445,213.1151,overlap
309,757.38,20.93,50.03,45.26,22.15,8.1837,58.2713,single
331,663.13,636.76,52.79,50.35,0.58,9.4423,72.1741,overlap
364,292.62,695.07,30.23,28.28,88.71,4.6385,13.2906,single
366,348.15,6.08,52.56,36.08,134.92,3.2253,51.2695,overlap
360,638.82,642.46,76.84,51.54,6.24,10.1039,156.5385,overlap
345,657.69,30.62,78.16,44.05,11.34,11.0511,138.4398,overlap
241,597.11,562.33,54.95,39.58,14.59,14.3815,61.4918,overlap
359,503.00,662.59,130.18,82.77,4.91,9.0998,721.6023,overlap
400,726.88,727.64,37.54,36.90,83.25,6.1589,26.7453,single
402,432.07,721.49,64.51,47.04,21.45,9.8251,100.6967,single
24,760.20,323.32,67.94,36.65,24.02,8.6315,87.0307,overlap
421,739.70,684.66,49.41,44.51,156.50,10.6607,55.8987,overlap
54,378.75,218.22,59.84,37.97,151.45,7.8700,69.9471,single
426,591.75,737.71,60.66,49.88,170.18,8.5042,94.4178,overlap
436,528.26,734.97,92.98,49.51,171.84,4.2993,220.2025,overlap
4,697.81,352.71,45.66,41.46,3.91,8.4433,44.4562,overlap
52,652.90,342.78,44.84,42.26,174.22,9.7004,43.7193,overlap
466,470.52,798.08,55.47,32.86,170.84,4.5995,52.0099,overlap
409,519.89,711.59,87.45,70.31,157.11,8.4706,276.5924,overlap
86,468.05,383.35,94.65,39.26,8.42,10.0471,180.9374,overlap
