气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,874.26,647.60,61.20,50.46,155.38,5.7735,97.2339,single
4,704.06,520.41,45.69,42.60,0.56,7.4670,45.7466,overlap
5,736.44,337.22,56.45,42.79,6.20,9.0932,70.1430,overlap
6,721.78,160.90,52.71,38.41,155.85,8.7464,54.8951,single
9,518.98,339.95,61.11,47.43,10.90,9.2069,91.1301,single
10,438.37,154.88,99.01,53.81,10.38,9.9505,271.3517,overlap
11,678.03,401.67,35.86,32.84,2.83,7.9492,21.7218,overlap
12,354.67,598.78,45.46,38.73,13.69,7.3093,41.1686,single
14,877.93,497.94,58.85,36.76,23.45,7.4186,65.4929,single
15,538.89,535.79,32.62,30.16,175.61,7.9928,16.5070,overlap
16,594.18,211.36,38.89,37.69,94.12,8.3252,29.3244,single
17,830.46,196.34,54.19,42.46,29.04,6.8636,64.1526,single
18,693.96,472.57,55.21,45.00,151.07,6.9469,70.5757,single
20,825.77,518.41,64.16,45.44,31.61,7.4044,96.2310,single
21,423.53,663.79,66.43,36.18,10.74,10.3203,82.1492,single
22,565.11,321.19,32.31,30.04,88.01,7.4916,16.1330,single
24,753.34,515.25,61.56,46.44,17.15,8.7873,90.5288,overlap
25,715.93,613.33,58.57,46.50,41.74,8.1462,82.0658,single
26,539.27,711.46,38.39,38.08,5.42,9.5895,28.8663,single
28,254.80,339.76,79.17,47.10,12.63,7.3297,151.8757,single
29,782.53,459.53,39.10,35.15,5.40,7.8979,27.6479,overlap
30,587.87,360.97,92.04,47.96,4.58,13.2920,209.0505,single
31,740.53,207.21,65.74,42.32,170.31,9.0214,94.0994,overlap
32,802.66,607.73,73.64,55.27,156.51,9.4325,154.1645,single
33,567.50,269.46,54.85,38.77,152.56,11.2712,60.0194,single
34,539.60,461.96,45.75,39.78,8.98,9.6131,42.8335,single
35,592.44,673.68,44.43,43.18,2.54,7.2381,43.8522,single
36,480.73,272.09,80.27,45.65,147.72,11.0907,151.3254,overlap
37,434.57,329.64,59.28,41.37,150.78,9.1874,74.7831,single
