气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,875.52,517.84,58.02,53.43,170.61,6.8767,92.5428,single
5,730.33,155.18,67.49,43.41,19.80,9.5680,101.7430,overlap
9,504.96,140.08,63.84,43.37,169.90,9.1685,90.9540,single
11,671.16,254.57,32.08,30.33,179.77,7.4744,16.0627,single
12,357.53,456.68,49.85,38.58,28.95,6.4849,49.3165,single
14,886.83,359.71,43.87,43.66,93.72,5.9892,43.2215,single
16,594.12,49.62,42.71,38.13,1.73,8.7340,35.7885,single
17,850.95,62.07,45.92,43.77,5.14,7.1644,47.4849,single
18,669.66,299.60,52.91,43.08,5.93,8.0973,62.0399,single
20,836.38,370.08,63.41,42.88,28.96,6.2535,88.7014,single
21,428.78,458.31,55.01,36.05,170.91,7.9425,56.1227,single
25,740.34,442.25,59.95,43.27,31.54,9.3822,79.9931,overlap
26,545.68,524.28,38.29,36.60,177.51,7.9066,27.6095,overlap
28,254.59,184.51,67.85,54.40,143.92,6.8902,128.8577,single
29,779.72,320.95,41.03,39.43,177.19,5.3540,34.1525,overlap
30,589.67,119.11,69.37,46.33,0.67,12.2375,114.6945,single
31,730.42,-0.43,49.04,30.20,169.23,5.5571,37.3698,single
32,793.82,413.32,60.43,45.76,7.56,8.9433,85.9605,single
33,539.49,66.51,67.17,33.32,151.97,9.4583,77.3384,single
34,527.78,274.80,43.92,40.12,171.24,9.4222,39.8245,single
36,445.34,48.69,70.07,41.24,154.40,16.2441,104.1911,overlap
37,418.59,103.28,71.55,47.45,138.12,8.2337,124.9882,overlap
39,386.26,291.26,97.19,56.84,132.16,10.3445,276.2101,overlap
41,551.29,179.50,72.34,36.96,176.57,12.3609,99.5292,overlap
42,290.71,404.09,69.04,54.26,1.78,7.8159,133.0418,single
45,776.23,188.71,84.39,67.56,20.27,7.1820,247.5278,overlap
48,660.32,138.80,79.13,39.91,8.14,8.2393,128.5757,single
51,646.09,443.58,48.81,33.64,3.21,12.2236,41.2221,single
53,785.02,221.42,35.82,29.81,165.98,6.6884,19.6836,overlap
56,439.18,29.03,85.13,40.41,171.22,12.0244,150.6592,overlap
57,313.39,537.51,74.28,57.59,3.57,8.6802,163.4563,single
60,643.81,331.93,57.54,35.85,19.55,11.4016,61.0632,overlap
66,366.72,28.67,70.60,41.76,143.09,6.7897,107.0989,overlap
67,618.17,170.53,78.68,30.82,175.17,14.1840,98.1538,overlap
