气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,874.60,594.50,56.84,52.36,170.22,5.6832,87.0461,single
4,704.91,455.62,44.62,40.48,168.01,6.3796,41.4604,single
5,732.87,266.82,59.56,37.04,9.98,8.5727,67.6051,overlap
6,723.62,88.50,49.47,39.92,163.87,8.5663,50.2538,single
9,514.52,259.68,58.98,44.92,175.88,8.2927,80.3807,single
10,435.15,71.81,103.98,42.87,2.87,8.5271,238.4664,overlap
11,674.27,344.33,32.21,32.00,176.62,6.7623,17.0770,single
12,353.88,541.69,47.13,40.88,16.44,7.5915,46.7249,single
14,880.87,439.84,46.53,43.88,4.41,7.3543,48.8842,single
16,590.87,147.73,40.71,36.94,20.50,7.4322,31.4938,single
17,839.07,141.31,56.00,41.01,38.90,6.9378,66.1657,single
18,682.22,405.74,52.28,47.20,164.59,8.5292,66.3853,single
20,832.94,459.25,68.35,43.38,28.77,5.9373,104.2523,single
21,424.86,586.77,54.42,40.47,178.61,9.9373,61.6609,single
24,757.10,443.91,69.31,48.97,23.19,8.5076,121.0087,single
25,722.93,545.82,61.82,45.09,52.00,8.1148,88.6340,overlap
26,541.36,637.11,38.69,38.19,3.30,9.3342,29.4124,single
28,250.89,278.08,72.97,51.32,24.45,6.6452,140.5626,single
29,779.94,400.44,42.50,37.63,5.04,7.4999,34.9689,single
30,589.79,263.68,83.25,48.41,176.38,10.8087,172.6173,overlap
31,736.91,125.46,62.07,38.05,167.23,11.2600,75.4205,overlap
32,799.35,525.38,75.47,50.91,173.84,9.2803,149.1746,single
33,555.21,189.14,58.75,35.81,149.03,11.3848,63.5883,single
34,534.46,386.41,44.35,41.14,2.82,8.3003,41.6208,single
36,466.57,183.01,72.16,41.00,152.66,10.8082,109.8229,overlap
37,420.58,239.29,77.56,40.40,152.82,10.3074,125.0553,overlap
38,575.53,20.69,51.50,48.41,7.20,8.6757,66.0628,overlap
39,393.13,408.81,104.74,49.42,142.77,9.1353,278.9049,overlap
41,559.54,321.25,77.88,37.75,173.14,9.6981,117.7934,overlap
42,285.93,504.56,75.49,48.97,19.33,6.8984,143.5774,single
45,774.50,298.17,88.11,63.66,154.62,7.9441,254.2455,overlap
48,660.48,253.15,81.71,52.89,17.82,8.7789,181.6393,overlap
50,714.49,323.93,63.59,30.24,20.73,11.0062,62.9145,overlap
51,645.02,587.94,74.42,33.31,4.48,11.7098,94.8940,single
52,657.69,464.84,51.16,39.43,7.19,14.4163,53.0951,overlap
53,776.64,357.48,34.67,27.46,22.42,9.7829,16.9813,single
56,453.70,154.92,77.39,45.24,151.08,9.8346,139.4140,overlap
57,313.04,642.28,71.87,46.38,170.94,7.7908,123.2299,single
60,640.99,465.46,49.25,38.45,9.93,13.4649,47.9720,overlap
66,389.62,148.06,78.97,40.06,151.72,18.7998,128.5417,overlap
67,628.90,320.50,75.13,34.87,177.40,11.5288,101.2651,overlap
69,726.61,301.10,56.25,53.21,97.68,4.8096,86.6118,overlap
70,584.11,517.17,62.83,41.17,171.56,15.2034,83.6146,overlap
71,436.86,199.07,62.04,59.22,120.26,9.6813,117.2813,overlap
72,656.30,500.91,70.24,38.69,11.38,8.7033,98.2067,overlap
78,587.58,64.58,70.87,47.12,22.57,11.2559,121.7608,overlap
79,531.85,99.53,63.46,49.02,160.35,10.5645,101.5778,overlap
84,480.80,2.39,86.01,28.59,174.50,14.8232,108.8138,single
93,400.56,663.70,73.74,48.49,160.60,8.9082,135.6201,single
58,531.05,478.01,93.62,48.25,156.47,11.7022,217.5702,overlap
2,381.47,35.48,88.98,56.66,5.14,8.9341,230.7629,overlap
197,317.64,276.86,56.39,39.55,143.17,5.2948,64.6866,single
198,883.05,296.78,39.72,35.75,5.50,5.2051,29.0169,single
199,359.28,162.56,43.12,39.63,0.42,7.7624,37.9060,overlap
200,756.20,565.07,25.19,23.39,3.72,7.7679,7.6375,overlap
201,844.95,249.47,49.36,39.83,26.47,6.4606,49.9227,single
203,434.41,375.15,82.06,70.71,168.17,9.8629,244.9354,overlap
205,716.21,7.51,37.06,35.49,10.21,5.7873,25.0840,overlap
221,309.92,718.47,46.95,45.66,91.15,6.3033,51.7909,single
