气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,878.70,378.28,56.72,51.84,170.96,6.7540,85.8009,single
12,371.77,293.31,42.91,38.20,6.25,7.7492,36.1774,single
14,894.10,232.77,44.71,35.44,15.65,6.5479,36.4437,single
18,667.86,108.86,54.38,38.42,17.77,9.5292,58.4595,overlap
20,844.58,208.44,61.79,51.15,21.43,7.5899,100.4522,overlap
21,421.97,223.42,53.07,33.90,158.35,10.0366,49.1222,single
25,769.85,236.07,58.74,36.09,27.73,10.1866,64.0659,overlap
26,558.42,349.47,39.30,37.29,176.38,7.3265,29.6330,overlap
28,262.29,21.90,55.33,49.99,7.86,7.0836,78.7346,single
32,789.60,214.03,85.73,42.72,176.33,11.5196,161.5027,overlap
39,353.28,85.55,76.51,51.76,138.36,7.6811,155.8981,overlap
42,297.06,235.51,76.58,51.79,24.18,9.4450,156.2631,single
45,788.17,3.07,77.42,34.63,10.82,5.8937,106.7910,overlap
51,616.52,196.17,61.20,34.07,160.89,9.2814,65.6442,overlap
53,753.33,41.66,34.18,30.90,91.23,7.5625,18.5669,single
57,317.27,374.48,92.05,53.66,25.44,7.8249,233.9139,single
60,663.96,84.44,56.27,29.97,19.48,8.8954,48.8159,overlap
69,681.94,2.31,49.87,35.39,2.39,4.7843,45.2838,overlap
70,562.32,136.74,64.50,43.35,24.95,9.4982,92.7830,overlap
72,688.27,145.87,67.42,29.98,18.89,11.6402,70.1157,single
58,517.48,101.31,78.93,61.05,156.23,11.1428,195.6456,overlap
197,320.11,68.64,43.73,43.19,7.18,7.1594,42.4994,overlap
198,855.25,103.94,37.35,33.72,175.75,5.6409,24.2082,single
201,836.15,22.87,46.43,38.93,176.14,5.3411,43.1673,overlap
203,469.99,74.55,79.11,55.78,29.66,7.2560,179.5845,overlap
221,315.56,500.40,48.62,41.07,16.05,6.5606,49.9556,overlap
237,876.46,547.05,23.33,23.18,89.37,4.2206,6.4904,single
126,698.34,343.36,79.88,39.25,5.50,9.8935,128.8441,overlap
249,658.97,356.89,73.40,51.83,20.55,9.9125,143.6430,overlap
65,765.41,264.01,86.78,44.70,32.70,9.7302,173.1599,overlap
283,726.56,294.73,66.97,50.29,11.03,8.7148,116.0274,single
274,595.29,315.70,73.49,47.25,11.75,10.0038,131.2714,overlap
7,587.68,224.53,44.12,39.92,15.71,7.3014,39.9812,overlap
291,442.69,142.87,35.02,32.47,3.10,7.9419,20.4824,overlap
35,585.85,287.06,47.13,44.13,177.69,9.2544,50.4304,overlap
281,528.14,170.93,56.25,49.67,174.03,11.1764,80.8583,overlap
40,417.13,89.82,61.94,50.26,175.10,9.5037,99.1934,overlap
334,345.02,457.13,73.56,35.19,162.00,11.2758,97.9701,single
300,776.92,406.67,98.24,50.08,25.86,8.4807,248.6713,overlap
317,278.98,477.79,72.38,32.57,9.57,7.3713,87.7764,overlap
353,751.16,443.99,77.32,54.42,169.72,9.1774,167.3772,overlap
364,272.97,575.31,29.24,29.08,90.39,6.1419,12.7936,single
360,648.25,430.79,77.30,56.21,18.45,10.0706,172.8208,single
241,621.77,347.43,60.24,34.70,24.69,15.2736,64.7867,overlap
359,490.84,437.18,119.10,70.22,157.68,10.5694,512.3669,overlap
400,720.96,583.07,37.28,37.11,86.65,6.2468,26.5282,single
402,437.85,524.96,62.80,48.55,17.27,10.0152,98.5192,overlap
54,362.71,42.34,65.81,38.80,157.59,9.0642,86.4499,overlap
436,500.25,503.21,100.84,54.20,144.89,12.0322,283.5456,overlap
4,674.65,181.63,43.48,40.88,0.62,7.5927,39.7568,single
466,433.80,606.45,77.64,52.46,139.99,14.0516,162.6598,overlap
86,469.44,156.61,89.65,38.96,179.26,9.2356,161.0854,overlap
467,520.83,559.08,71.51,43.39,140.75,12.1877,114.1490,single
479,297.64,645.28,79.69,50.55,144.79,11.4265,165.1461,single
395,563.44,-0.28,30.15,23.42,1.90,0.6714,10.9537,single
488,600.80,615.65,93.78,40.88,6.86,14.1107,184.9474,overlap
489,473.64,636.53,61.21,43.37,9.94,8.5366,83.6008,overlap
421,723.52,524.89,46.55,46.55,90.59,8.2762,51.8812,single
426,588.59,527.58,59.46,52.59,3.15,10.2943,95.6584,single
499,633.18,645.10,90.14,36.63,179.19,9.8395,153.1328,overlap
501,777.72,668.64,77.29,46.48,30.87,9.1811,142.8237,overlap
24,764.94,136.22,81.95,36.07,21.88,7.4235,124.6238,overlap
506,725.01,678.71,65.37,45.08,43.50,6.0749,99.1038,overlap
515,393.17,670.78,43.85,24.46,154.42,8.2644,24.1978,single
29,771.03,158.64,39.67,30.86,11.90,7.0222,24.9755,overlap
