气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,883.85,313.39,38.97,36.09,5.89,5.4300,28.1996,single
14,836.56,162.11,54.90,43.29,35.49,6.8614,67.1081,single
21,366.33,179.35,55.28,44.93,172.24,9.4548,70.6309,overlap
25,736.82,155.72,65.07,39.34,167.99,12.2828,85.6766,overlap
26,514.78,289.17,59.39,46.06,1.93,11.2104,83.5955,single
32,722.42,115.89,50.12,39.89,160.59,9.3701,51.5373,single
51,585.40,95.43,74.10,47.44,26.08,8.4309,134.0298,overlap
57,251.10,301.58,76.90,49.03,17.89,9.1595,149.1625,single
60,616.63,-0.29,75.81,31.34,2.18,7.4271,92.6620,single
58,481.60,22.43,92.60,50.14,161.37,9.8805,221.1834,overlap
198,790.90,17.11,64.36,43.83,34.13,10.2291,93.3899,overlap
237,878.73,462.01,52.80,42.09,18.96,6.4904,60.3639,single
249,659.70,279.60,78.35,55.38,23.94,14.0592,174.8811,single
35,560.06,219.94,54.64,40.21,160.77,9.3429,61.7527,single
281,434.08,103.24,100.32,44.14,3.70,9.3644,228.5568,overlap
300,777.25,327.10,85.21,59.20,151.33,8.7073,221.1607,overlap
353,714.05,354.22,69.86,30.72,14.17,9.4240,77.1285,overlap
360,630.41,355.43,75.02,35.84,177.83,9.7865,103.7905,overlap
359,428.50,399.01,88.06,59.19,171.24,4.4937,236.1309,overlap
86,380.54,65.20,91.33,60.21,13.53,11.3564,258.3702,overlap
489,457.71,554.05,79.01,53.82,0.16,12.7017,172.8543,single
421,704.12,479.50,48.77,40.88,161.35,7.5289,50.0236,overlap
499,588.30,551.40,62.15,40.28,158.64,15.8862,80.0488,overlap
501,799.23,555.52,74.69,55.22,175.79,9.4634,158.4914,single
24,767.13,33.00,75.72,33.37,24.11,14.5348,98.4462,overlap
506,718.99,615.77,89.70,47.54,15.55,9.4304,196.7675,overlap
515,424.14,616.86,62.63,39.12,5.67,9.2060,78.9433,single
523,779.93,422.45,40.46,36.52,9.66,7.3216,30.7495,single
540,711.07,641.53,54.86,45.58,3.24,8.9285,70.5704,overlap
521,312.60,668.52,71.83,40.90,173.73,7.3685,108.5644,single
52,573.78,46.14,51.29,49.42,0.07,9.3908,66.8880,overlap
563,539.96,664.97,39.71,38.44,8.16,8.1489,31.1866,single
585,518.18,719.92,53.67,45.64,179.88,10.6866,67.6406,overlap
580,574.44,720.96,71.70,53.14,12.68,5.9717,140.5464,overlap
275,427.29,275.51,72.45,41.50,154.09,10.5374,112.0797,single
629,691.87,723.20,82.38,46.74,2.65,9.3469,163.1863,overlap
72,650.76,72.39,114.27,45.54,7.27,11.5495,305.9377,overlap
636,686.31,430.70,54.14,45.69,155.84,8.4966,68.9141,single
637,310.78,738.17,49.14,46.78,170.56,7.4913,58.1134,single
638,873.80,615.15,58.32,52.80,155.53,7.8756,92.3858,single
639,283.59,529.22,75.88,48.87,15.00,7.4636,144.7646,single
640,316.94,293.06,54.58,40.50,138.59,5.1662,62.0644,single
641,759.05,586.30,24.06,23.33,178.52,6.9792,6.9466,single
642,353.84,563.04,47.63,39.84,14.77,6.6520,46.4992,single
643,845.35,269.59,50.52,39.35,26.22,6.2717,51.6575,single
645,399.77,691.13,73.95,49.18,167.31,8.1465,138.3637,single
646,591.39,170.92,39.80,38.07,7.40,6.9918,31.0299,single
647,830.65,480.53,66.27,42.86,30.11,8.6216,96.8211,single
648,720.18,570.62,61.25,45.59,48.82,9.3877,87.9776,overlap
649,642.21,621.25,69.09,35.79,3.46,14.2335,87.9023,overlap
651,753.66,471.55,67.02,48.04,22.43,7.9045,110.9933,overlap
652,651.31,730.52,69.31,55.59,167.78,8.9260,137.3663,overlap
653,394.58,177.72,75.47,39.74,155.41,10.6465,116.4511,overlap
654,657.43,531.50,70.28,38.14,10.55,7.3441,96.9087,overlap
655,733.70,292.64,58.17,39.32,5.56,9.7505,68.4643,overlap
656,396.55,435.35,105.82,52.29,142.30,7.7335,301.2190,overlap
657,472.07,216.94,71.48,44.38,150.16,11.7497,116.6552,overlap
658,520.10,8.93,66.77,57.46,161.23,2.1906,131.8025,overlap
659,456.50,186.73,76.79,43.79,150.98,10.7031,132.8304,overlap
660,435.16,224.13,65.57,55.21,127.45,15.0340,122.1046,overlap
662,569.04,282.09,34.34,31.21,179.14,6.7160,18.9376,overlap
663,562.03,356.08,74.14,39.74,173.00,15.2179,112.3998,single
664,674.77,365.96,32.94,31.35,3.11,7.8475,17.5060,overlap
665,772.52,390.69,35.02,26.18,16.69,9.6475,16.5198,single
666,639.85,498.12,50.81,39.18,10.57,9.4340,52.0287,overlap
667,655.85,491.77,52.50,43.44,9.06,9.0202,61.5937,overlap
668,728.35,328.59,58.56,57.56,96.84,6.8525,101.5262,overlap
669,530.42,136.09,65.89,54.38,167.45,13.1576,121.4703,overlap
670,533.29,511.91,88.97,49.32,151.18,11.0645,200.8698,overlap
671,717.48,26.46,43.59,40.94,3.39,7.6948,40.0236,overlap
674,436.37,755.01,96.52,70.12,155.75,8.5676,336.0788,single
677,595.04,299.73,85.93,50.00,2.35,11.9821,189.9538,overlap
409,535.98,414.32,46.18,41.97,179.02,9.8701,46.0492,single
555,872.59,744.41,23.54,23.39,4.43,4.4572,6.6716,single
673,596.69,517.48,41.44,40.95,0.63,7.6148,36.1844,overlap
691,458.15,487.70,32.03,31.75,1.84,9.6192,16.7637,overlap
283,658.90,187.40,74.53,44.81,176.84,14.1438,128.0739,overlap
644,591.35,626.27,44.85,43.43,1.29,8.8106,44.9461,overlap
488,541.06,531.10,57.10,46.62,165.64,12.1130,78.1971,overlap
7,548.73,142.01,58.14,56.68,0.05,13.5378,98.5731,overlap
402,437.55,468.83,61.48,52.62,8.95,10.1659,102.3245,overlap
678,733.87,29.98,60.41,39.47,19.31,9.5531,74.1031,overlap
719,668.39,795.07,66.70,45.45,20.74,4.5786,104.0135,overlap
722,344.36,795.71,87.83,46.00,166.45,5.0160,182.5643,single
727,779.62,762.82,110.44,53.68,18.09,13.2967,336.8305,overlap
732,563.30,355.52,76.13,40.10,172.32,11.6043,119.5668,overlap
635,777.34,763.41,108.25,52.92,16.83,14.7795,318.9960,single
680,393.09,367.09,78.70,35.32,146.51,10.2077,112.5667,single
704,276.02,780.63,61.13,46.58,165.05,7.1219,89.5680,single
714,586.53,730.18,61.99,39.23,5.26,9.7510,77.5515,overlap
739,668.50,793.64,62.83,45.51,19.10,4.5132,92.4189,single
743,768.70,799.88,59.72,33.93,169.98,0.7561,62.2411,overlap
694,734.50,168.83,49.11,41.24,10.28,10.4024,51.1620,overlap
733,642.55,189.45,69.22,32.69,8.88,11.9463,80.5845,overlap
