气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,878.55,391.88,58.68,49.91,160.20,7.4303,88.3951,single
12,370.77,310.35,43.44,38.49,5.96,7.3207,37.3690,single
14,894.77,246.66,42.62,37.73,18.88,5.9844,35.2653,single
18,668.88,127.64,54.00,39.70,9.82,6.8972,59.5480,overlap
20,844.27,224.45,61.15,49.28,25.11,6.7922,94.8013,overlap
21,422.68,246.39,52.66,32.65,165.32,10.4855,46.5920,single
25,769.52,256.72,57.83,35.40,28.11,13.8554,60.8944,overlap
26,558.80,365.68,38.58,38.35,174.76,7.8619,29.3703,overlap
28,259.61,36.95,59.52,48.57,37.67,6.7080,88.5145,single
32,786.04,237.62,92.31,49.36,170.29,6.0212,216.3658,overlap
34,515.72,100.54,44.96,35.65,8.34,12.4543,37.0720,overlap
39,357.52,105.24,77.94,54.09,128.90,10.4304,169.0162,overlap
42,295.84,253.46,76.70,53.00,16.25,7.7799,160.3848,single
45,779.84,9.08,100.73,57.04,27.23,5.2812,297.7254,overlap
51,620.49,221.15,53.55,40.11,159.54,11.0155,59.1697,overlap
53,756.66,59.42,35.66,27.62,118.72,8.6376,18.0716,single
57,314.70,391.04,95.35,53.16,18.85,7.4587,248.6394,single
60,659.36,108.08,50.64,30.94,13.32,14.5712,40.8133,overlap
69,686.72,18.71,52.13,43.44,3.84,9.5381,60.7486,overlap
70,561.12,160.46,68.00,44.03,28.55,9.0782,104.7492,overlap
72,685.33,169.06,67.73,30.31,20.51,10.6939,71.5396,overlap
58,519.47,125.81,86.31,60.21,146.65,13.3995,230.7407,overlap
197,316.65,80.43,49.69,41.25,28.16,5.5852,52.4060,single
198,856.72,116.99,36.94,33.48,178.34,5.6622,23.5054,single
201,837.18,37.80,44.95,39.52,178.18,6.0921,41.0891,overlap
203,468.13,93.66,81.05,54.58,34.84,8.3455,184.4369,overlap
221,313.98,516.04,48.73,39.85,19.76,5.4138,48.6839,overlap
237,877.11,558.56,22.90,22.65,178.74,6.1232,6.1131,single
124,515.40,372.23,53.64,47.29,178.06,9.8145,69.9932,overlap
126,697.13,365.66,85.26,42.57,6.50,10.3013,159.1861,overlap
249,656.87,380.67,70.56,49.78,20.80,14.9360,127.5263,overlap
65,761.96,285.04,84.17,44.73,31.11,10.3335,162.9939,overlap
283,725.74,313.89,63.52,51.95,5.40,9.0949,107.8323,overlap
274,594.01,340.88,75.60,47.57,17.84,14.7207,139.8905,overlap
7,588.59,242.17,44.16,40.23,11.06,9.0390,40.3495,overlap
291,444.19,160.91,31.98,31.22,178.40,15.3922,16.4255,overlap
35,586.89,304.85,45.63,42.35,179.83,8.9615,45.3545,overlap
281,529.05,192.11,59.29,48.84,168.05,8.7962,88.3346,overlap
40,417.88,112.41,68.41,52.84,160.46,10.3368,127.2217,overlap
334,345.61,477.61,74.80,32.97,161.36,7.7165,94.8881,single
300,776.83,425.07,101.18,44.65,23.45,7.9110,235.1568,overlap
317,277.36,496.50,72.13,31.47,9.73,10.2905,84.2384,overlap
353,751.78,464.47,76.85,56.10,162.66,13.7388,170.4580,overlap
364,274.51,587.33,29.77,28.66,175.07,5.2795,13.0652,single
360,648.26,451.94,72.99,55.83,13.34,9.8247,153.0413,single
241,619.09,370.57,62.52,35.30,28.14,11.3661,70.9669,overlap
359,491.25,461.30,118.49,71.08,158.54,11.2752,513.4104,overlap
400,721.37,598.29,38.10,36.79,92.36,5.7193,27.4770,single
402,439.92,545.55,63.47,45.96,15.64,9.2931,95.2605,overlap
54,363.30,60.52,63.83,36.70,162.91,7.6461,76.9235,overlap
436,501.77,528.22,99.60,53.86,141.94,10.5255,274.8779,overlap
4,677.35,200.14,45.00,39.81,168.79,8.9648,41.4790,overlap
466,437.02,627.18,73.82,55.26,143.13,9.5605,154.9300,overlap
86,471.42,179.00,83.13,38.88,179.67,11.3435,138.2425,overlap
467,524.10,585.44,68.28,42.98,146.00,9.6629,103.0818,single
479,301.02,664.36,77.42,50.42,144.55,9.4506,155.5020,single
395,564.21,12.62,33.37,30.54,174.92,8.3637,17.5010,single
488,603.21,638.60,96.63,39.41,4.55,13.6884,189.3195,overlap
489,476.45,659.00,58.35,43.26,6.65,8.8565,75.7956,overlap
