气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,880.02,350.82,55.13,52.06,1.71,7.2779,81.3983,single
12,373.45,260.34,43.69,38.80,7.36,6.9675,38.0989,single
14,892.28,206.02,47.45,36.99,4.89,6.5243,42.8443,single
18,670.13,68.89,55.73,40.99,25.23,9.2939,65.4849,overlap
20,847.80,174.17,56.12,53.43,90.58,7.1831,86.5747,overlap
21,417.27,177.46,52.99,34.82,153.98,11.5798,50.2960,single
25,774.66,193.33,59.96,40.17,20.13,10.7178,74.3072,overlap
26,530.12,311.39,85.55,45.53,13.21,11.9383,171.4301,single
28,262.36,-0.14,56.13,30.73,176.17,2.6035,49.8051,single
32,785.73,178.40,86.16,46.96,3.41,9.8000,179.3257,overlap
39,346.19,46.51,83.28,52.01,136.72,10.0365,185.5961,overlap
42,297.57,205.37,72.82,45.98,20.09,6.7177,125.4456,single
51,610.97,147.40,70.02,33.40,160.95,10.4407,84.2544,overlap
53,753.84,11.03,32.83,29.49,12.25,6.3617,16.3485,single
57,319.61,344.69,81.68,56.53,32.35,7.6261,194.0160,single
60,668.32,34.39,56.96,30.20,17.84,9.6448,50.4136,overlap
58,516.41,55.88,76.93,58.33,150.84,10.0640,177.5749,overlap
197,329.82,40.85,51.60,41.12,114.43,10.7018,56.3221,overlap
198,853.61,78.03,36.89,33.90,177.71,5.9254,23.7404,single
201,834.82,-0.19,43.11,28.20,179.76,2.7588,26.9668,single
203,477.93,35.64,82.19,58.29,22.37,8.0442,202.5802,overlap
221,318.49,468.62,50.05,41.12,10.81,6.6841,53.0052,single
237,876.23,524.07,23.30,22.54,0.14,4.6048,6.2961,single
126,700.01,303.05,83.70,39.28,6.52,7.8837,141.5848,overlap
249,661.27,315.65,68.91,49.08,15.72,6.8964,119.9070,overlap
65,771.05,226.21,87.54,42.00,31.86,9.8685,165.5979,overlap
283,729.17,257.37,64.09,49.59,8.46,8.1952,104.8073,single
274,600.07,269.56,74.52,47.19,10.94,10.6019,134.8203,overlap
7,587.58,188.80,42.14,41.29,4.66,9.7485,37.7226,single
35,587.23,250.84,49.10,45.87,179.69,9.5756,56.8919,overlap
281,525.38,130.01,56.14,47.95,170.30,8.2811,77.7513,single
40,416.66,45.13,60.90,45.79,176.50,6.5085,87.3768,overlap
334,342.91,419.82,71.40,38.64,158.79,8.5811,101.3429,single
300,777.96,365.36,91.77,52.52,32.05,9.8131,227.5522,overlap
317,279.73,438.49,63.38,29.88,8.86,8.6421,61.7441,single
353,749.24,402.54,74.90,53.19,179.22,10.1482,153.4948,overlap
364,270.18,551.92,30.42,29.26,173.22,5.2022,13.9258,single
360,648.01,388.64,78.33,55.52,13.07,10.2349,175.2423,single
241,625.95,303.26,61.67,32.65,24.41,9.0691,63.8745,overlap
359,493.32,390.25,114.68,69.16,157.60,8.1715,467.9300,overlap
400,720.43,552.77,35.64,35.49,91.10,6.6906,23.1997,single
402,440.62,484.47,61.99,50.03,4.94,7.9743,98.8975,overlap
54,359.83,8.32,61.65,40.24,154.61,9.7554,78.6696,overlap
436,498.84,457.84,95.52,55.28,144.45,14.2831,259.4685,overlap
4,669.58,143.78,45.85,42.65,0.53,8.5923,46.1180,single
466,425.63,562.56,70.40,59.86,139.34,12.8152,152.6487,overlap
86,468.65,106.32,91.03,44.67,178.43,12.8061,190.4507,overlap
467,514.01,506.61,81.29,44.03,132.21,9.6220,149.6700,single
479,291.85,609.51,78.35,50.30,145.42,7.7963,158.8630,single
488,597.05,569.52,94.22,45.63,7.79,11.3582,208.3813,overlap
489,474.76,593.58,52.51,44.83,18.90,9.3584,63.5851,overlap
421,722.98,492.29,47.09,44.98,177.38,8.6060,51.3013,single
426,590.53,486.87,64.71,45.98,9.45,9.0821,99.0542,single
499,632.13,600.87,93.18,36.99,179.02,9.5096,165.2408,overlap
501,787.16,627.07,77.04,44.91,26.08,10.9187,137.1306,single
24,764.69,95.37,82.05,33.39,18.97,6.9688,115.6307,overlap
506,724.03,641.28,64.76,52.15,45.55,6.3623,112.5055,overlap
515,386.36,627.92,45.90,24.68,160.27,10.7750,26.7560,single
29,768.22,120.70,40.92,28.14,7.25,8.5693,24.2471,overlap
523,774.61,468.26,36.84,35.96,0.93,6.9992,25.1030,single
540,695.51,675.87,80.09,41.55,20.36,7.6204,137.1284,overlap
521,340.53,654.84,77.33,41.03,8.19,9.1900,126.2396,single
530,240.14,722.22,44.18,40.14,0.12,4.8432,40.2936,single
544,759.20,686.38,38.71,34.39,164.02,7.6884,26.5124,overlap
93,396.27,343.43,57.25,48.99,176.39,10.9966,82.6152,overlap
573,776.44,708.11,52.60,29.69,12.98,9.7860,42.2527,overlap
551,437.45,603.84,46.47,43.06,94.31,10.9195,47.8228,overlap
52,627.59,117.15,47.84,45.09,1.15,7.6293,53.0894,overlap
563,482.51,688.02,82.37,45.79,174.02,12.8944,159.8331,overlap
555,831.03,747.12,89.15,48.31,32.53,9.2188,197.5279,single
585,470.04,718.73,59.10,43.28,19.97,11.9440,77.7730,overlap
580,554.91,723.47,83.57,42.83,168.92,9.8366,153.8780,single
275,427.35,327.32,89.77,62.11,160.64,9.8817,257.5092,overlap
619,755.88,786.89,55.43,42.11,15.03,6.2661,66.5640,overlap
70,564.57,93.10,66.03,39.55,20.04,12.1492,88.7168,single
629,685.48,796.43,83.10,43.21,19.13,4.5754,153.5295,single
72,691.33,102.89,65.93,30.70,24.30,10.6406,68.6477,overlap
