气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积,类别
3,878.30,402.49,58.27,47.65,157.69,5.3225,83.2541,single
12,370.04,323.30,44.28,38.74,7.06,6.7548,39.0766,single
14,895.19,257.25,43.26,37.57,20.10,6.7375,36.1628,single
18,668.84,141.38,51.61,38.42,6.82,9.6924,52.6414,overlap
20,843.38,235.71,62.51,47.16,20.27,7.1836,94.8001,overlap
21,424.41,263.85,53.37,31.74,169.35,9.7331,46.5071,single
25,766.24,273.07,61.47,34.77,28.48,12.4391,67.5947,overlap
26,557.32,377.73,39.30,38.31,87.79,7.9479,30.4365,overlap
28,259.43,49.66,62.03,47.01,38.97,7.6083,93.0496,single
32,790.43,251.45,85.08,47.88,177.22,13.0316,178.2798,overlap
34,514.94,117.33,43.70,39.09,167.45,6.7711,38.4006,overlap
39,361.55,120.03,80.74,53.04,124.91,9.0204,177.8992,overlap
42,295.39,267.72,75.56,55.67,13.32,7.8065,163.5435,single
45,777.89,21.64,102.99,58.54,26.44,11.5131,319.4404,overlap
51,624.66,239.74,50.79,41.15,167.02,9.8087,54.6238,overlap
53,758.67,73.42,31.17,29.08,90.61,7.9953,14.5298,single
57,314.17,403.05,96.99,53.71,16.61,7.1308,259.9406,single
60,657.14,127.88,51.37,32.11,19.46,11.2937,43.6024,overlap
69,688.45,33.94,54.20,46.69,167.75,9.5067,70.5578,overlap
70,559.96,176.77,70.07,44.45,30.31,12.0076,112.2711,overlap
72,684.90,186.66,68.81,29.70,21.37,9.0417,72.3326,overlap
58,521.33,144.78,86.45,55.69,149.74,8.2230,214.1105,overlap
197,313.32,88.95,51.84,40.17,31.21,4.9069,55.5346,single
198,857.80,127.14,37.21,34.52,175.02,5.9179,24.5900,single
201,838.55,48.74,43.96,39.91,4.59,6.4627,39.6794,overlap
203,466.22,106.73,80.09,55.57,35.30,5.9115,183.4100,overlap
221,313.80,528.03,47.67,39.09,12.41,7.8678,45.7101,overlap
237,877.23,567.58,23.66,23.05,0.60,4.9604,6.6358,single
124,515.37,389.42,53.28,46.23,179.37,8.7984,67.5054,overlap
126,695.55,383.75,86.83,44.50,5.91,10.1694,172.5835,overlap
249,656.86,398.79,72.28,47.79,19.32,11.7611,128.4340,overlap
275,426.24,410.98,98.42,54.63,156.78,11.5719,272.2114,overlap
65,758.24,299.67,80.33,44.03,31.50,9.3364,146.1759,overlap
283,723.85,329.51,62.92,54.51,178.22,9.6270,111.0217,overlap
274,592.92,359.74,79.01,48.32,20.18,11.8259,155.2046,overlap
7,588.48,256.09,43.62,40.19,8.34,7.9372,39.3386,overlap
291,446.32,176.81,35.29,32.35,0.64,13.8035,20.7223,overlap
35,587.41,320.01,45.77,42.45,178.73,8.6787,45.7645,overlap
281,530.20,208.22,60.26,48.66,161.35,8.2515,90.9072,overlap
40,416.83,130.62,67.73,53.95,163.11,10.2002,127.3075,overlap
334,346.02,491.79,76.29,36.80,161.53,7.6218,110.1763,single
300,776.71,440.45,100.55,45.86,20.75,9.5496,238.5451,overlap
317,276.16,511.14,73.14,29.77,10.68,8.7197,81.9333,overlap
353,751.76,480.87,77.85,58.67,160.19,7.4239,182.9109,overlap
364,276.03,596.58,30.22,28.66,172.62,5.8333,13.4700,single
360,648.39,469.18,73.54,56.22,20.35,8.9659,156.4225,single
241,617.85,387.63,61.93,36.90,31.84,9.2760,72.8166,overlap
359,492.22,479.40,120.47,71.19,160.00,10.5066,531.5161,overlap
400,721.36,610.17,38.07,37.63,94.33,6.4070,28.0609,single
402,439.92,561.99,61.42,46.22,15.01,8.4071,89.7115,overlap
54,363.98,75.46,65.10,39.08,158.92,7.1762,85.2044,overlap
436,503.75,547.50,98.05,52.91,145.33,14.8633,261.6419,overlap
4,680.00,214.59,45.71,38.97,162.85,7.3517,41.8820,overlap
466,440.27,645.59,71.15,54.21,150.09,9.0751,141.1652,overlap
409,503.45,527.91,67.62,65.73,92.69,19.9089,154.5986,overlap
86,469.18,198.51,85.02,39.47,2.78,11.4795,146.7964,overlap
467,526.18,605.04,65.19,43.51,150.17,10.8790,95.1241,single
479,303.68,679.46,77.09,50.64,145.75,8.9583,154.8239,single
395,564.45,27.10,33.33,29.89,173.65,8.0949,17.0778,single
488,604.52,658.79,100.13,43.35,4.05,7.5127,223.5899,overlap
489,477.70,676.00,57.79,42.32,1.42,10.6150,72.7130,overlap
421,725.09,555.22,50.17,47.12,179.01,7.4285,61.0081,single
426,588.18,565.89,62.31,57.11,171.37,9.9465,114.0866,single
499,636.09,686.93,87.64,39.81,178.27,3.9128,157.3143,overlap
501,770.33,705.97,75.78,46.34,28.85,11.0575,136.9177,overlap
24,763.22,172.83,76.88,36.50,23.43,10.9633,110.9857,overlap
506,726.55,716.49,67.08,48.17,39.52,10.1556,111.5263,overlap
515,398.26,710.92,43.50,26.44,155.20,10.4047,25.7462,single
29,773.13,192.71,41.32,34.90,6.50,11.1319,30.6445,overlap
523,772.84,523.97,37.87,34.16,8.52,7.8715,25.2048,single
535,703.66,753.95,49.69,40.59,4.03,14.9232,51.5603,overlap
540,683.98,761.25,83.20,36.48,21.89,11.7266,129.8874,overlap
521,341.90,731.55,76.61,42.88,3.47,9.8643,129.4715,single
530,239.78,769.48,43.31,39.88,173.52,5.5657,38.4799,single
550,718.11,11.77,40.57,33.62,162.75,11.4337,28.4624,overlap
544,766.45,739.97,43.11,38.54,24.32,4.5984,36.8522,overlap
93,394.44,407.80,70.00,45.86,162.07,14.1241,115.5862,overlap
11,669.69,102.85,33.09,28.13,177.34,8.7948,15.8450,overlap
538,705.60,43.49,41.28,35.36,90.10,6.9579,31.0013,overlap
573,778.17,789.89,49.47,35.51,14.30,7.6623,44.7071,overlap
551,446.90,673.06,37.56,35.35,179.67,8.2781,25.6550,overlap
52,637.38,192.53,44.11,43.51,173.76,8.7477,43.5483,single
563,478.00,782.95,84.30,48.29,166.28,9.4938,176.5642,single
555,831.61,789.67,88.54,53.08,143.11,10.9607,214.0545,overlap
