气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
1,438.06,218.60,100.07,60.75,6.65,8.8090,312.9556
2,378.15,171.52,83.58,62.85,1.99,10.0869,225.8692
3,585.52,436.11,92.49,52.02,12.88,12.5702,228.9095
4,872.44,684.56,58.74,51.26,176.73,4.9977,90.9794
5,849.70,342.86,46.20,38.13,25.31,5.2610,41.8721
6,874.68,542.33,58.64,36.92,23.55,7.7414,65.3268
7,277.35,621.54,76.09,45.89,0.10,8.9172,136.6993
8,605.61,672.39,68.74,35.53,155.44,10.2655,86.3663
9,805.70,658.52,65.31,46.85,147.69,8.4879,102.8189
10,816.93,562.58,57.98,46.73,23.74,6.3870,80.8347
11,257.50,383.51,75.19,48.59,3.24,6.8632,141.3339
12,354.81,643.24,42.87,39.12,174.66,6.6541,36.9810
13,313.76,354.62,47.99,41.11,169.79,5.5189,48.7133
15,418.44,721.29,54.81,39.37,16.18,7.7802,60.8421
16,719.33,216.41,47.27,39.12,177.93,9.3925,44.9762
17,701.12,521.74,49.25,45.42,174.20,4.6728,56.6771
18,786.33,501.76,38.56,36.26,175.96,7.9066,27.7333
19,473.02,480.17,40.16,36.34,93.16,7.2540,30.1563
20,596.65,605.51,40.64,39.30,88.80,7.6683,33.3913
22,369.69,248.81,43.51,42.04,6.09,5.2599,40.9419
23,822.48,236.02,54.60,40.31,35.42,6.5448,61.8163
24,657.81,386.00,75.54,55.87,163.02,7.7458,164.0226
25,707.61,664.56,51.44,48.74,9.08,7.8452,66.3612
26,521.77,399.21,63.90,45.01,13.62,8.8419,94.5719
27,637.49,479.49,73.40,33.39,177.77,10.6661,92.5651
28,739.01,390.36,56.73,44.57,7.07,8.8333,73.7898
29,436.82,392.06,64.30,34.33,155.02,10.7177,73.0373
30,566.80,143.92,48.71,43.52,3.43,7.7011,53.1158
31,591.26,729.98,43.43,42.40,4.74,8.7092,41.1476
32,536.98,766.34,38.88,35.81,6.48,8.6945,27.8420
33,749.43,564.66,55.26,43.94,26.73,9.1255,69.0283
34,539.97,517.82,40.18,38.20,178.04,8.1056,31.7236
35,543.77,630.43,82.46,57.30,160.39,15.6764,200.4678
36,556.81,371.22,32.08,30.95,95.66,7.7774,16.3885
38,642.87,189.23,111.26,50.14,2.60,11.4983,319.3110
39,539.91,587.82,30.07,29.16,178.87,8.5991,13.5670
40,574.84,326.71,60.22,42.42,141.26,9.1567,79.1478
41,489.43,344.78,82.74,47.20,151.89,9.1286,166.2530
42,702.06,569.68,46.29,40.45,10.66,9.3501,44.5936
45,743.23,271.97,52.58,41.91,6.57,11.6989,59.6039
48,599.72,70.40,88.39,46.58,164.38,10.2705,187.2093
52,407.98,536.26,79.36,48.19,154.62,7.0490,156.1445
53,529.20,256.33,84.21,41.80,168.89,14.0449,152.5155
55,514.55,102.49,71.40,50.79,6.51,12.9978,133.2098
56,607.25,109.96,82.94,43.98,3.14,10.1564,155.6683
57,649.61,593.73,52.49,39.99,174.45,5.8449,56.6905
59,713.29,262.93,46.08,46.05,9.77,10.5412,50.3029
60,716.61,126.52,51.09,27.83,29.45,18.3676,37.3735
61,706.17,464.84,65.57,28.44,10.83,10.6478,62.8950
62,594.97,260.99,37.44,36.65,87.99,7.5169,26.4364
63,779.30,431.59,89.73,51.81,163.16,9.1437,214.5987
64,469.96,312.52,88.32,50.07,150.16,9.1444,200.9430
65,415.56,503.45,99.30,52.91,162.19,18.4710,268.4056
67,630.49,745.80,58.36,39.37,32.74,11.2944,68.9884
68,413.50,284.10,66.13,45.89,163.51,11.9889,103.2567
69,659.02,643.38,65.86,34.79,171.97,11.4019,77.6286
70,318.05,753.06,70.36,40.03,161.82,9.0321,101.9479
71,574.20,207.92,65.74,40.67,4.36,16.2834,90.4140
72,644.84,613.96,47.29,39.41,172.62,9.5317,45.3341
73,774.61,112.22,72.14,53.20,19.40,6.1378,142.4524
74,747.75,147.59,80.84,35.71,24.82,12.5676,120.0669
77,495.25,128.35,92.39,45.98,160.19,11.9729,201.9257
79,718.99,431.82,61.61,36.75,34.93,10.5477,71.7727
80,435.36,314.98,63.83,57.71,16.29,13.2804,120.9456
81,554.38,230.54,62.16,43.94,157.55,11.3472,87.3526
89,406.98,784.15,74.91,38.76,175.43,4.2801,111.8910
43,444.28,591.88,74.58,52.68,153.74,9.1249,150.7393
78,658.75,307.69,84.03,36.87,3.04,14.6127,133.9442
37,717.24,733.66,84.55,49.89,9.38,7.7335,183.5083
200,884.63,376.17,39.33,33.16,24.79,5.5701,26.3873
201,544.36,9.15,68.99,40.23,161.25,4.5454,98.5238
202,830.06,28.50,90.21,39.16,175.57,7.6577,163.9494
203,749.75,21.69,51.82,36.13,160.30,7.4647,49.9159
204,749.84,665.23,23.14,22.34,179.59,7.1793,6.1527
205,701.03,106.84,36.34,35.06,2.24,5.3594,23.8134
206,499.58,27.87,48.98,38.46,142.01,7.6014,47.4721
208,597.45,7.36,45.51,16.49,179.63,11.7393,17.5673
209,891.60,9.96,64.26,28.54,2.81,3.0472,60.6287
210,737.80,4.24,28.58,11.51,0.93,16.6164,4.8372
211,322.46,795.26,54.64,23.32,11.49,3.0527,35.8110
214,399.41,6.07,29.07,12.46,179.23,7.9720,5.4182
139,450.52,32.20,78.34,51.68,157.61,7.3183,163.1743
47,371.80,293.50,39.10,27.09,2.96,11.5758,21.3017
82,743.69,456.00,42.77,31.90,175.33,8.4910,30.0306
86,638.82,311.87,71.23,34.31,9.48,9.0517,89.5587
221,446.22,660.79,51.84,35.25,152.76,13.4341,48.7212
87,523.18,120.01,86.30,46.95,156.64,6.1285,179.8790
54,677.02,445.70,33.58,32.06,6.71,5.9368,18.6004
51,757.53,507.74,35.99,26.34,23.36,9.2340,17.5569
83,460.94,677.02,67.26,35.50,149.13,9.5938,82.6264
46,570.40,488.70,63.29,34.66,174.91,11.4661,71.4267
238,871.61,794.72,29.03,10.31,179.69,0.0000,4.4715
84,396.42,463.97,66.47,42.71,154.03,16.1239,97.0721
