气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
4,877.76,392.53,59.02,48.02,157.64,6.5816,86.0500
5,837.05,38.49,45.37,39.10,1.65,6.8884,41.4066
6,894.10,247.81,43.00,36.76,27.90,5.5735,34.9712
7,295.48,254.78,76.52,52.79,18.78,8.4036,159.0240
8,562.29,161.64,66.25,42.30,23.11,12.7961,95.4959
9,786.79,237.80,93.81,45.09,171.95,10.4388,204.1399
10,843.67,224.67,63.21,49.35,21.75,6.9061,101.4526
11,259.28,38.50,60.29,46.84,42.87,9.6195,87.5994
12,370.72,311.23,42.75,38.73,4.31,7.5415,36.4203
13,317.18,80.80,51.37,41.02,31.69,7.1424,55.7024
15,423.52,247.29,54.27,31.47,165.32,9.8259,47.6744
25,767.35,258.31,60.67,34.65,28.81,12.6562,65.6169
31,587.20,306.61,45.95,43.31,3.86,7.8718,47.0415
32,558.17,366.26,38.16,35.95,88.75,7.1694,26.9395
33,762.65,157.28,78.49,36.38,20.95,10.6003,115.3132
34,513.32,102.20,37.02,34.91,176.56,10.0611,24.6136
35,518.90,129.58,83.00,53.80,151.96,15.3549,190.6902
52,361.15,103.86,81.79,53.27,126.86,2.9608,183.3539
63,779.03,10.98,105.61,54.85,25.06,5.1730,314.7479
65,468.28,94.51,83.46,52.93,33.65,7.8743,189.6861
67,620.19,222.62,55.78,38.35,158.43,10.8108,61.3884
69,684.80,169.70,66.17,29.89,18.42,11.5154,67.3222
70,314.81,391.61,92.93,52.05,17.30,7.5461,231.2816
72,659.24,109.96,53.13,30.01,16.55,12.3193,43.5791
79,686.89,19.62,52.58,45.15,179.31,12.3675,64.2232
89,396.14,395.54,63.69,53.62,178.58,14.0478,111.9064
200,856.95,117.95,37.41,33.65,179.64,4.9554,24.2269
211,313.57,516.03,49.45,39.56,23.16,7.2546,49.7637
54,668.78,89.72,34.32,30.19,176.06,7.3851,18.2888
238,877.09,559.42,23.72,22.64,178.80,5.8755,6.5515
263,697.71,366.45,84.28,41.53,5.27,15.0672,151.7630
265,515.39,372.48,53.36,46.96,175.34,10.6385,68.7891
84,364.98,62.30,62.33,35.49,161.02,5.4603,70.9309
282,656.42,382.01,71.57,50.56,20.08,10.5478,133.2570
83,471.13,180.27,85.19,40.54,177.66,11.7640,151.3792
37,762.30,284.52,84.39,45.99,31.26,12.2858,168.4830
320,426.10,393.83,99.45,53.31,154.26,11.3603,271.2854
316,725.58,315.12,62.85,52.29,179.84,9.7873,106.2570
43,418.27,113.43,66.54,51.61,159.20,10.3734,117.5663
349,276.72,497.90,71.63,30.36,9.27,11.0040,80.1426
20,588.36,242.88,44.05,39.96,6.95,8.3287,39.8921
322,776.55,425.91,101.61,42.55,22.74,12.9406,226.0143
379,346.88,477.15,74.82,34.03,162.68,9.0140,98.0221
266,593.54,340.68,72.32,46.61,8.29,11.9078,125.4070
314,529.02,192.39,59.28,47.49,161.10,10.0830,85.8641
380,752.05,465.79,78.41,55.35,161.82,10.5653,175.0929
406,274.88,588.23,30.70,28.45,177.02,5.6469,13.7890
414,494.09,462.80,118.40,71.64,154.50,11.7156,516.6239
439,721.84,599.11,37.63,36.79,179.82,7.9642,26.7960
456,439.86,546.51,62.80,46.47,13.42,10.2396,94.2978
484,724.99,542.63,47.98,46.85,178.18,7.7548,55.4820
471,588.72,550.14,60.37,53.58,177.28,10.1230,100.4491
42,678.09,201.33,45.44,39.81,174.03,7.8428,42.2854
17,667.08,129.03,54.39,36.61,13.78,6.2803,55.7065
554,524.50,585.98,68.33,42.66,146.13,12.3750,102.4913
560,302.05,665.85,76.94,50.33,144.81,7.2725,153.2670
57,636.26,177.63,45.35,43.49,175.99,9.8214,46.0137
569,564.38,13.98,33.78,28.98,176.54,7.0771,17.0063
572,603.14,641.57,95.46,37.81,6.19,14.8319,177.2720
530,436.23,628.08,75.11,52.61,140.40,11.9171,152.6794
580,475.73,659.94,60.84,42.59,4.30,7.6668,81.1093
595,726.25,701.04,65.97,44.31,44.02,11.4111,99.2078
597,772.11,690.60,74.72,45.47,32.90,9.8594,130.6106
51,757.14,61.44,33.87,27.12,114.01,7.5472,16.0047
588,634.69,669.69,90.17,38.26,179.24,10.3118,160.0572
287,618.78,371.28,57.51,34.70,24.00,11.5759,59.0507
618,396.71,694.85,43.28,24.15,156.06,9.7004,23.2798
631,772.46,179.32,39.90,33.07,5.36,8.8230,27.0799
639,342.99,715.17,75.72,42.96,179.62,12.9967,126.7082
653,240.49,760.75,43.71,39.35,175.56,6.2467,38.6809
358,648.04,453.10,75.74,57.46,15.19,10.4799,169.5684
667,773.11,513.25,36.38,35.93,179.38,6.2518,24.4668
299,445.60,163.00,34.76,32.95,179.08,13.8159,20.4819
670,707.85,741.58,44.47,38.99,4.47,10.0135,39.6753
682,687.57,745.28,86.27,36.37,19.09,7.2145,139.2399
689,764.82,730.43,43.78,34.44,43.89,7.4583,33.9479
691,706.59,3.35,47.41,28.08,155.54,7.9493,32.4671
707,778.48,774.40,49.73,34.96,12.02,10.1761,44.4692
711,483.39,762.17,77.46,45.67,173.18,9.7621,140.9903
695,449.10,659.36,45.51,38.05,177.26,6.7474,40.5553
688,827.07,782.65,69.85,54.11,2.57,8.0575,135.8325
474,502.30,526.33,104.64,54.37,139.69,19.1668,306.2466
735,566.43,788.42,96.35,33.16,169.38,8.3994,158.3494
736,467.26,782.58,54.59,40.55,175.31,5.4557,62.1684
540,732.12,228.29,11.16,10.86,106.79,10.4571,0.6956
607,700.18,27.02,41.58,40.03,0.14,9.2842,35.6159
