气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,722.68,126.78,50.66,39.16,157.06,7.2347,51.7079
10,834.63,170.16,52.92,42.95,35.79,6.3301,61.8837
25,738.14,167.14,65.90,38.90,169.28,7.6402,86.9039
32,515.73,301.50,58.48,46.39,3.08,9.2280,81.6154
33,763.74,45.75,80.90,35.81,16.88,9.8745,120.5805
67,584.62,106.44,72.05,44.14,18.39,9.4611,117.8880
70,252.45,310.85,79.47,48.67,12.28,7.5427,158.1259
263,660.21,291.76,77.30,55.30,19.98,8.7832,170.0021
83,378.79,78.01,91.61,60.41,14.11,6.1644,260.8207
322,778.62,337.31,83.50,57.97,149.88,6.6052,207.9538
266,562.73,231.27,55.57,39.57,163.83,9.3680,62.8773
380,713.45,367.28,67.82,30.81,11.60,10.9413,72.8948
414,393.18,377.78,76.48,37.88,150.19,10.0071,113.9939
439,657.62,543.08,67.80,38.05,9.59,10.5943,89.9840
456,395.92,447.19,102.04,47.51,143.58,6.1852,254.4950
484,705.27,488.57,50.05,40.89,161.60,8.4980,52.6902
17,610.07,9.00,86.36,26.32,5.62,13.4127,100.9875
57,573.26,56.01,50.00,48.08,178.07,8.7195,61.8228
572,535.56,527.63,86.79,54.72,148.21,3.8341,212.0540
530,354.34,571.57,47.75,39.49,17.55,6.6976,46.3214
580,457.91,566.65,76.65,54.84,0.06,11.8237,165.7803
595,718.66,627.47,88.99,43.92,16.60,13.3801,178.9399
597,719.02,579.81,62.72,44.36,50.21,9.3406,89.7794
588,592.51,565.88,62.49,42.48,152.07,15.4819,85.3415
287,568.72,291.36,32.23,31.36,0.24,7.9900,16.7610
358,631.86,367.96,72.08,35.89,177.58,11.9125,95.9305
682,642.40,634.91,67.67,35.92,4.89,10.7585,84.6060
735,518.82,730.99,52.03,45.47,175.68,10.5338,63.3426
736,401.97,701.81,74.91,47.87,169.00,7.8099,138.1824
42,650.33,84.28,118.42,46.31,5.88,11.5531,334.1149
8,483.07,34.48,89.14,47.91,164.49,8.8922,195.8515
802,726.34,337.83,61.47,50.44,29.09,10.2435,98.0634
811,592.13,314.58,85.05,47.41,179.50,10.3448,176.4099
812,874.66,623.49,60.15,49.51,149.40,5.6053,92.1324
813,846.25,277.79,49.61,39.40,26.51,5.5295,49.8891
814,317.72,298.60,52.16,42.06,142.67,4.7460,58.8701
815,435.90,115.91,104.28,47.21,5.33,10.0606,264.1214
816,591.70,637.23,44.02,43.30,1.24,8.8276,43.1645
817,282.84,538.60,77.00,49.05,11.92,7.2635,149.5923
818,313.64,677.39,71.68,37.52,172.40,8.2672,99.1640
819,876.80,470.52,55.00,39.00,29.56,7.1496,60.7040
820,424.09,627.45,64.77,37.95,7.72,9.2861,81.9148
821,829.78,489.36,67.06,41.52,31.34,6.7822,96.0566
822,311.82,745.20,47.88,45.89,172.28,4.9018,54.1347
823,884.66,320.05,38.11,35.78,2.15,5.9197,26.7268
824,537.07,425.29,46.24,41.24,3.22,8.3347,45.3575
825,754.06,482.31,66.89,47.03,19.80,7.4906,108.2417
826,688.91,441.31,56.03,44.88,148.12,8.6232,72.4830
828,540.34,675.90,39.66,37.87,5.42,8.6076,30.6402
829,398.17,189.43,73.75,40.65,154.88,10.5592,113.7455
830,429.62,288.34,68.56,41.32,151.03,11.3278,99.9284
831,365.64,186.74,50.37,45.81,175.88,6.5883,59.7899
832,800.44,568.79,75.63,55.25,167.24,10.0783,162.5520
833,592.31,180.14,40.64,38.40,12.97,8.5773,32.6246
834,780.51,431.26,39.68,35.68,3.04,7.4241,28.8931
835,564.34,369.76,72.63,38.66,170.65,11.7166,104.9069
836,434.74,232.49,66.86,54.72,127.74,8.0902,125.8411
837,473.16,230.22,76.98,46.66,149.91,8.8968,142.2401
838,639.35,511.05,48.66,36.16,14.29,11.5624,44.0490
839,872.67,751.13,24.03,23.47,2.03,5.2030,6.9718
840,758.72,594.73,21.93,21.81,179.99,8.4968,5.3984
841,771.57,404.42,36.27,26.27,17.63,10.2385,17.7807
842,693.58,735.34,79.06,44.90,2.57,9.2484,144.3932
843,538.55,499.78,29.47,26.62,178.37,10.0900,11.8920
844,458.87,200.13,74.86,42.04,152.81,9.6509,121.2017
845,655.69,502.65,51.94,44.09,8.84,7.5898,61.1986
846,674.61,374.21,31.91,31.85,0.13,6.8377,16.6843
852,647.32,742.42,60.53,55.83,173.87,9.4111,105.2386
517,427.79,409.59,92.61,58.29,167.83,8.1082,257.2057
893,435.53,766.14,96.02,67.68,151.39,6.1379,321.0309
35,520.37,18.72,65.73,60.66,2.38,9.2827,134.8321
689,711.88,652.42,54.37,44.35,8.64,9.7960,67.4501
849,734.68,303.11,56.53,40.89,4.54,6.7229,67.2351
847,712.79,36.97,39.35,38.84,93.58,6.0566,30.9330
316,657.38,200.87,83.12,43.85,177.97,11.8712,155.8766
