气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,723.61,92.71,48.01,39.85,172.07,8.3825,47.2611
10,839.38,144.42,54.32,41.33,36.66,5.9957,62.7438
25,735.65,129.90,63.28,37.45,165.61,10.8207,77.1682
32,514.54,263.85,59.32,44.79,178.01,10.8025,81.0726
33,772.87,4.92,93.89,41.57,17.20,6.0587,188.5314
67,585.85,68.38,71.46,47.06,21.03,7.9729,123.6050
70,250.29,281.31,75.63,50.45,22.34,9.1354,148.4721
263,659.99,256.92,80.81,52.26,19.86,8.0255,175.5739
83,380.78,40.15,87.87,56.81,5.90,9.8026,225.6447
322,776.62,304.06,88.41,63.02,151.90,7.1136,253.3840
266,556.61,193.82,57.74,37.76,150.67,9.1178,64.7666
380,715.40,329.52,62.14,33.37,20.88,10.3187,66.2890
414,392.48,346.03,72.86,36.80,143.73,7.8454,100.5046
439,656.03,506.54,68.11,37.50,10.31,9.6433,89.4896
456,392.98,412.55,102.87,48.69,144.29,8.5034,265.0537
484,706.11,458.79,43.71,40.74,171.54,7.7449,40.0432
57,575.60,24.66,52.49,46.99,13.14,8.4785,66.6124
572,529.56,482.32,93.39,46.75,153.44,16.3653,209.7629
530,354.20,545.29,46.73,40.29,21.54,7.7411,45.2639
580,460.95,525.26,83.07,49.32,3.46,8.7884,175.0800
595,721.29,590.05,90.96,48.09,17.80,10.2085,204.6837
597,723.19,550.00,61.67,45.11,53.15,9.4688,88.2708
588,585.86,522.61,65.15,39.21,165.86,11.2202,85.6148
358,630.80,326.33,73.82,34.37,177.79,10.6458,96.3414
682,644.54,593.17,75.92,33.79,2.72,12.7536,100.2018
735,518.33,695.33,53.99,45.34,176.74,9.4080,67.9946
736,400.62,667.28,73.96,46.07,160.29,9.1846,129.6581
8,490.50,3.26,104.19,36.79,164.00,6.7706,205.4465
802,726.87,304.75,53.98,52.27,90.38,6.9957,78.3531
811,591.06,268.91,80.36,48.17,177.06,10.1596,160.0222
812,874.97,597.83,54.99,51.99,176.15,6.1555,80.8879
813,844.95,252.33,49.56,38.57,28.13,6.1311,48.7268
814,317.11,279.43,57.05,40.92,145.35,4.0224,68.5214
815,433.44,77.46,107.64,43.13,1.20,8.1752,257.0893
816,592.11,602.46,44.16,43.02,4.19,8.8825,43.1584
817,285.92,508.35,75.26,48.43,18.01,8.3458,141.1532
818,313.26,646.53,70.48,45.63,172.05,7.9921,116.6190
819,879.68,443.95,46.66,43.67,3.22,7.8450,48.9183
820,425.21,591.33,55.55,38.59,176.65,6.4844,61.2597
821,833.66,462.92,68.92,42.17,30.09,5.9978,103.0579
822,310.34,721.82,45.24,45.00,87.30,5.6136,47.3712
823,882.98,299.11,39.41,35.89,9.18,6.6269,28.6786
824,535.29,390.57,44.58,40.57,1.50,9.2298,41.4814
825,756.38,448.04,69.36,49.49,21.78,8.5513,122.4882
826,683.47,409.66,51.64,46.17,171.11,7.2834,63.3485
828,541.67,641.53,38.61,37.23,2.00,9.1987,28.5548
829,389.95,152.58,73.73,40.70,149.53,10.2789,113.8402
830,423.20,244.92,77.58,42.21,150.72,10.3619,130.7042
831,371.02,140.17,49.87,30.94,151.58,11.3419,39.5969
832,799.80,529.14,76.63,50.78,171.06,9.1972,153.4155
833,591.38,151.26,40.94,36.33,33.85,7.6869,31.3306
834,779.93,403.62,42.34,36.87,5.39,6.8717,34.0010
835,562.06,325.89,77.82,37.60,172.37,12.9198,117.1382
836,435.71,203.33,68.23,55.12,132.07,12.0198,132.0307
837,468.23,189.06,71.72,41.27,152.89,11.2864,109.2331
838,640.01,470.63,46.11,37.09,9.33,10.7871,40.5603
839,872.41,730.93,24.43,23.25,0.99,4.8526,7.1373
840,758.29,568.52,23.97,21.12,0.60,9.5517,6.2435
841,776.11,363.29,34.23,27.06,15.47,9.0277,16.3062
842,693.25,696.71,81.74,42.41,4.20,9.3749,145.7590
844,453.60,159.10,73.94,42.98,151.53,12.5822,120.8927
845,656.73,470.51,54.20,43.01,4.45,7.7629,65.0060
846,674.70,347.80,31.78,31.50,177.43,6.4076,16.3626
852,647.43,705.36,62.34,54.47,174.52,10.3595,108.8899
517,430.70,378.81,87.12,66.68,163.10,11.4474,260.3773
893,435.21,730.42,96.69,64.90,161.83,9.5182,312.1136
689,712.76,616.00,57.34,48.49,175.37,14.1853,82.0047
849,733.28,270.35,57.75,35.33,6.12,9.8267,60.6088
847,718.42,11.56,41.16,36.38,6.03,3.4683,31.7124
316,659.23,158.11,69.24,43.58,171.46,14.8167,107.4886
554,433.94,442.85,61.03,47.94,175.85,7.8860,91.8744
848,530.53,103.53,66.71,44.87,158.84,9.3942,102.7255
868,457.38,460.95,39.00,30.81,5.69,13.2235,24.1121
923,276.38,760.22,63.99,44.60,168.04,8.6823,93.9494
932,665.86,769.67,59.29,42.90,14.17,8.2253,77.5835
827,597.95,500.09,41.78,41.50,179.45,10.0836,37.2656
853,743.38,9.48,76.40,36.24,17.49,37.6902,108.8340
896,776.11,739.64,106.83,51.91,16.30,5.7480,304.7914
953,352.89,771.25,80.38,45.15,171.19,7.1626,150.0837
856,575.36,693.76,72.20,50.33,14.09,12.2997,134.9844
886,541.27,505.78,61.32,45.83,163.79,19.0336,88.6643
954,767.85,784.77,76.39,50.34,168.71,6.4913,151.1335
960,499.38,785.75,47.16,36.36,3.17,4.7618,41.6086
974,635.41,788.11,98.48,41.15,12.27,8.1813,205.3000
42,648.26,43.87,116.06,48.14,9.29,16.4334,333.5624
980,308.01,788.37,29.58,26.73,175.05,4.5860,12.0292
20,545.72,120.55,58.06,54.27,177.82,9.3972,94.1105
987,359.58,165.03,43.99,40.15,178.49,9.0246,39.9723
37,738.39,143.62,48.38,42.58,6.65,6.6259,51.2657
988,526.10,794.12,98.08,21.52,6.49,21.4066,106.5103
993,490.87,789.82,73.50,26.87,179.17,15.6466,74.6943
