气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
4,878.92,360.99,55.03,51.64,178.77,6.7859,80.4406
5,835.83,10.45,43.76,23.77,178.79,3.6629,23.4196
6,891.67,215.90,47.07,36.36,5.90,5.2766,41.4387
7,297.99,216.50,73.72,49.90,20.72,6.6931,139.5211
9,788.31,191.02,84.09,43.35,175.69,10.1348,157.6732
10,846.89,186.50,56.06,54.51,4.69,6.8140,88.1235
11,266.00,5.66,63.59,38.60,158.83,5.8479,80.2922
12,372.72,272.39,42.89,38.89,5.66,7.8945,36.8031
13,326.95,51.50,45.40,37.70,109.60,10.4745,39.9751
15,418.33,195.25,51.08,32.65,153.52,10.8209,43.8234
25,772.64,207.00,59.64,36.64,32.54,10.9112,67.0383
31,587.25,262.85,45.88,43.00,2.83,11.3561,46.5653
32,533.56,326.73,91.73,45.09,7.03,8.9976,195.1767
33,764.76,110.32,80.91,35.15,20.35,10.4153,118.3686
35,515.93,73.25,79.22,54.87,152.99,7.8758,177.1480
52,351.02,61.96,78.30,47.86,139.86,10.4211,150.9342
65,474.23,49.19,76.71,57.32,23.57,9.6846,173.5137
67,613.69,165.62,65.75,34.55,162.92,11.4873,76.8610
70,320.26,357.02,86.67,55.80,26.73,7.1151,215.6415
72,665.48,52.81,53.44,31.70,14.49,9.2598,46.5736
79,695.24,5.50,31.77,10.83,179.39,3.9099,5.6262
89,394.55,355.73,59.38,49.91,1.19,10.8206,90.5472
200,853.92,87.88,37.70,33.26,174.38,6.8747,24.3223
211,317.83,480.22,50.07,40.96,13.65,7.5604,52.8313
238,876.33,532.74,22.67,21.85,179.86,5.0326,5.7750
263,697.52,317.30,83.59,38.31,3.80,13.8006,137.6809
84,360.48,22.23,61.06,39.65,154.28,6.3480,76.0680
282,660.45,332.26,69.44,46.97,15.66,10.7908,116.5262
83,472.67,125.68,83.56,40.70,170.71,13.3583,146.2241
37,770.68,239.57,92.21,41.41,27.94,9.5540,181.1743
320,427.81,344.66,92.57,56.60,155.96,7.1330,249.5424
316,726.83,271.57,65.75,47.95,5.08,7.5602,106.6396
43,416.63,62.44,58.52,47.47,179.36,10.1865,83.6394
349,279.22,452.73,66.29,30.21,7.25,8.7223,68.2960
20,587.17,201.89,42.38,40.50,5.40,9.8713,37.4292
322,776.61,380.61,96.35,49.28,26.10,9.2220,235.3553
379,344.53,433.36,68.96,36.73,160.89,7.5249,89.8627
266,596.39,285.79,71.33,47.89,10.14,14.3548,125.3353
314,525.63,145.02,56.03,48.44,171.21,8.9758,78.2339
380,751.53,417.42,74.90,51.03,177.23,7.5945,147.2737
406,271.30,560.72,29.41,29.17,178.50,4.8060,12.9813
414,492.93,409.41,117.15,66.23,156.05,10.2396,467.6123
439,721.09,563.99,35.99,35.71,0.10,7.7915,23.7944
456,440.76,499.34,62.99,48.60,11.48,8.5038,99.1880
484,723.14,504.64,46.24,45.75,178.52,7.5529,50.3209
471,589.24,501.69,62.53,47.55,12.51,8.8848,95.6527
17,669.38,82.74,53.53,40.01,22.48,10.2102,58.9775
554,516.43,526.26,78.67,44.28,134.92,11.5491,140.9733
560,294.12,623.18,76.17,49.46,144.63,10.0652,147.6212
57,629.90,132.13,47.24,44.56,2.23,8.1350,51.1583
572,599.62,587.85,95.51,43.73,6.70,8.2013,205.2295
530,427.18,577.54,73.08,56.94,140.96,10.8088,156.4518
580,474.56,610.09,54.03,43.76,16.57,7.7704,65.7232
595,724.34,654.41,68.08,47.64,52.93,9.4805,113.5976
597,783.76,642.22,76.21,46.62,26.93,11.5654,139.3062
51,752.66,21.72,36.65,29.30,29.57,6.5422,20.2535
588,632.86,616.52,96.48,34.64,174.25,15.9753,165.8983
287,624.80,320.19,61.24,31.87,24.76,10.5766,61.4732
618,389.42,643.72,46.05,23.48,159.55,9.8822,25.6118
631,769.32,134.21,38.50,30.84,7.69,9.5619,23.5237
639,342.21,669.58,78.87,40.80,8.63,10.5545,130.5660
653,240.17,731.33,43.92,39.80,178.93,6.1953,39.4986
358,649.02,403.96,78.62,55.38,13.15,10.1709,176.1279
667,773.90,479.06,35.94,35.62,179.27,5.9702,23.6704
299,441.98,116.95,36.16,28.72,175.02,11.9615,19.3150
682,691.24,694.30,77.67,35.76,20.02,8.6302,110.9853
689,760.72,698.53,38.78,36.40,89.21,6.7892,28.1591
707,777.22,723.76,52.21,30.87,9.64,10.3892,43.2957
711,483.39,705.41,84.20,42.58,173.13,11.9491,155.2903
688,828.64,756.42,87.21,44.27,29.68,6.5380,173.2154
474,495.61,473.09,91.34,56.95,146.76,15.7015,244.4480
735,558.22,738.94,88.45,40.47,168.25,10.4907,162.9111
736,468.53,736.01,55.15,40.71,10.10,11.7319,63.6950
695,438.80,618.38,46.12,39.89,27.87,6.3874,43.6509
69,689.82,119.03,64.13,30.62,21.65,8.3251,64.7955
42,671.79,157.54,44.36,41.27,177.07,8.8134,41.7849
670,704.86,689.36,55.73,36.40,19.73,10.3526,58.1786
760,514.52,457.80,55.02,42.89,2.32,25.9721,66.8035
767,755.84,796.20,60.09,29.80,16.44,4.1700,55.3629
8,563.58,109.84,64.69,39.61,19.10,11.4966,85.2669
