气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
4,876.68,427.81,56.88,49.43,172.34,4.3421,82.2637
5,838.67,76.78,46.52,40.70,8.68,7.5676,45.3101
6,894.58,281.47,44.70,36.71,15.26,8.1982,37.7377
7,293.97,299.99,70.67,58.88,7.24,7.3912,151.2789
8,560.91,224.95,61.52,41.53,12.46,10.3782,80.8489
9,790.62,285.81,80.03,47.50,173.54,7.2226,156.5158
10,842.71,264.48,60.18,43.77,19.58,7.1619,81.5631
11,261.75,79.75,63.93,46.85,16.03,6.8904,98.4843
12,367.11,355.18,44.91,38.04,16.80,7.3916,39.4810
13,309.77,116.24,55.91,43.60,32.27,6.9282,70.1231
15,426.63,306.99,56.69,32.04,171.49,10.2876,52.9740
24,665.29,7.34,76.81,31.83,6.35,0.6641,96.6064
25,759.22,313.06,65.22,36.86,27.54,9.4743,80.6714
26,485.25,12.69,52.01,34.17,6.32,5.5398,47.5512
27,612.13,11.68,57.56,31.14,178.45,7.5338,53.0846
28,731.90,27.78,69.73,39.59,27.44,7.7276,99.0486
31,588.49,356.56,46.18,42.60,176.73,9.1421,46.7400
32,554.67,408.93,40.34,36.75,91.06,7.5074,30.7729
33,762.30,210.90,73.18,36.53,24.21,10.1592,100.6346
34,519.35,151.88,45.39,38.22,131.93,7.1875,40.5127
35,523.47,187.29,88.41,51.07,151.90,12.0823,205.3784
52,367.34,157.31,83.28,56.65,121.64,10.9136,202.1140
63,778.76,60.10,97.47,55.73,23.38,10.0996,272.4222
65,465.03,141.99,81.24,53.20,37.05,7.8510,180.6192
67,630.54,286.12,52.78,37.96,167.33,10.5103,54.3977
69,678.27,228.53,66.79,34.42,20.20,10.8696,78.9795
70,313.40,433.61,92.46,54.83,8.93,8.4877,241.1112
72,656.12,175.52,54.34,34.04,13.55,10.6684,51.7110
79,695.53,74.22,59.01,49.88,134.69,7.5280,89.3667
89,394.39,438.93,69.64,47.05,177.15,17.6746,117.3809
200,861.17,150.52,36.96,35.79,175.21,6.7794,25.1481
211,312.44,555.42,46.23,39.38,13.19,4.2287,43.2998
54,670.85,139.80,32.70,28.63,0.31,8.8002,15.7477
46,543.13,20.59,77.26,41.81,175.66,10.8099,128.3972
238,877.59,589.39,23.78,22.97,0.18,4.9647,6.6846
263,694.98,427.47,88.24,46.46,1.64,11.0050,186.0738
265,514.35,430.68,52.03,45.51,6.03,8.5427,63.3785
84,369.11,110.07,60.95,38.16,153.86,7.2431,72.9207
282,648.92,435.73,80.72,48.50,21.03,10.9907,162.5516
83,469.31,244.18,84.36,35.42,1.83,12.6064,129.6757
37,753.74,336.46,79.24,45.33,28.43,10.9523,146.4517
320,421.17,449.90,101.67,54.14,164.25,9.0511,287.9344
316,721.06,366.87,59.84,56.74,2.67,8.9104,104.5053
43,420.08,170.98,73.49,49.84,160.16,10.9130,138.4830
349,274.35,543.95,70.93,31.60,7.77,7.6042,81.7983
20,588.25,289.30,42.64,41.01,6.46,7.4753,38.3530
322,774.79,480.61,104.47,43.06,18.48,9.8618,241.7744
379,348.25,529.75,74.89,43.08,160.40,10.3582,124.2834
266,595.54,405.39,78.50,45.65,13.30,10.2750,144.7068
314,533.56,246.91,62.64,47.60,154.91,8.2123,96.1101
380,755.99,518.46,77.23,60.52,162.66,19.0663,185.7097
406,279.68,620.14,29.36,28.28,0.08,5.4543,12.5435
413,349.38,5.91,35.45,15.71,179.74,2.6409,10.1525
414,493.45,524.00,117.90,75.92,160.90,11.4028,542.9866
439,721.30,638.39,37.66,36.57,178.48,6.8041,26.6864
456,437.57,599.39,62.45,45.04,13.47,9.6210,90.3573
474,509.52,597.42,99.86,59.77,149.18,10.7512,306.6747
484,726.95,586.83,53.19,45.86,170.37,6.9762,66.7499
471,589.61,608.40,59.27,53.26,174.95,9.3490,96.2603
42,684.65,251.23,44.31,36.11,17.47,6.0460,36.4816
17,669.12,176.28,47.24,40.61,8.84,10.8956,46.6246
554,532.85,652.66,64.71,39.37,155.62,12.4464,84.8189
517,506.02,574.35,77.35,66.29,131.96,7.6460,204.0213
560,309.11,715.87,75.35,48.50,151.70,8.1190,141.6732
57,642.47,229.93,44.52,43.31,87.17,9.8602,44.1567
569,565.96,60.08,31.98,31.17,89.29,6.6759,16.4009
572,606.48,703.48,97.95,37.68,0.63,23.6681,186.0183
530,448.61,686.32,68.64,57.57,142.69,9.3893,139.5539
580,482.29,716.84,58.81,37.61,166.47,11.3851,66.9279
