气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
10,849.43,75.74,44.32,42.98,5.33,6.4922,43.4407
25,732.82,14.58,54.18,34.44,175.45,9.2962,52.0015
32,506.91,160.33,64.34,41.15,171.40,10.3153,87.6419
70,256.50,199.39,60.15,59.67,88.00,8.1708,111.0663
263,662.10,158.32,79.19,43.24,7.52,8.8386,139.4950
322,778.14,206.03,80.04,63.75,16.72,9.0218,210.1057
266,542.72,86.25,66.65,33.70,149.25,9.6270,77.0113
414,382.02,247.72,59.00,40.97,154.77,9.1594,73.3751
439,660.84,393.99,68.15,37.26,16.88,11.1626,89.0294
456,388.42,313.36,97.30,58.84,136.97,10.6626,286.6021
572,529.76,367.69,90.88,47.57,156.77,10.4469,202.1028
530,356.68,471.01,50.16,38.15,28.08,6.6571,49.3788
580,467.10,417.10,96.19,39.00,7.71,8.8958,185.6149
595,736.62,490.57,89.38,44.28,17.43,9.6680,181.9877
597,736.54,459.65,63.24,43.02,31.48,8.2151,88.5114
588,571.57,402.93,67.26,36.16,176.76,16.3297,84.1555
358,620.96,196.29,76.86,31.45,175.34,11.2055,95.5976
682,648.27,467.43,55.43,32.56,178.17,9.9171,51.4775
735,516.03,589.12,58.69,45.02,160.57,11.3773,79.7705
736,398.81,573.18,68.92,47.05,158.21,9.2201,114.9863
811,589.36,143.16,68.79,42.27,1.57,9.3854,102.9061
812,875.79,531.00,57.39,51.20,169.19,6.1828,86.7644
813,841.93,181.52,50.77,42.89,14.33,4.9401,56.8698
814,309.96,216.80,45.42,43.23,170.78,6.3593,45.8805
816,591.25,503.45,45.18,42.61,174.46,8.4437,44.7509
817,290.24,421.05,68.15,52.12,2.16,8.2348,124.5488
818,312.75,554.90,74.62,57.51,168.79,9.2516,164.7469
819,885.61,372.21,44.26,41.61,176.93,6.1693,41.9295
820,428.88,478.37,52.70,35.73,167.24,11.1605,51.0585
821,836.20,386.01,65.63,40.69,26.17,7.5399,90.1672
822,305.54,654.57,51.13,42.88,175.09,5.0248,57.6809
823,876.84,239.80,37.87,34.48,176.10,4.7291,25.4412
824,529.69,293.48,44.53,39.93,169.84,8.5505,40.7245
825,759.63,351.34,70.04,40.61,23.79,8.7554,102.5050
826,672.05,316.88,52.64,44.51,0.13,8.7615,63.4481
828,545.56,542.85,36.97,36.12,1.17,8.2579,25.3974
829,370.70,47.51,71.19,39.83,139.82,11.4933,103.8346
830,416.02,125.67,70.75,43.95,149.75,13.3241,113.1687
831,348.96,34.36,51.69,30.99,112.53,9.2806,42.5957
832,796.24,432.90,57.05,42.31,5.40,9.3203,70.8443
833,593.54,66.16,43.49,37.07,14.44,8.5554,36.0776
834,779.76,333.31,41.18,37.55,177.90,6.8197,32.7517
835,552.33,202.70,71.90,35.20,170.94,10.0703,93.6176
836,439.59,109.59,58.10,56.36,6.72,9.5727,97.8933
837,446.39,71.86,63.89,38.01,147.10,11.1141,79.8111
838,642.59,354.80,54.65,32.64,15.62,10.6013,50.1464
839,874.39,673.24,23.13,22.85,1.20,5.7546,6.2915
841,783.20,240.65,40.85,28.56,14.11,12.2300,24.5207
842,690.83,589.73,86.85,41.62,2.14,11.8310,161.5358
844,442.92,49.33,79.90,39.38,168.55,10.4693,129.3350
846,672.09,269.92,32.85,31.09,0.05,6.5300,17.2616
852,644.77,596.57,59.23,54.81,178.71,9.5707,98.9389
517,442.75,289.00,86.34,68.97,137.84,6.4673,264.4799
893,426.93,616.16,86.89,60.82,178.20,10.4796,236.1952
689,716.19,514.56,67.27,46.74,176.40,7.9155,108.8128
849,732.11,173.62,67.15,40.72,18.23,9.3801,94.4593
316,654.37,39.37,69.55,46.36,146.32,14.4886,115.3500
554,426.13,335.68,64.61,45.31,153.93,7.2610,97.3115
848,533.67,6.73,68.99,22.31,0.09,15.9711,54.6166
868,450.99,357.25,34.79,29.47,2.32,9.9163,18.3500
923,268.77,678.57,57.74,39.50,4.88,7.0679,67.7491
932,665.37,666.02,49.21,46.75,2.44,10.0337,58.2356
827,593.69,419.11,42.98,40.20,4.27,9.7834,38.2116
896,772.58,637.07,107.01,39.75,11.82,10.5590,234.1926
953,354.08,678.54,75.49,50.70,166.95,9.3972,148.6455
856,582.76,576.78,89.48,52.60,14.50,10.7480,216.6510
886,535.80,402.77,51.48,46.19,7.36,8.1004,62.9793
954,761.29,681.38,81.06,59.75,163.27,10.5742,201.9854
974,639.31,674.33,81.72,46.38,8.27,9.2107,159.3551
980,296.79,716.13,28.27,28.12,88.25,6.7406,11.5585
20,538.06,31.45,52.45,51.97,178.82,9.7787,73.5554
987,354.75,92.89,42.09,40.54,172.91,9.1321,36.9414
37,751.45,48.90,50.90,43.06,22.65,8.6303,57.3858
988,508.53,698.93,131.59,79.48,3.06,7.9657,708.0295
1000,656.40,64.15,73.25,47.80,7.92,12.6597,131.9605
1013,729.99,751.87,36.09,34.36,176.31,7.5107,23.0282
1014,570.44,183.18,34.54,33.66,3.01,10.4918,20.6597
1030,432.31,753.84,63.92,40.53,16.90,9.8081,85.1964
851,594.29,594.97,55.87,38.79,18.23,10.6839,62.2833
1048,525.78,764.21,91.58,57.01,4.54,13.2292,246.0239
845,653.48,373.34,49.02,42.61,16.89,9.7472,52.6673
1058,745.30,712.99,48.78,38.92,175.49,7.8742,47.6498
1045,593.47,770.08,65.10,48.18,168.89,6.9889,105.0370
380,719.33,216.45,55.89,51.00,176.56,6.4333,81.9631
484,700.43,377.12,45.09,39.35,11.68,6.9386,41.1519
1091,529.61,744.62,69.51,61.92,109.58,10.9718,153.9194
