气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,719.93,170.27,50.81,38.02,159.36,7.0972,50.4886
10,829.78,203.70,51.99,41.68,28.70,8.4046,57.9638
25,740.89,218.51,64.25,39.15,167.71,12.2694,83.1306
32,520.47,351.76,59.97,46.95,5.32,11.2356,86.8586
33,757.36,97.39,76.00,36.07,18.07,6.6602,107.1847
35,519.64,57.50,69.38,52.23,164.74,11.8128,129.3381
67,580.25,155.15,75.31,40.99,17.02,8.7629,119.6025
70,254.18,347.34,78.75,45.42,10.21,7.1040,144.9156
72,599.01,17.39,98.63,46.48,159.42,9.8280,232.6012
263,661.36,340.59,68.50,61.80,1.79,7.7437,149.1881
83,377.34,125.87,85.77,56.53,7.67,10.2635,213.9504
37,720.15,215.42,46.15,41.53,2.36,9.2958,45.5118
20,550.46,184.56,54.99,45.62,158.73,9.4789,70.9671
322,780.80,383.19,77.98,53.69,151.79,8.5989,167.9582
266,569.09,279.51,56.50,40.38,151.84,11.1665,66.3082
380,708.50,415.25,65.52,27.02,11.10,11.6575,59.6856
414,395.53,423.47,69.75,40.82,154.43,7.5953,102.1728
439,656.95,593.47,67.86,41.51,3.72,8.5860,98.3427
456,405.48,488.42,96.73,45.94,145.84,11.5928,221.1390
484,704.04,530.12,45.34,41.65,1.21,8.8337,44.0466
17,609.58,56.19,83.60,45.98,1.16,14.1688,165.3163
554,441.29,537.49,65.76,54.45,164.22,11.4646,121.1563
57,569.22,99.43,49.07,48.04,87.22,8.7778,59.5008
572,541.47,575.16,82.83,50.94,153.05,16.8353,179.7694
530,354.22,607.42,44.13,37.65,12.83,8.8163,37.7164
580,457.55,619.61,72.39,58.68,169.01,12.7936,158.2039
595,718.84,680.59,83.37,49.87,15.48,52.3445,178.3112
597,712.83,621.55,57.03,46.78,45.95,8.8975,78.2614
588,598.53,622.29,63.97,39.34,149.99,15.0935,82.8071
287,562.34,330.16,31.75,28.92,91.39,7.8760,15.0034
358,634.70,425.42,72.23,37.35,177.87,10.7931,100.2461
682,637.56,690.45,55.55,39.73,14.40,11.2961,63.0741
735,520.17,778.82,46.76,45.66,178.37,7.9804,51.3670
736,403.91,744.30,78.72,50.96,167.89,7.3450,162.4687
42,645.44,135.84,117.34,46.23,4.40,9.4620,327.4560
8,488.54,81.51,89.91,43.40,165.22,9.0399,180.4774
802,724.97,388.73,83.00,46.98,37.38,4.7486,166.4973
811,588.03,374.35,92.10,47.54,6.85,10.3690,207.4688
812,873.82,653.58,61.27,48.80,158.34,5.8938,94.2278
813,847.05,310.64,46.53,38.17,25.34,5.9719,42.5063
814,316.44,325.60,45.66,43.96,176.07,5.1514,47.1462
815,437.57,166.70,99.56,55.51,5.41,7.2212,283.0671
816,591.62,683.43,43.72,43.18,3.72,9.6273,42.4507
817,280.41,579.14,76.16,48.27,6.10,9.1330,144.0461
818,318.38,713.51,73.53,39.65,166.57,7.4800,110.2865
819,876.00,505.77,60.29,34.60,25.86,7.0898,64.7148
820,421.89,673.38,65.99,36.69,10.86,8.5636,82.1939
821,823.75,526.49,64.23,46.19,30.02,6.4990,98.0375
822,314.40,773.94,53.08,42.72,154.68,6.2288,61.9323
823,884.45,347.55,37.19,35.11,3.50,4.8156,24.9839
824,539.32,471.78,44.91,39.19,7.29,9.1689,40.6768
825,751.84,523.58,58.98,46.00,19.13,7.1210,82.3335
826,694.85,481.48,55.11,44.03,149.02,8.3823,68.7924
827,597.55,565.60,43.71,42.54,175.74,7.6861,41.8180
828,538.61,721.39,37.64,37.36,91.22,9.4603,27.2321
829,405.03,234.90,72.02,43.90,163.93,9.8412,117.1309
830,435.30,340.22,59.09,39.85,150.07,10.9359,71.5799
831,366.49,218.58,44.53,43.69,0.99,9.7046,44.5663
832,802.14,616.96,71.95,53.12,157.57,10.7218,141.4819
833,593.72,220.03,38.34,36.99,93.30,10.3332,27.9729
834,783.05,467.38,38.37,35.30,4.77,6.3948,26.7347
835,568.46,427.71,68.26,35.77,169.95,10.6883,85.7578
836,437.97,274.47,61.80,57.35,178.43,11.5056,112.6751
837,481.16,284.81,78.61,43.99,146.16,10.8506,139.8640
838,642.44,562.84,51.23,35.20,6.04,13.3707,47.5235
839,872.78,776.54,25.31,24.10,1.89,5.6129,7.9432
840,755.10,630.44,22.67,22.23,89.45,6.9275,5.8761
841,765.15,456.59,34.31,25.57,23.22,10.4978,15.4824
842,692.97,781.89,75.12,45.59,175.45,5.7935,132.3730
843,539.24,546.18,31.42,29.85,177.92,5.9341,15.1627
844,466.33,254.63,75.15,41.39,147.28,13.1501,120.2541
845,652.38,548.07,50.85,43.57,1.03,8.8427,57.9679
846,677.93,409.58,36.57,33.86,179.10,7.7064,23.3027
847,704.53,71.23,34.00,32.62,94.33,7.4781,19.4008
848,532.23,204.17,77.76,48.70,174.17,11.2610,151.4761
849,737.80,345.77,55.15,41.08,4.82,11.5639,64.2792
850,772.31,64.17,84.91,57.08,23.27,12.4962,211.7127
851,582.12,787.36,59.38,32.13,5.03,5.9732,58.2879
852,651.44,786.65,63.49,47.32,150.82,8.9561,98.1184
853,721.30,83.83,51.62,35.14,29.21,14.1343,48.1769
854,598.09,780.64,51.80,44.87,178.06,20.7587,61.9412
855,764.87,790.16,35.21,24.07,179.33,1.9482,15.3469
856,562.97,782.60,65.84,41.90,6.32,8.6278,93.4496
517,414.56,455.46,83.46,45.42,152.45,11.7839,162.7380
760,468.01,449.45,51.65,34.24,5.19,7.6750,46.9915
867,501.58,6.41,37.62,15.44,178.92,5.3090,11.2424
879,443.60,6.45,58.38,20.14,0.15,9.4324,35.3111
316,656.66,252.12,91.90,37.99,1.43,11.9440,165.0678
886,538.92,595.81,59.14,37.55,158.48,0.0000,67.5698
887,391.65,466.29,42.31,41.70,94.31,0.0000,38.3948
689,712.52,692.21,58.44,47.21,11.14,58.6779,82.9472
