气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
3,593.88,72.91,70.77,43.67,9.08,10.0438,112.4989
4,876.61,493.28,55.52,53.87,173.69,8.0288,85.4247
5,841.10,143.64,48.54,41.87,9.45,6.7743,50.7520
6,887.50,337.07,46.79,39.67,33.68,4.7425,44.6875
7,293.85,373.47,67.92,53.74,176.31,8.4614,127.5423
8,565.00,337.33,62.08,37.21,5.64,10.1087,73.7812
9,794.28,377.52,63.21,49.00,177.22,8.8807,100.7061
10,839.36,340.90,57.18,43.26,24.16,8.0375,72.7745
11,257.04,153.19,70.73,47.68,142.66,8.4632,122.7074
12,359.76,430.04,46.73,38.13,25.37,7.9129,42.8336
13,307.59,178.15,45.57,43.03,175.97,7.2338,45.9707
15,428.69,420.36,57.49,34.73,173.00,9.1213,59.0613
18,780.92,296.36,38.25,32.18,8.94,15.9282,24.2277
23,852.70,36.81,50.37,42.28,16.23,6.7580,55.1920
24,660.73,103.17,76.57,38.02,3.15,9.7647,114.6625
25,747.12,407.33,58.56,42.27,40.95,10.0400,74.5790
26,500.97,102.04,60.56,43.35,168.34,8.9669,81.7887
27,622.21,125.15,74.61,32.24,169.48,13.9125,92.3175
28,729.42,118.40,67.05,38.65,22.06,8.0958,89.3922
29,415.15,62.88,56.00,49.57,175.76,11.1344,79.9699
31,590.31,448.68,43.51,43.23,89.87,10.1526,42.1014
32,547.49,490.08,37.20,36.23,93.41,6.8866,25.8021
33,761.37,301.29,70.01,36.13,26.34,7.0930,91.1138
34,526.32,240.26,42.91,38.62,171.78,8.9166,36.5838
35,524.33,304.34,87.53,52.38,159.20,7.5174,206.4532
40,534.96,27.85,63.36,31.40,155.09,9.7864,64.8566
41,441.23,10.54,67.96,34.05,166.56,6.5061,80.9053
52,379.97,254.31,93.40,55.79,127.62,6.2571,250.3840
62,595.92,18.21,41.21,38.95,179.34,8.0959,34.0303
63,778.65,154.01,87.57,65.98,21.37,8.8757,260.2977
64,420.47,5.38,50.98,20.57,1.76,12.4409,27.5118
65,451.58,233.42,70.37,69.45,90.96,7.9360,176.9593
67,644.81,395.54,41.94,36.31,171.95,11.9668,32.8518
68,362.67,3.13,72.43,22.96,165.87,2.7649,61.9689
69,668.61,333.66,64.73,34.24,16.94,15.5240,73.7912
70,315.45,507.04,84.30,54.93,3.93,6.6457,200.8432
72,647.05,287.74,53.34,34.01,8.87,9.4154,49.7875
79,710.13,163.36,53.26,51.67,90.95,4.4281,75.3937
80,435.42,56.71,58.96,53.44,98.80,10.7168,95.5820
89,397.46,521.30,72.17,49.05,157.11,8.3663,131.4236
200,871.34,206.56,38.06,35.32,170.95,6.4702,26.3217
