气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,723.10,123.58,51.25,38.53,161.10,9.0115,52.0675
10,835.42,167.80,53.16,43.05,36.96,6.5578,62.5925
25,739.16,163.44,63.88,40.97,168.90,10.3439,86.0211
32,515.81,297.71,58.50,45.84,2.15,10.8726,80.7083
33,764.51,42.46,86.15,35.52,17.47,10.6410,135.6255
67,585.50,102.88,70.79,45.05,19.34,10.6889,116.1618
70,252.15,308.07,79.17,48.81,12.69,7.0159,157.4091
263,659.61,288.51,77.60,56.24,18.04,9.0772,174.2427
83,379.64,74.23,90.73,59.03,12.14,12.1203,250.0037
322,779.04,334.19,83.36,57.66,149.39,8.7184,206.1327
266,562.17,227.23,54.53,39.61,163.63,11.2836,60.6057
380,714.13,364.06,67.06,30.67,12.42,7.9436,70.9606
414,392.94,374.46,76.49,37.61,148.53,7.8274,113.1938
439,657.41,539.40,67.90,38.31,8.66,9.4636,90.8875
456,396.20,444.62,101.44,47.82,144.44,7.9328,253.1398
484,704.70,485.77,50.00,40.19,159.14,7.7802,51.6959
17,608.05,6.70,89.15,24.83,4.76,6.7367,101.5363
57,573.21,52.96,49.87,48.22,176.41,7.9283,61.6991
572,533.60,520.40,84.19,51.22,151.57,19.9545,186.7706
530,354.48,569.06,47.62,39.27,17.76,6.4586,45.8108
580,458.24,563.17,76.06,55.21,0.37,9.0771,164.3120
595,719.21,623.85,88.79,44.61,15.52,9.3124,180.9367
597,719.88,576.76,63.59,44.88,51.63,8.4163,93.3546
588,591.40,562.03,62.82,41.59,153.36,10.4612,84.4427
287,569.25,289.60,35.01,33.50,179.71,3.1887,21.1262
358,631.67,364.00,72.90,37.22,178.13,11.1189,101.7563
682,642.98,630.63,68.52,36.85,4.44,9.9218,89.0115
735,519.12,727.52,52.13,45.98,176.43,9.3553,64.2700
736,400.75,698.16,74.32,46.80,167.58,9.7218,132.9607
42,649.83,80.22,118.49,47.38,5.76,9.7750,342.2511
8,482.86,31.10,90.12,47.36,164.93,9.5292,197.8929
802,726.31,335.40,60.08,52.52,26.05,4.0269,97.5216
811,592.88,310.50,84.27,46.66,177.44,11.9967,170.4829
812,874.76,620.63,59.65,50.70,148.44,10.1664,92.8228
813,846.01,275.32,50.19,38.92,26.76,8.6484,50.4274
814,317.47,297.08,52.66,41.86,141.52,3.2836,59.7244
815,437.46,111.56,102.74,45.41,5.63,13.3071,246.5942
816,591.86,633.98,44.95,43.71,0.52,9.0220,45.4310
817,283.03,535.83,76.66,48.70,12.17,8.2669,147.2520
818,313.21,674.48,72.27,38.08,172.08,7.2325,102.3187
819,876.96,468.01,54.35,39.12,30.04,6.6870,59.4541
820,423.92,624.17,64.00,38.21,8.23,8.0685,80.5065
821,830.37,486.57,66.52,41.71,32.42,8.1136,94.9485
822,311.72,743.04,47.99,46.55,174.73,6.1364,55.1566
823,884.57,318.26,38.55,35.88,2.94,4.9536,27.4255
824,536.72,421.97,46.00,40.98,1.94,8.9533,44.5995
825,754.08,478.99,66.95,47.18,21.22,9.7351,108.7886
826,687.33,437.80,56.03,44.65,147.98,9.6635,72.1165
828,540.43,672.43,39.03,37.77,5.98,8.7825,29.6011
829,397.18,186.00,72.91,40.53,155.14,11.0628,110.8612
830,428.80,284.66,70.51,41.87,151.85,10.0424,107.0709
831,367.18,184.32,52.70,46.10,175.97,8.5119,65.8658
832,800.32,564.18,76.05,55.18,167.91,11.4117,164.1813
833,591.85,177.46,40.76,37.99,11.54,7.0648,32.4731
834,780.29,428.70,39.81,36.00,3.78,6.4312,29.3535
835,564.25,365.51,72.98,38.91,171.17,11.6878,106.6193
836,435.98,228.87,68.94,54.44,126.20,9.3718,133.1137
837,472.78,226.49,74.30,46.13,150.37,9.3266,131.0341
838,639.38,507.50,48.37,36.19,13.94,7.8278,43.5587
839,872.62,749.31,24.06,23.17,1.58,4.6847,6.8991
840,759.24,591.84,22.20,22.01,88.86,6.5491,5.5817
841,771.58,399.86,35.50,25.70,14.72,11.5783,16.6635
842,692.03,731.62,78.43,45.89,176.44,10.5193,145.1915
843,538.42,496.73,30.36,26.54,0.43,6.7111,12.5807
844,457.65,196.52,73.43,43.19,152.46,10.1650,119.7960
845,656.36,499.09,51.04,42.75,6.32,9.9360,57.2834
846,674.73,371.64,31.76,31.62,90.26,6.6886,16.4116
852,648.20,739.09,61.28,55.06,175.22,9.3787,106.3757
517,429.10,407.03,90.19,56.93,165.85,6.0348,238.2335
893,436.59,762.08,93.92,65.72,153.87,10.1267,298.2761
35,520.06,18.50,65.71,55.46,179.02,3.1752,123.2118
689,711.47,649.87,54.82,43.93,8.12,8.6872,67.9230
849,734.55,300.35,57.81,40.95,5.36,8.2957,70.4133
847,713.87,33.69,40.62,39.04,94.05,9.3346,33.1384
316,658.32,195.90,81.91,39.68,178.22,11.9972,136.9600
554,438.07,477.89,59.53,53.24,179.27,10.3702,97.0526
848,529.06,143.84,68.61,52.02,168.98,21.9895,125.9636
868,460.41,495.72,31.52,31.23,88.40,12.6036,15.9634
923,276.26,788.76,63.67,43.97,157.85,5.8798,91.6933
932,665.59,797.05,57.36,34.15,23.56,1.7232,57.7883
20,548.58,148.67,59.01,55.66,179.74,9.0543,99.7200
827,597.12,524.27,41.47,41.27,179.35,5.7309,36.5104
853,736.24,39.03,77.17,40.72,22.22,11.3722,124.7354
896,778.01,771.12,110.21,49.75,17.21,12.3592,310.8937
850,783.83,24.00,74.14,51.49,24.34,15.9772,145.5773
851,584.92,738.83,64.82,38.82,6.78,6.3991,83.9128
953,346.91,792.64,81.29,26.45,170.29,3.9530,89.9259
856,572.79,726.07,66.86,46.60,7.58,8.4678,107.1801
886,542.05,540.01,61.61,45.43,161.66,5.4783,88.7221
954,777.12,790.34,59.60,26.73,179.20,0.0000,48.8429
955,391.77,374.70,78.81,36.75,147.84,0.0000,117.4340
