气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,726.15,10.30,46.88,30.89,175.56,3.9062,34.9260
10,848.59,82.00,45.00,43.20,6.56,6.2304,45.0032
25,732.72,23.86,53.60,39.43,177.63,12.8987,58.2759
32,507.35,169.11,63.19,40.76,171.39,10.0386,83.7412
70,256.50,206.49,60.29,60.18,179.41,7.2630,112.5472
263,662.46,166.59,78.99,43.19,6.77,8.5896,138.6428
322,777.89,212.95,79.83,61.92,18.19,8.7392,202.9870
266,543.47,95.96,65.55,34.09,149.68,10.3699,75.3544
414,383.63,256.56,58.89,41.29,156.22,11.1807,73.6753
439,659.90,404.82,68.55,35.93,13.66,12.0588,86.8645
456,389.05,321.35,99.29,58.31,137.39,11.9828,295.6983
572,530.08,378.26,90.48,49.80,154.55,12.5861,209.7261
530,356.30,477.78,49.84,38.06,26.86,6.5524,48.6465
580,466.89,426.23,96.86,38.92,7.48,10.0609,187.8708
595,736.49,498.22,89.91,46.51,16.96,6.5245,193.4595
597,736.06,466.07,63.81,38.78,28.16,7.4790,81.2359
588,572.01,413.85,66.05,37.75,174.36,13.5301,84.7379
358,622.23,207.83,75.10,32.70,176.22,14.6440,94.8654
682,649.58,479.12,59.05,33.56,177.25,13.3857,60.2097
735,515.87,599.03,58.65,44.34,160.37,9.4690,78.4699
736,398.45,581.30,68.92,46.94,160.91,10.5202,114.6892
811,589.04,154.45,69.35,41.32,0.48,10.0280,102.2303
812,875.57,537.37,57.27,50.37,172.43,6.2769,85.0091
813,842.11,187.47,50.19,42.70,17.30,8.5464,55.3286
814,310.03,223.09,46.08,43.39,175.10,5.5070,47.3891
816,591.38,512.30,45.36,42.69,172.96,10.0083,45.1958
817,289.34,428.60,67.96,51.36,2.77,8.7575,122.0419
818,313.91,564.44,73.22,57.28,166.28,7.8520,157.9661
819,885.17,378.50,44.53,41.96,177.00,6.9537,42.8070
820,429.07,488.67,51.04,36.33,162.50,10.1463,48.6978
821,835.65,393.53,66.37,40.85,25.01,7.0033,92.5630
822,305.55,659.82,51.52,42.24,176.50,5.5240,57.6842
823,878.00,245.34,37.08,34.59,175.28,6.4055,24.4740
824,529.58,302.68,45.65,40.82,169.41,8.5477,43.7696
825,759.21,360.01,70.26,41.55,24.11,8.8946,105.5233
826,672.85,325.54,52.71,45.00,179.83,8.8056,64.3247
828,545.20,551.51,38.11,36.44,5.88,7.4463,27.2230
829,372.23,57.05,73.27,40.35,139.61,8.9614,111.4549
830,415.76,137.08,72.63,42.52,151.64,11.0781,115.3764
831,350.43,42.86,49.20,30.55,109.05,6.6219,38.0507
832,797.07,442.79,56.85,40.98,1.41,8.6048,68.1467
833,593.30,73.74,43.26,37.22,15.76,8.7016,35.8290
834,779.59,339.47,40.37,38.52,177.75,5.7767,32.2897
835,553.80,213.02,76.13,33.29,171.11,11.8144,99.2585
836,438.68,118.58,58.51,56.37,3.16,11.2979,99.2981
837,448.42,79.90,67.28,40.81,147.14,4.7691,95.0299
838,641.48,365.58,53.08,31.93,14.35,9.2157,46.2819
839,874.17,678.57,23.56,22.79,179.84,5.4432,6.5065
841,782.14,251.41,41.71,27.04,13.43,11.6702,24.2093
842,691.20,599.21,84.30,41.61,2.49,12.4590,152.1434
844,443.34,59.37,77.52,38.29,167.37,9.9458,118.3622
846,672.35,276.84,32.88,30.78,179.74,7.2163,17.1146
852,645.70,606.52,60.28,54.06,178.62,10.4043,101.0637
517,439.34,298.45,90.41,68.12,139.79,9.3799,286.4696
893,428.87,626.06,84.94,62.28,178.98,8.6961,231.1371
689,714.91,523.67,65.73,46.51,176.23,10.8634,103.3742
849,731.18,181.59,63.51,40.84,15.72,10.1237,84.7484
316,654.26,50.12,71.00,45.90,148.94,12.9012,119.0327
554,429.05,344.53,64.72,46.07,152.02,9.5798,99.2864
848,532.28,8.87,73.21,31.61,173.70,5.1739,87.1448
868,451.89,366.87,33.75,30.15,178.61,8.4932,17.6704
923,267.94,686.27,57.16,40.16,8.53,7.3296,67.5119
932,666.66,675.47,48.28,45.80,2.29,12.7166,54.9194
827,594.67,427.19,42.62,39.50,175.27,8.5505,36.9118
896,772.43,646.95,107.59,41.27,11.62,7.8626,245.7450
953,353.25,687.70,75.49,50.97,169.75,10.3562,149.4488
856,579.89,586.31,83.28,48.95,13.15,12.9712,174.6525
886,535.89,412.89,51.20,45.20,10.44,8.7804,60.9594
954,761.88,690.81,82.27,63.49,156.57,11.0907,221.0753
974,640.49,684.50,84.27,47.09,7.86,9.0945,172.0338
980,298.22,722.42,30.92,28.70,175.28,6.3967,14.1136
20,538.04,40.73,52.95,50.84,2.66,8.9839,73.3153
987,355.23,99.80,40.93,39.60,177.22,7.4089,34.1289
37,749.70,57.51,50.18,42.88,20.96,7.7635,55.5527
988,509.35,710.35,129.37,85.77,0.61,20.6750,738.5322
1000,656.33,73.50,71.10,47.38,4.70,13.4977,123.2206
1013,730.63,759.58,35.85,34.59,177.40,6.5035,22.8645
1014,570.05,189.88,33.44,33.13,90.28,9.0633,19.0565
1030,432.50,763.20,63.82,40.05,15.08,6.5818,83.9159
851,592.76,605.52,55.00,36.09,16.42,8.0790,56.1648
1048,525.84,774.94,88.34,51.73,3.11,8.8150,207.7236
845,652.84,383.77,46.65,44.33,7.24,7.1570,49.6306
1058,746.56,721.46,46.47,37.33,170.58,9.6540,41.4828
815,415.03,5.53,49.42,12.75,179.38,18.8037,16.0231
1045,593.95,778.57,67.85,46.14,169.53,12.4922,109.2734
380,720.60,224.31,54.39,51.04,175.43,21.9630,77.6881
1091,527.22,755.96,73.81,64.40,147.35,16.3637,180.5229
