气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,723.42,121.34,51.26,38.54,161.48,9.0180,52.0977
10,835.90,166.15,53.12,43.01,37.01,6.8983,62.4305
25,738.31,160.70,64.29,40.47,166.73,13.3037,86.0601
32,515.48,295.13,58.40,46.12,0.74,10.1541,80.9098
33,766.99,39.83,79.84,35.61,19.02,10.8366,116.7771
67,585.10,99.74,72.45,45.72,19.38,11.1170,123.4644
70,252.09,306.14,78.96,48.92,14.07,7.5218,156.9235
263,659.85,285.66,77.07,56.20,21.16,13.9797,171.7276
83,379.95,71.83,91.22,58.64,12.92,9.6361,251.0609
322,778.46,332.05,84.19,57.62,149.03,10.5588,210.1201
266,562.01,225.00,53.39,39.43,162.33,9.0540,57.8081
380,713.97,361.14,66.31,31.83,14.04,13.4023,72.0066
414,392.66,372.58,77.43,37.86,147.69,7.9074,116.7794
439,657.68,537.09,67.50,38.72,9.41,9.6697,90.7797
456,396.59,442.60,102.78,48.07,144.21,8.0022,261.2495
484,705.42,484.16,49.91,40.14,158.54,7.2285,51.4424
17,610.83,7.62,86.62,23.52,2.22,11.9395,90.7827
57,573.34,50.99,50.08,48.34,175.68,8.5311,62.3760
572,533.30,517.61,84.41,50.02,149.81,11.5079,183.3693
530,354.34,567.32,47.55,39.15,19.17,6.9225,45.5495
580,458.71,560.58,75.76,54.84,0.24,10.8592,161.9264
595,718.96,621.86,90.30,45.70,15.46,7.1097,191.7029
597,719.75,574.61,62.70,44.65,52.79,8.6993,90.2984
588,591.31,559.00,63.25,41.19,154.16,13.3510,84.7564
287,569.65,289.75,36.17,34.22,89.37,4.1937,23.0264
358,630.80,361.10,73.16,37.42,178.56,10.9470,103.0488
682,642.84,628.17,68.97,36.62,4.18,10.7120,89.6322
735,518.94,725.42,51.87,45.73,177.43,8.4942,63.3024
736,400.49,695.84,74.93,46.36,167.50,8.6800,133.9038
42,649.76,78.07,118.24,46.25,5.98,8.0984,332.6055
8,484.59,27.99,92.80,47.06,163.79,19.6737,208.4982
802,725.83,334.00,59.31,53.90,23.51,5.4819,97.5579
811,592.43,306.75,83.13,47.11,177.26,16.4300,167.4621
812,874.98,618.94,57.15,52.65,172.58,6.8847,88.4577
813,845.83,273.59,50.24,38.59,27.34,6.8996,50.1120
814,317.14,296.09,53.08,41.68,141.53,4.3044,60.4090
815,438.04,108.91,102.35,44.92,5.89,9.1867,242.0854
816,591.96,631.72,45.18,44.15,1.82,8.7007,46.3729
817,283.31,533.82,76.47,48.69,12.81,7.6997,146.4638
818,312.85,672.70,73.19,38.62,172.09,6.9673,106.4552
819,877.00,466.30,53.69,39.55,29.72,6.9926,58.6593
820,424.21,622.09,63.71,37.84,8.03,8.3417,78.9972
821,830.89,484.62,66.67,41.37,32.10,7.8266,94.5925
822,311.74,741.60,47.70,45.93,174.10,5.5303,53.7690
823,884.57,317.10,38.60,35.73,5.12,4.6780,27.3937
824,536.81,419.84,46.09,40.69,0.83,8.6067,44.4690
825,754.18,476.39,67.18,47.25,21.16,10.3990,109.6884
826,687.13,435.68,55.12,44.54,149.26,7.9536,69.6227
828,540.64,670.18,38.67,37.79,6.06,9.4747,29.0695
829,396.59,183.42,72.27,40.05,155.11,10.8553,107.6044
830,428.00,282.68,71.10,42.04,152.53,8.7767,109.3399
831,367.70,182.63,53.59,46.07,175.61,7.1667,68.0645
832,800.94,561.60,76.06,54.71,170.06,9.8273,162.8123
833,591.75,175.58,40.59,37.57,12.49,7.7129,31.8430
834,780.35,426.78,40.63,36.28,6.16,6.6763,30.8153
835,563.68,362.86,72.11,38.87,170.26,10.3206,103.9823
836,436.69,227.16,68.73,54.73,131.19,6.3808,133.0164
837,472.94,223.66,72.42,45.56,150.94,11.7037,122.9085
838,639.41,505.37,48.33,36.27,12.74,9.4174,43.5860
839,872.67,747.74,23.71,23.07,1.18,6.3403,6.6720
840,759.35,590.33,22.10,21.58,179.00,6.0366,5.4205
841,772.00,397.16,35.68,25.83,16.01,11.0720,16.9141
842,692.32,729.12,78.46,46.07,179.25,10.1521,145.8949
843,537.36,494.13,30.58,26.40,178.61,12.8744,12.7001
844,457.57,193.91,73.31,42.08,156.01,12.0842,116.3331
845,656.60,497.48,50.47,42.76,7.82,4.5402,56.0270
846,674.93,370.15,31.76,31.21,89.45,5.6343,16.2010
852,648.31,736.83,61.00,54.65,175.49,8.7935,104.6256
517,429.40,405.41,89.08,57.32,164.56,6.9694,233.9972
893,436.45,759.79,93.12,65.92,153.62,9.3005,294.0400
35,521.21,12.86,72.77,58.45,135.56,14.6871,159.2231
689,711.55,647.99,55.35,43.42,6.93,6.4070,68.4328
849,734.24,298.36,57.57,41.06,3.26,7.2859,70.0124
847,713.44,31.50,39.97,38.00,94.92,10.8888,31.2257
316,658.54,193.30,80.93,42.41,179.64,9.7366,142.8723
554,437.95,475.34,60.75,52.52,178.50,10.7054,99.7166
848,529.36,142.13,70.89,55.59,171.17,9.9861,143.7236
868,460.44,492.88,32.58,31.61,90.72,10.3686,17.2651
923,276.61,786.04,62.43,43.81,164.31,8.9390,87.8555
932,666.22,796.89,59.29,37.46,25.30,2.8209,67.7449
20,549.17,146.47,57.25,55.71,0.35,12.8626,93.9335
827,597.11,522.79,42.50,41.96,1.96,4.8684,38.9976
853,733.29,35.28,68.87,39.76,23.47,17.6974,97.0168
896,778.37,768.29,109.03,48.95,19.00,11.5968,299.3401
850,786.82,21.82,67.38,50.01,26.77,11.2435,116.8138
851,582.80,736.50,67.13,39.52,8.45,12.0773,91.6401
953,346.48,791.99,82.85,29.23,169.90,2.9157,103.2410
856,573.20,723.07,67.77,46.01,7.86,13.5814,108.7247
886,540.77,538.10,58.58,45.92,163.75,8.3564,81.0686
954,774.94,791.65,55.79,21.62,176.87,3.9328,34.6146
955,392.09,372.67,78.10,36.52,147.13,8.5549,114.6182
958,398.97,111.28,37.82,35.96,91.09,10.1221,26.4662
960,499.09,793.77,38.65,13.14,179.88,0.0000,10.0942
