气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,723.47,118.54,48.18,39.27,171.74,10.6845,46.8898
10,836.27,164.30,53.17,42.89,36.86,7.8304,62.3961
25,737.81,157.94,64.33,38.71,167.04,10.2689,82.4136
32,515.24,292.67,58.49,45.98,179.77,10.3829,80.9240
33,766.64,37.24,76.05,35.76,19.39,9.5110,106.4003
67,585.51,97.69,72.01,45.51,20.12,6.8986,121.4159
70,252.08,304.15,78.85,49.28,14.64,8.0431,157.6039
263,660.21,283.36,77.83,55.87,21.56,8.6069,174.1435
83,380.25,69.71,91.77,59.11,13.45,8.7740,256.0909
322,777.95,329.26,84.37,57.42,150.55,11.2035,210.2701
266,561.80,222.95,53.34,39.52,161.43,8.2055,57.8585
380,714.02,358.16,66.78,34.41,14.53,11.4871,78.9476
414,392.82,370.76,75.86,36.79,146.16,6.8255,108.9068
439,657.19,534.16,67.27,38.89,11.84,11.3246,90.5589
456,397.27,438.08,108.46,47.48,144.41,17.2281,287.3181
484,706.18,482.27,49.90,40.70,159.72,8.7309,52.1375
17,613.98,9.84,85.02,24.10,0.03,16.6591,89.6199
57,573.71,49.03,50.00,48.70,178.04,8.6137,62.6331
572,532.16,514.40,86.40,47.54,150.12,13.3161,182.5746
530,354.24,565.53,47.46,39.53,20.99,7.3754,45.8206
580,458.48,557.70,78.26,53.39,1.90,11.6297,168.2397
595,719.38,618.96,89.82,44.40,14.69,12.2711,184.2980
597,719.94,573.11,62.07,43.75,51.53,8.3944,86.7261
588,591.23,555.93,63.62,40.52,154.26,12.1280,84.3699
287,569.85,287.87,36.17,35.15,1.60,10.8806,23.6595
358,630.83,357.86,72.96,36.34,178.14,12.0848,99.5171
682,643.10,625.61,70.19,35.56,4.32,9.8680,90.1143
735,518.83,723.21,52.06,45.60,178.28,9.4015,63.5724
736,400.56,693.73,74.85,46.79,166.64,8.1074,134.8409
42,649.93,75.51,117.88,46.35,5.83,7.2456,331.3166
8,484.59,25.45,91.91,47.47,163.49,8.8621,206.3045
802,727.01,331.20,61.24,54.69,18.09,14.8716,105.5297
811,592.37,303.68,83.44,47.36,177.30,10.7398,169.6341
812,874.83,617.21,56.39,52.83,172.46,6.7143,86.4077
813,845.69,271.93,50.13,38.49,27.34,6.5610,49.7645
814,316.89,294.95,53.75,41.26,141.84,4.9048,61.3332
815,435.61,106.83,106.22,45.86,4.35,12.4741,266.1889
816,592.07,629.60,45.08,43.69,0.77,9.1898,45.6737
817,283.57,532.02,76.62,48.49,13.13,7.3441,146.4242
818,312.98,670.84,73.22,39.04,172.08,7.0961,107.6751
819,877.34,464.59,53.51,40.36,27.10,7.1148,59.4498
820,424.23,619.93,63.00,38.33,7.43,8.0968,78.2470
821,831.43,483.01,66.90,41.27,31.44,5.9929,95.0479
822,311.57,739.97,47.12,45.47,173.45,6.5908,51.9376
823,884.53,315.70,38.71,35.93,5.92,6.1553,27.6973
824,536.70,417.26,46.34,40.93,2.71,10.1920,45.2248
825,754.01,474.15,66.97,47.03,21.45,8.3503,108.5123
826,686.99,433.84,54.37,44.75,150.44,7.3669,68.0420
828,540.81,667.87,38.77,37.82,6.15,9.4118,29.2475
829,396.46,181.09,72.89,40.92,154.65,7.8273,111.8491
830,427.74,279.43,73.27,41.91,153.12,16.4628,115.7529
831,368.61,180.98,55.15,46.83,175.61,6.2442,73.2781
832,800.34,559.19,76.07,55.39,170.76,10.1773,164.8893
833,591.66,173.71,40.48,38.08,9.46,6.9797,32.1066
834,780.51,424.95,40.26,36.11,4.36,8.0676,30.1134
835,563.09,360.28,72.76,39.13,170.29,10.7213,106.5719
836,436.82,225.42,68.21,54.36,138.34,6.0405,130.1340
837,471.39,221.11,74.96,46.05,151.45,10.0635,133.1130
838,639.14,502.19,47.84,36.55,9.81,13.7160,43.0385
839,872.53,746.44,23.54,23.02,1.01,4.3142,6.5653
840,759.19,588.32,21.82,21.68,89.36,7.1970,5.3117
841,772.62,395.03,36.15,26.15,16.49,8.4758,17.5838
842,692.38,726.59,78.21,46.34,178.85,9.4130,145.8207
843,537.61,491.26,29.05,24.95,2.09,10.1166,10.8360
844,457.65,191.74,74.42,42.52,155.64,7.2679,121.1389
845,656.58,496.18,50.14,43.67,4.80,5.5820,56.4775
846,674.89,368.63,31.70,31.18,89.77,5.9374,16.1179
852,648.60,734.38,60.92,54.35,174.21,9.7950,103.7803
517,428.93,402.59,88.65,58.00,168.05,14.7815,234.5015
893,435.38,757.64,97.68,68.56,151.14,8.5644,336.5425
35,521.91,11.31,71.65,58.60,129.30,6.1197,154.7901
689,711.71,645.25,54.62,45.08,4.63,10.3047,69.1759
849,734.19,296.21,57.24,40.81,4.70,9.0151,68.7895
847,714.66,29.12,40.58,39.87,92.91,9.0115,33.7694
316,658.14,192.13,79.34,45.29,176.90,7.7336,146.6808
554,437.75,472.26,61.66,52.44,176.61,12.1975,102.5548
848,531.36,140.39,73.25,58.45,170.30,10.5881,161.3596
868,460.48,490.87,32.28,31.67,87.73,7.4935,16.9774
923,276.65,783.77,63.33,46.26,162.31,9.6837,95.4592
932,667.57,796.82,62.64,40.03,25.52,6.6260,80.7950
827,597.64,520.74,42.91,41.66,0.67,8.1180,39.4597
853,729.64,32.84,65.80,41.34,17.22,11.7788,92.0633
896,778.91,765.76,108.03,47.94,18.83,10.2432,287.8507
850,787.65,20.10,65.72,47.71,27.77,9.9105,106.0155
851,584.09,733.87,64.52,38.75,3.63,14.7892,82.9900
953,345.90,791.80,86.09,33.49,168.11,6.1397,127.7074
856,573.86,720.66,68.86,46.13,7.49,7.8350,112.5206
886,542.81,534.34,60.45,45.64,163.49,15.2222,85.7927
954,774.80,791.25,58.97,21.82,174.77,7.3095,39.0385
955,393.53,370.34,76.29,35.48,148.72,8.1048,106.2564
