气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
4,877.76,380.55,56.56,51.28,174.44,5.1174,84.4087
5,836.24,25.23,45.38,38.10,178.83,6.2700,40.3609
6,893.19,235.06,45.35,35.91,18.68,5.7535,38.0024
7,296.95,239.04,76.96,51.89,20.97,6.7281,158.1070
8,563.27,140.85,63.83,41.42,23.21,11.1245,86.8306
9,788.65,218.71,91.63,42.83,172.86,8.2366,185.0090
10,844.22,210.11,61.80,50.92,22.61,7.9317,100.0595
11,262.46,24.44,55.02,48.96,8.11,5.9711,76.2488
12,371.39,296.09,42.16,38.11,1.82,7.2487,34.8511
13,319.06,70.30,46.34,42.15,13.86,5.7314,46.5719
15,422.33,226.76,52.97,31.98,160.37,11.5562,46.1569
25,768.85,239.40,59.89,35.51,29.52,9.8873,65.5299
31,587.30,290.65,46.49,44.98,1.94,6.7827,50.0229
32,558.80,351.92,39.28,36.67,174.54,6.5356,29.1034
33,763.19,139.30,80.86,37.04,21.54,9.1813,124.6026
34,510.73,82.97,31.94,29.36,0.57,13.2898,15.4130
35,517.38,108.98,79.84,53.18,153.32,11.5960,174.3811
52,356.57,89.90,79.45,50.44,133.63,6.0022,163.8013
63,783.63,3.16,83.11,35.45,15.35,31.9510,125.9754
65,469.42,77.69,83.34,53.76,30.35,10.0376,192.0826
67,616.72,200.43,61.51,34.98,160.43,14.8370,68.0722
70,315.90,377.52,94.33,51.96,20.39,7.8158,237.8682
72,661.39,88.52,53.02,29.91,15.35,11.0978,43.2682
79,680.31,8.14,49.53,29.48,14.07,11.4390,37.2109
89,395.75,379.85,64.73,52.74,179.49,9.0844,113.6877
200,855.62,106.43,37.87,33.18,177.65,6.3080,24.4758
211,315.23,502.60,48.87,39.74,20.18,8.4352,48.8197
54,667.53,72.43,34.68,30.25,179.64,8.4730,18.7218
238,876.60,549.06,23.51,22.70,179.44,5.3820,6.4543
263,698.23,347.33,81.10,39.77,6.49,7.5618,134.5708
265,515.05,353.54,54.24,46.80,172.45,7.0894,70.8358
84,362.98,46.99,63.42,39.11,159.51,12.5010,80.9159
282,657.99,362.62,70.71,50.92,18.97,10.5713,130.9889
83,470.65,159.04,88.15,39.41,175.94,17.6417,157.5442
37,765.57,267.11,87.67,42.74,33.17,10.9728,168.9944
320,426.83,374.36,98.75,54.94,152.30,8.1374,275.6083
316,726.07,298.16,65.84,50.14,6.07,8.7549,111.8027
43,417.42,93.94,62.32,49.65,168.95,9.2340,99.2100
349,278.17,481.42,71.71,31.83,8.57,7.6562,84.2232
20,587.72,227.28,43.77,38.99,10.34,6.3760,38.4372
322,776.35,408.97,100.63,42.69,24.20,10.6724,222.3786
379,346.46,460.42,72.05,34.65,162.50,7.7840,92.5338
266,594.90,319.13,70.34,47.36,8.79,10.4895,120.5334
314,527.22,172.97,57.21,49.15,161.55,12.1195,82.7645
380,751.95,447.52,77.47,52.79,165.08,8.2976,163.0189
406,273.09,577.58,29.57,28.70,1.90,5.2737,12.9103
414,493.11,442.02,119.33,67.32,153.32,9.9701,493.1574
439,721.69,585.56,37.60,36.91,88.20,7.2482,26.8449
456,438.37,527.77,61.67,48.95,20.17,10.9894,95.7780
484,724.16,527.49,47.37,46.82,178.61,7.7883,54.0624
471,588.65,531.18,58.48,52.24,3.05,10.8953,91.9115
17,667.54,111.06,53.65,37.25,16.88,8.8765,55.1442
554,521.75,563.48,71.95,43.53,141.62,10.1182,115.9164
560,298.52,648.20,78.96,49.43,144.56,10.3520,158.5397
57,633.59,160.34,46.42,43.20,175.01,10.5409,47.8806
569,565.13,6.16,34.71,17.53,176.41,1.3195,10.8636
572,601.54,619.56,92.93,36.23,6.46,12.1600,160.9851
530,433.60,610.32,77.32,53.29,137.24,8.5023,163.9050
580,470.78,639.58,68.74,43.59,7.57,15.2719,105.9821
595,724.66,681.73,65.36,43.66,48.06,10.0911,95.9332
597,775.78,671.81,75.00,47.20,28.82,8.1981,136.6085
51,753.74,44.59,33.93,31.42,88.34,8.3253,18.6103
588,633.43,648.79,93.45,35.05,177.44,9.0517,157.4780
287,621.15,351.61,57.24,33.44,23.91,9.2869,56.3589
618,393.93,674.66,43.26,23.08,156.99,10.4948,22.2261
631,771.50,161.88,39.12,33.41,10.58,9.4740,26.3043
639,345.09,698.59,81.12,42.09,4.84,11.3649,142.5101
653,240.20,749.22,43.72,38.79,175.48,6.0583,38.1359
358,647.55,433.87,76.31,56.99,14.82,9.4326,170.7355
667,773.19,499.80,36.34,35.90,89.31,6.6932,24.3905
299,443.89,146.49,34.77,32.46,178.86,9.3147,20.1832
670,706.38,719.07,54.63,35.89,22.97,10.1509,55.1001
682,689.58,725.44,81.13,34.66,17.84,11.1423,117.3836
689,763.57,718.17,37.57,37.39,103.24,8.1665,27.1541
707,778.67,754.59,50.95,33.42,13.26,9.1348,44.6211
711,479.83,740.71,81.91,46.70,169.09,20.7115,161.1765
688,829.03,775.10,78.65,52.42,25.88,7.5084,166.8448
474,499.42,506.92,106.38,51.22,143.44,7.6778,298.2178
735,563.70,769.82,94.53,38.09,168.43,9.7453,175.0894
736,467.92,765.90,53.92,44.75,176.96,10.8502,66.9385
607,699.04,11.33,43.49,37.49,0.86,5.2433,36.4845
695,444.89,643.04,45.31,37.77,3.68,15.8308,39.8971
517,494.13,492.80,73.79,58.69,125.98,8.7604,164.4037
