气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,723.40,98.35,48.77,39.87,169.29,8.0792,48.7875
10,838.33,148.12,55.23,42.42,36.98,6.2050,66.5596
25,737.34,135.98,64.16,36.89,164.37,11.5049,78.1066
32,514.75,270.02,59.56,44.86,175.47,8.8161,81.8677
33,774.93,8.03,89.87,46.52,14.88,8.3927,193.2876
67,585.25,74.19,70.77,45.23,20.91,9.9408,116.5313
70,250.52,286.04,75.84,49.92,21.14,7.6567,147.7149
263,660.17,262.57,78.80,53.01,18.91,7.8641,169.3592
83,380.56,46.27,89.37,57.74,9.25,10.3466,237.2546
322,777.78,307.51,83.93,59.56,153.20,16.2050,215.8627
266,558.02,199.46,57.05,38.49,154.88,12.6914,64.4456
380,713.07,335.91,63.31,31.39,20.12,7.6603,64.7305
414,392.61,350.47,75.01,37.13,144.49,8.9418,107.4755
439,656.06,511.74,67.95,37.48,11.15,9.4635,89.0313
456,393.63,417.92,105.69,48.77,143.10,12.2036,280.2680
484,705.61,463.64,45.28,41.26,170.45,6.9146,43.5156
57,575.02,30.18,51.52,48.18,11.76,7.9601,65.7976
572,531.52,488.57,89.89,44.05,152.43,12.0469,183.1402
530,354.18,549.72,46.52,40.27,16.69,6.2329,44.8309
580,460.17,531.25,83.51,50.96,179.79,10.6700,182.8512
595,721.33,596.22,88.95,44.10,15.00,7.2925,179.5204
597,722.00,554.47,60.99,44.97,52.67,5.8152,86.0506
588,587.76,529.01,65.34,37.78,165.21,8.9302,82.9971
358,630.33,332.84,74.28,33.54,178.03,12.0456,95.2122
682,644.01,600.17,75.75,34.46,4.24,8.6419,101.7267
735,518.48,701.08,53.64,45.44,179.46,8.4345,67.2494
736,400.49,672.98,73.17,45.41,161.46,9.1224,125.0860
8,483.04,7.34,91.15,40.45,163.79,6.0252,172.9020
802,726.45,310.21,53.21,50.73,90.46,11.5082,73.8838
811,592.06,275.48,82.70,49.04,178.02,10.8825,172.5778
812,874.77,601.44,54.62,51.74,177.90,7.1959,79.4171
813,845.23,256.59,49.51,39.15,30.52,6.3564,49.3656
814,317.05,282.40,56.67,41.49,144.95,10.1202,68.5628
815,432.65,83.73,105.74,44.34,1.49,10.9727,255.0315
816,592.08,608.20,44.42,42.77,2.84,9.8952,43.4032
817,285.18,513.38,75.86,48.30,16.88,8.1742,143.0051
818,312.66,651.45,72.02,43.80,174.13,7.2036,116.8837
819,878.10,447.85,49.09,43.18,11.70,7.5936,53.5302
820,425.07,597.47,55.92,39.13,177.47,9.2203,62.9550
821,832.82,467.05,67.72,41.58,30.61,8.2918,98.1061
822,310.33,725.53,45.51,45.39,174.80,5.9358,48.3698
823,883.94,302.79,39.41,35.63,8.19,4.4491,28.4671
824,535.64,396.25,44.78,40.74,2.57,8.8416,42.0401
825,756.07,453.33,68.27,48.58,18.61,9.9067,116.5045
826,684.36,414.72,51.30,46.60,170.83,9.5703,63.0950
828,541.60,647.17,38.20,37.02,4.59,7.8262,27.7998
829,391.97,158.39,74.09,40.32,148.85,10.5402,113.8838
830,424.46,251.19,76.52,40.10,152.96,14.4412,120.8005
831,371.65,147.99,51.80,33.46,156.56,19.6678,46.1952
832,799.44,534.95,76.06,50.67,170.76,8.5714,150.8026
833,591.20,155.77,42.29,35.10,29.95,8.7183,32.2929
834,779.88,408.10,41.44,37.13,5.36,6.9296,32.7978
835,562.16,333.31,76.23,37.61,171.75,11.1771,112.4475
836,434.41,208.84,61.49,52.17,137.71,7.2957,101.4812
837,468.08,195.20,70.98,42.24,151.50,12.1456,109.4614
838,640.01,478.01,47.92,36.79,12.81,8.3607,43.4666
839,872.42,734.12,24.23,22.29,1.95,4.3432,6.7345
840,759.13,572.58,24.80,21.43,176.94,9.7683,6.7795
841,775.23,369.67,34.44,27.00,14.88,11.0169,16.4770
842,692.45,703.34,82.71,43.20,3.19,11.3100,152.0043
844,455.06,166.69,74.22,44.40,151.77,9.7923,125.8228
845,657.74,475.87,52.09,41.81,3.87,7.3115,58.3756
846,674.84,351.96,32.04,31.37,177.96,8.1182,16.5710
