气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
10,851.41,59.07,47.02,43.19,10.15,5.2642,49.1362
32,505.03,135.24,64.94,43.24,168.71,8.2974,93.8258
70,255.15,180.03,67.80,52.74,138.98,9.5581,124.7266
263,661.07,134.21,80.94,40.27,6.02,8.2385,135.7139
322,773.09,185.27,86.36,69.11,14.45,6.3578,265.1608
266,540.12,60.59,65.39,33.56,153.08,10.2703,73.8185
414,379.74,223.98,57.94,38.54,152.30,8.7640,66.5701
439,663.31,368.24,68.82,38.57,16.63,10.6126,93.9763
456,386.02,287.69,97.03,57.48,132.98,11.9427,278.4262
572,524.96,341.79,86.20,48.34,161.21,16.5973,184.7729
530,358.12,453.72,49.27,37.79,27.14,6.5089,47.1969
580,469.27,391.00,96.16,38.94,6.38,12.7351,185.2531
595,740.22,466.32,87.89,46.59,17.31,9.7153,185.1286
597,742.42,437.30,57.41,42.18,31.17,9.1073,71.5135
588,569.11,376.15,65.02,39.49,1.37,10.2791,85.8815
358,617.74,165.91,79.77,31.16,173.92,10.8106,102.0152
682,646.39,437.95,46.08,34.60,1.35,11.3967,37.8006
735,515.85,564.60,59.44,44.54,159.76,9.3989,80.9604
736,398.53,551.48,69.36,47.19,156.46,8.9409,116.7971
811,589.78,113.39,67.94,47.00,1.85,12.9744,111.6198
812,875.73,515.15,56.92,53.46,172.56,8.0185,89.1271
813,841.28,165.51,50.47,42.82,15.47,4.6023,56.1108
814,308.39,201.27,46.74,44.63,174.11,6.2686,50.1668
816,591.24,480.07,44.02,43.40,179.67,8.3277,43.2659
817,291.92,400.19,68.25,52.74,177.31,8.3449,126.4016
818,312.18,532.82,77.35,56.74,176.57,8.0645,174.6715
819,887.30,357.15,43.52,42.93,92.07,5.3981,41.8361
820,429.17,453.68,55.41,34.28,172.01,10.2706,54.1323
821,837.31,366.75,62.44,42.22,30.07,9.0744,84.6917
822,304.70,638.81,50.68,41.33,178.20,5.8440,54.6084
823,874.48,225.54,37.75,34.90,171.66,6.1735,25.5839
824,528.29,270.50,42.50,39.09,172.96,8.4382,36.3276
825,761.00,330.07,68.14,37.06,21.53,7.9765,88.5256
826,669.61,294.99,51.62,42.70,179.13,9.6163,58.5454
828,546.98,519.88,37.09,36.27,179.77,10.3180,25.6684
829,364.71,25.46,69.78,40.31,146.76,8.4030,100.9735
830,417.88,98.13,68.16,47.16,146.06,7.8494,112.7132
831,347.49,11.21,50.16,34.73,131.82,12.0907,44.9567
832,794.08,408.49,59.55,45.84,2.75,8.9738,83.6111
833,594.75,45.92,42.72,38.20,4.15,7.6208,35.8590
834,780.30,316.48,37.65,35.64,0.36,6.4300,25.9948
835,550.31,173.15,71.99,35.01,177.24,13.6254,93.3369
836,440.45,89.28,54.75,53.71,179.69,7.3722,82.8320
837,443.99,44.18,66.72,41.05,153.01,10.6618,94.0175
838,644.28,326.09,54.96,33.96,15.53,10.8275,52.7799
839,875.01,660.50,22.97,22.65,0.68,4.6483,6.1469
841,786.76,217.22,39.08,29.91,140.05,6.8209,23.5073
842,690.00,565.74,82.82,43.60,178.50,11.6569,153.8495
844,440.52,22.36,82.42,36.95,170.56,13.7788,129.1378
846,671.89,250.92,32.41,30.29,0.04,8.0974,16.3665
852,645.32,571.08,63.11,52.91,2.41,9.0600,108.4176
517,444.40,268.10,86.77,71.28,135.48,8.4824,276.1217
893,427.33,588.05,87.18,60.61,171.24,13.1132,237.0252
689,714.62,490.08,65.65,51.18,9.69,7.2027,113.4698
849,730.22,149.03,65.69,39.61,16.78,6.9584,87.9470
316,658.03,12.96,73.79,46.97,166.32,6.6838,131.5854
554,424.96,310.20,70.35,45.90,154.51,11.5074,116.8483
868,449.72,332.32,36.85,29.64,3.90,8.3816,20.7058
923,269.07,658.17,56.53,39.10,7.38,6.9007,64.2882
932,663.91,643.33,49.76,48.96,91.43,5.7273,62.3628
827,592.43,399.63,41.86,39.08,179.11,6.4762,35.2310
896,772.15,612.45,107.34,43.44,11.61,9.6568,257.4859
953,356.02,655.11,72.86,49.57,161.47,9.1953,135.3820
856,582.06,548.98,88.84,49.08,14.03,10.0040,199.2886
886,535.51,377.94,51.62,45.62,3.74,9.8299,62.5471
954,759.89,655.27,78.87,65.68,161.05,11.1640,210.1617
974,639.74,648.59,78.86,49.52,8.29,9.8023,158.4319
980,293.69,699.77,29.40,27.07,89.39,5.3133,12.0353
20,540.09,11.86,61.35,44.29,159.33,3.3359,85.7796
987,353.74,76.00,42.28,40.81,178.88,6.4069,37.5420
37,755.99,27.19,47.70,44.97,18.11,8.9225,52.6395
988,505.36,670.18,128.24,81.22,2.19,13.3158,687.1927
1000,657.43,37.03,76.96,45.17,11.68,9.6798,137.6523
1013,727.87,733.11,35.85,35.80,174.64,6.0611,23.6670
1014,571.03,161.09,32.58,30.76,0.78,11.7265,16.7921
1030,432.01,728.45,64.41,44.75,23.06,9.6055,95.5065
851,595.86,567.88,59.32,38.76,14.36,8.3924,70.1651
1048,524.09,737.32,92.57,58.14,5.72,20.2139,256.2809
1058,740.59,690.94,47.76,44.01,174.33,8.4602,51.6313
1045,592.63,744.46,59.88,48.59,174.61,14.8764,89.6175
380,714.45,193.56,55.88,48.60,15.33,8.2719,78.0807
484,698.20,358.01,45.01,39.45,0.08,6.8326,41.1115
1091,525.34,714.64,76.05,62.75,7.48,11.9188,186.7324
845,655.95,352.04,47.43,39.87,14.16,7.5367,46.1497
1104,471.46,793.64,49.58,16.54,179.52,10.9441,20.9128
1109,669.68,295.17,51.49,43.30,179.32,0.0000,59.0564
