气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,722.15,132.22,51.83,38.52,156.68,9.1657,53.2481
10,833.42,174.00,54.29,42.56,34.53,6.8932,64.5244
25,739.40,173.80,64.75,39.44,166.74,8.7515,85.0825
32,516.72,307.57,58.07,46.75,0.95,9.8134,81.1128
33,762.90,52.59,79.56,34.54,16.71,10.0906,112.4724
67,584.05,112.38,73.86,42.38,19.01,11.2538,118.9299
70,252.76,314.99,79.37,47.64,11.58,6.7578,154.3761
263,659.35,297.39,76.61,55.55,16.49,8.8727,167.7513
83,379.15,82.69,91.03,58.15,13.40,10.2717,247.9093
322,777.73,343.04,84.01,58.08,149.62,18.1345,210.8953
266,563.58,237.07,54.66,39.75,164.52,10.9192,61.0849
380,711.94,373.55,67.29,28.63,13.08,7.6787,66.6907
414,394.10,384.10,74.20,39.57,150.66,4.9671,112.0882
439,657.46,549.23,67.89,37.90,8.72,7.5650,89.8822
456,398.41,451.19,105.26,47.11,144.88,9.2119,268.5341
484,705.57,493.80,48.59,41.45,171.22,8.0071,50.3512
17,610.25,13.40,83.08,29.80,1.09,5.0764,105.8170
57,572.97,61.63,50.64,49.16,176.71,9.2001,64.8540
572,536.24,532.79,84.64,53.71,148.73,17.9339,197.9471
530,354.49,575.70,47.26,39.26,15.89,6.8349,45.1265
580,456.58,573.78,78.19,54.81,176.02,9.4798,172.3763
595,718.75,632.76,89.43,42.40,15.64,8.8001,174.4546
597,718.88,585.70,62.06,43.67,52.57,9.8619,86.5449
588,593.84,573.94,63.44,41.61,149.85,11.8034,86.1698
287,568.07,296.27,31.62,31.51,0.29,3.9731,16.2036
358,631.22,374.43,73.31,36.02,178.10,10.8986,99.5848
682,641.35,641.92,65.70,35.46,4.55,10.6935,78.7364
735,519.00,737.04,51.30,45.22,177.47,8.8982,61.2085
736,401.38,706.99,75.90,49.19,168.42,10.6790,145.8119
42,649.83,90.38,118.12,45.33,6.35,9.6263,325.4161
8,485.36,40.13,89.17,47.42,163.60,9.7161,193.9666
802,727.55,344.31,64.59,51.64,41.44,6.5845,110.8452
811,590.08,321.63,82.11,48.54,178.21,11.0382,168.3781
812,874.34,627.69,60.94,48.70,151.19,5.7825,93.0453
813,846.33,281.69,49.85,39.32,24.26,6.3034,50.2603
814,317.79,301.99,51.88,42.13,139.72,4.9873,58.3412
815,434.98,121.72,105.91,48.27,6.19,11.2049,278.5552
816,591.67,642.75,44.04,43.51,3.65,8.9393,43.4113
817,283.01,543.62,76.89,49.29,12.71,7.6137,149.8986
818,314.15,682.91,72.08,35.20,172.05,7.0587,94.0900
819,877.15,475.06,56.89,38.65,28.90,7.4744,64.3400
820,423.83,632.64,65.68,36.83,9.06,9.0828,81.7357
821,829.27,493.82,67.61,41.49,32.57,6.7907,97.5625
822,312.34,748.67,51.55,42.95,145.32,4.4807,58.7097
823,884.59,323.49,37.87,35.93,2.67,5.5933,26.5122
824,537.34,430.78,46.51,40.88,179.90,8.8794,45.4947
825,753.80,487.25,64.20,46.22,18.78,9.3431,98.0099
826,689.26,446.14,55.52,43.88,148.82,7.6103,69.5905
828,540.07,681.27,38.53,38.06,1.89,9.6986,29.0607
829,399.62,194.72,71.73,41.99,156.22,7.4691,111.1600
830,429.55,294.57,69.88,40.95,152.79,9.5684,102.8634
831,364.18,191.00,47.33,45.12,178.66,6.2805,51.9912
832,801.29,575.48,75.33,56.14,164.69,10.2987,163.8681
833,592.05,185.56,40.14,37.26,16.65,8.1059,30.8782
834,780.53,435.97,39.69,35.49,6.21,7.6964,28.7597
835,564.25,376.91,72.06,38.47,169.41,14.4558,102.7689
836,435.68,238.44,65.59,54.79,137.21,7.4778,121.2650
837,474.48,236.30,77.99,46.11,150.17,12.5248,144.2688
