气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,724.54,62.17,48.51,41.51,172.34,6.8530,50.2598
10,842.26,122.26,53.57,42.88,34.83,6.8396,63.3236
25,737.02,94.79,57.18,39.08,172.27,7.4311,65.7172
32,511.97,230.97,59.70,46.64,176.43,9.2174,85.5229
33,770.25,5.21,25.24,10.21,179.27,2.9869,3.3467
67,589.03,30.35,64.95,47.58,18.08,10.1296,103.2624
70,251.06,256.11,73.09,52.73,30.88,7.0997,144.9149
263,661.10,225.45,82.12,49.42,14.35,10.0779,171.4505
83,379.76,15.24,87.63,35.48,4.35,10.1747,140.1603
322,777.59,271.66,86.68,61.86,159.04,13.3809,239.1315
266,551.96,160.31,63.14,35.68,146.64,12.2795,73.1766
380,713.54,292.99,60.68,32.15,21.43,13.2868,60.8993
414,390.12,316.59,69.73,40.75,143.17,10.4347,101.9307
439,656.54,471.15,69.23,37.84,13.50,10.6752,93.3160
456,391.25,381.22,99.40,51.87,146.13,9.4573,263.6423
484,704.31,432.81,42.99,41.85,173.94,7.5635,39.7908
57,576.66,7.36,53.09,32.09,7.15,6.7011,46.5229
572,532.56,448.15,89.49,45.33,154.75,8.1140,186.7700
530,354.77,522.12,46.94,40.28,18.61,7.7751,45.6652
580,463.27,488.80,92.85,47.48,5.76,9.2160,210.5597
595,726.50,556.38,90.95,46.64,19.37,8.4369,198.4942
597,728.94,522.74,66.65,43.27,39.78,5.0225,98.8780
588,581.23,484.49,66.65,37.96,172.09,11.4538,86.7485
358,628.94,286.56,76.15,34.15,177.47,10.1455,101.8812
682,646.79,556.15,75.80,30.90,5.34,12.2614,91.3324
735,517.53,661.91,55.80,46.53,171.54,9.0592,74.5297
736,399.89,638.69,73.06,49.75,157.57,7.7496,136.6120
802,725.26,273.18,54.86,46.60,125.49,10.7558,72.1602
811,591.22,230.67,78.26,44.95,177.34,9.9873,141.6362
812,875.18,576.91,57.46,49.89,173.23,5.8758,84.7339
813,844.25,230.26,47.85,40.08,18.61,6.6378,47.2155
814,317.39,261.07,56.02,40.90,154.90,5.5748,66.0224
815,429.23,44.63,110.69,43.15,177.30,13.5136,271.9844
816,591.97,571.24,44.47,43.22,2.48,8.3027,43.9662
817,287.99,481.38,73.65,48.71,18.25,7.5862,135.9287
818,313.76,618.98,70.18,55.35,165.36,9.8505,140.2599
819,880.50,418.94,45.43,44.36,0.83,7.6597,47.1077
820,427.95,555.12,50.52,37.87,163.70,10.5188,49.7228
821,834.32,438.88,68.67,40.34,30.08,6.2244,97.8720
822,308.51,700.08,47.15,44.67,179.71,4.9126,51.0882
823,882.00,280.92,38.56,35.14,175.93,5.0037,26.8768
824,533.55,360.42,44.96,39.45,2.19,10.1436,41.0267
825,757.53,416.43,69.67,46.51,24.50,10.0252,116.1270
826,679.77,381.25,51.00,45.26,176.29,6.7029,60.5540
828,542.95,610.63,37.66,37.16,92.16,9.2718,27.1083
829,383.20,119.50,74.33,41.34,145.91,11.7476,117.4818
830,417.51,205.49,79.74,39.47,145.64,11.7130,129.1208
831,361.79,105.38,48.01,32.57,138.34,8.6560,38.6144
832,799.88,497.51,73.24,46.15,170.09,10.1736,127.3535
833,591.19,125.14,42.12,36.36,25.02,7.3788,33.1780
834,779.94,380.64,42.76,37.19,4.67,6.6720,34.9773
835,556.05,286.66,81.41,33.62,169.64,11.2583,114.6374
836,438.87,174.82,62.90,57.12,9.05,8.4955,116.2693
837,461.77,151.39,69.53,42.81,149.69,10.5997,106.4808
838,641.58,434.04,51.73,37.02,11.11,9.9439,50.9739
839,872.72,711.96,24.12,22.93,2.75,5.4788,6.8654
841,779.54,324.64,35.96,28.55,33.40,11.4524,19.0005
842,691.56,663.21,83.89,41.67,3.26,10.2323,150.8632
844,449.37,125.42,71.24,43.65,154.87,11.0567,113.9877
845,657.47,439.46,51.16,40.60,11.83,9.6283,54.6688
846,673.50,323.47,32.15,31.11,179.23,7.4188,16.5456
852,646.06,672.62,61.26,53.45,9.03,10.7050,103.1866
517,435.02,351.21,86.93,70.87,157.11,7.6199,275.4885
893,431.35,694.37,90.70,59.65,175.00,13.0075,252.4275
689,713.86,584.41,62.88,47.62,158.13,4.9554,96.8582
