气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
4,878.92,362.69,54.94,51.32,178.15,7.2809,79.7062
5,835.71,11.23,44.04,25.62,178.15,3.2882,25.5600
6,891.85,217.23,47.15,36.51,6.12,5.8931,41.7599
7,297.89,218.16,73.86,50.53,20.81,6.3247,141.8174
9,788.13,193.43,85.33,43.40,175.18,9.9976,162.5949
10,846.71,188.13,55.84,54.15,6.31,8.9761,86.8742
11,265.50,7.17,62.17,38.27,161.52,9.6847,76.0991
12,372.61,274.34,42.74,38.55,5.60,7.7703,36.2329
13,325.92,53.72,44.21,38.27,101.78,7.8853,38.4743
15,418.67,197.79,50.85,32.88,153.61,10.2586,43.7261
25,772.43,209.64,58.69,36.82,34.83,11.1297,65.2569
31,587.09,265.43,46.90,43.96,2.40,7.5780,49.7476
32,533.54,328.74,92.47,45.69,5.95,7.0108,200.9766
33,764.49,112.90,82.26,36.17,18.81,6.8600,125.9222
35,515.87,75.28,77.79,54.13,149.79,8.4946,168.4945
52,350.92,64.58,77.84,47.89,140.08,7.1319,149.2601
65,474.56,51.81,78.78,57.30,23.22,10.8491,182.9279
67,613.15,168.32,66.32,35.13,161.91,13.2008,79.4703
70,319.28,358.54,88.32,55.13,26.11,6.9327,221.2596
72,664.98,55.43,53.17,31.93,15.62,12.3419,46.4425
79,692.88,5.77,38.57,11.80,179.77,10.5909,9.0319
89,393.67,357.51,58.46,50.39,0.86,7.6545,88.6036
200,854.01,89.55,37.80,33.11,173.24,5.5475,24.3343
211,317.39,481.91,49.52,40.92,15.19,5.4831,51.6319
54,665.44,45.65,42.12,26.72,8.50,13.2144,24.3863
238,876.36,534.05,23.06,22.00,178.20,5.5012,6.0162
263,696.42,319.76,85.07,37.07,3.60,7.3891,138.0069
84,360.42,23.83,61.93,40.05,154.57,5.6081,79.0071
282,660.35,334.43,68.45,47.42,9.49,5.9879,114.2977
83,471.49,128.58,86.04,40.49,171.92,10.1833,154.2284
37,770.47,241.57,90.70,42.48,29.53,7.8098,179.8013
320,428.34,346.35,92.67,56.24,155.93,7.8402,248.4509
316,727.18,273.33,65.98,48.21,5.53,6.6640,107.9633
43,416.22,64.75,58.77,47.92,176.94,10.2467,85.1470
349,279.10,454.99,66.41,30.26,7.49,9.0138,68.6628
20,587.18,204.28,42.66,39.62,7.81,7.6360,37.0960
322,776.96,382.79,96.90,48.32,27.09,7.1526,233.3973
379,344.54,435.24,69.24,36.79,160.56,9.9472,90.7364
266,596.19,289.03,71.05,47.43,9.49,11.6301,123.1558
314,525.91,147.24,55.83,49.03,158.79,8.5999,78.6260
380,751.29,419.45,73.83,51.64,0.86,11.0669,144.8277
406,271.54,561.98,29.25,28.79,177.59,5.6339,12.6724
414,492.73,411.76,117.51,65.34,155.69,8.2376,464.1296
439,721.20,565.88,35.98,35.37,0.27,6.3011,23.5532
456,440.61,501.64,63.14,48.63,11.67,9.5804,99.7456
484,723.15,506.55,46.32,45.81,178.60,7.5537,50.5558
471,589.08,504.01,61.77,48.14,10.32,9.2346,94.5000
17,669.06,84.84,52.59,39.78,20.96,9.4865,56.6112
554,516.40,529.02,79.11,43.90,135.32,12.1308,141.3581
560,294.09,625.28,75.92,49.69,145.01,7.4027,147.3405
57,630.36,134.00,46.89,43.80,3.47,9.3530,49.5562
572,599.37,589.93,95.23,42.45,7.60,8.7723,198.0780
530,427.72,580.37,74.37,56.65,137.07,11.0501,161.1883
580,474.06,611.96,56.26,43.32,16.99,9.6959,70.5453
595,724.09,656.69,67.81,47.32,52.67,8.6557,111.9469
597,783.23,644.89,76.44,46.65,27.97,9.0757,140.2239
51,752.59,23.28,36.98,29.25,32.33,5.8082,20.5811
588,635.22,620.35,91.81,35.17,176.12,10.5146,152.4895
287,624.34,322.85,60.51,31.26,22.67,11.5451,58.8867
618,390.22,645.96,45.99,22.80,160.05,9.0508,24.8193
631,769.58,136.12,38.68,30.56,6.67,7.1146,23.5163
639,342.40,672.46,79.91,41.39,7.15,9.5081,135.9967
653,240.16,732.80,44.13,39.41,178.87,6.6942,39.4769
358,648.85,406.45,78.58,55.36,12.52,10.0569,175.8436
667,773.90,480.64,35.85,35.32,178.53,7.2675,23.3478
299,442.13,120.29,36.28,31.18,176.41,9.2464,21.1136
682,691.08,696.63,79.76,36.28,19.00,8.7850,118.7244
689,760.67,700.18,38.81,36.12,89.53,5.1759,27.9926
707,777.45,726.37,52.46,30.77,11.28,11.2898,43.5637
711,483.80,708.39,83.49,41.54,174.09,9.9815,148.9453
688,828.02,758.38,86.77,44.32,28.49,6.8549,171.6840
474,495.04,475.54,91.96,57.10,145.83,13.5622,248.4313
735,558.64,741.71,87.91,41.20,167.56,9.0517,163.7975
736,469.00,738.81,54.95,40.35,7.31,7.9617,62.6892
695,439.46,619.87,44.77,40.13,18.69,9.5163,41.3824
69,689.86,121.25,64.55,31.10,19.15,11.6172,66.6687
42,672.14,159.76,44.68,42.06,178.58,9.5333,43.1857
670,703.49,691.30,56.01,36.11,19.01,11.3229,58.2887
760,514.37,461.80,55.25,46.36,4.78,21.6142,72.8002
767,755.30,795.60,57.88,26.08,14.54,5.3225,44.9357
8,563.72,112.50,63.95,39.24,20.21,9.9259,82.5594
