气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,723.94,80.74,48.83,40.42,168.95,5.7121,49.5839
10,840.18,135.75,55.36,41.10,38.93,8.2575,64.8081
25,737.47,115.92,63.45,35.97,166.01,10.0813,74.4868
32,513.47,251.35,60.78,44.87,172.39,8.6425,85.2904
33,762.21,5.34,103.81,36.87,14.94,10.8855,204.4096
67,586.82,53.42,65.99,46.35,18.19,10.5196,103.8451
70,250.96,271.78,74.55,51.60,28.20,7.3431,147.5143
263,660.37,245.59,81.52,51.83,18.13,8.8375,177.1933
83,381.47,27.43,87.25,54.38,1.98,8.5409,212.9460
322,778.21,290.31,84.48,61.60,153.14,13.6458,226.1846
266,554.88,180.53,60.22,36.26,147.43,11.1468,67.6630
380,714.08,315.14,63.42,33.34,19.03,6.3435,68.9965
414,391.68,335.25,72.48,39.02,143.02,7.7071,105.4458
439,655.72,491.74,69.05,38.97,11.01,8.9943,95.5666
456,392.69,400.92,101.10,49.73,146.16,14.2289,261.4622
484,705.29,448.61,42.94,40.64,174.01,7.8984,38.5602
57,575.63,16.08,51.31,42.70,11.51,6.5712,57.8369
572,531.09,467.98,92.56,45.54,155.48,11.0342,200.7226
530,354.41,536.28,48.04,39.81,20.29,5.6295,47.2627
580,461.88,510.15,86.82,48.14,3.83,9.3086,186.6835
595,723.06,575.30,91.40,47.28,15.41,10.4718,203.2236
597,724.64,538.20,61.91,45.89,50.61,10.2162,90.4823
588,583.91,507.27,67.81,38.31,168.85,9.8155,90.6171
358,629.74,310.25,75.11,33.59,178.32,10.7671,97.4936
682,646.19,578.92,77.82,31.12,5.15,11.3640,96.9384
735,518.20,682.05,54.30,46.16,174.93,8.9880,70.0125
736,400.29,655.55,73.48,46.11,158.31,7.7778,128.0673
8,475.27,5.13,77.88,15.11,179.36,18.4187,47.1587
802,727.25,292.43,53.40,51.88,89.80,9.3282,76.1014
811,590.04,254.24,79.54,46.59,177.26,10.1865,151.6586
812,875.21,588.89,56.77,50.66,171.03,4.3540,84.0111
813,844.84,244.05,48.76,39.33,25.89,5.7428,48.0992
814,317.61,272.43,56.81,40.20,147.00,6.0757,66.7504
815,431.51,64.21,107.56,42.01,176.53,8.7677,250.0720
816,592.31,590.42,44.82,42.90,2.67,7.8294,44.3329
817,285.87,497.51,75.90,48.33,17.68,7.4177,143.2577
818,313.15,635.93,70.93,49.54,170.96,6.7465,128.2174
819,879.75,434.07,44.83,43.56,178.21,5.7844,45.0340
820,425.57,577.23,52.75,38.18,174.96,8.4494,54.6493
821,833.97,453.99,69.24,41.86,29.46,6.1823,103.2418
822,309.72,713.26,46.12,45.68,178.93,6.1952,49.9957
823,883.21,292.14,38.84,35.20,3.17,5.1371,27.3171
824,534.66,378.72,44.55,39.90,3.57,8.1841,40.7321
825,756.90,436.53,70.02,48.90,23.65,11.8088,123.3656
826,682.23,398.60,51.51,46.74,173.76,7.9305,63.8154
828,542.13,629.32,38.06,37.42,3.62,9.6931,27.8840
829,386.52,140.49,76.31,42.71,148.15,9.8842,127.9392
830,421.84,228.27,78.92,41.50,150.34,11.1141,132.9875
831,367.67,126.80,50.83,33.35,147.23,13.9402,44.3280
832,799.24,517.06,75.60,48.45,171.87,7.5880,142.4499
833,591.57,140.76,41.30,36.08,25.17,9.6619,31.6593
834,780.03,394.26,43.19,36.96,6.38,6.4503,35.4690
835,559.76,310.37,77.17,35.51,170.95,10.7759,108.7707
836,436.83,193.35,64.84,59.22,122.91,7.0205,128.0956
837,465.80,174.49,73.40,40.37,145.01,11.9212,111.8981
838,640.98,456.62,47.22,36.27,9.53,10.0665,41.6088
839,872.63,723.54,23.78,23.26,0.76,6.3690,6.7650
840,754.94,559.08,25.55,22.49,0.57,8.9119,7.5505
841,777.64,347.99,34.85,27.52,23.92,11.2084,17.1966
842,691.36,683.67,83.26,42.60,2.69,10.4634,151.9449
844,452.10,147.02,69.49,43.48,153.68,9.4462,108.0360
845,657.72,457.75,51.96,40.65,10.67,9.6827,56.4575
846,674.16,338.19,32.38,32.11,178.72,6.4220,17.3165
852,645.82,692.83,59.74,53.69,8.19,10.5960,98.5754
517,433.18,367.48,85.58,68.06,157.85,8.3090,256.4283
893,433.85,716.33,94.08,62.06,165.95,8.6615,282.6050
689,712.58,604.96,56.96,48.53,172.53,4.8194,81.0166
849,733.14,258.43,57.07,37.47,9.73,10.3729,62.7691
847,718.16,4.75,39.17,24.68,17.35,4.9410,19.4838
316,658.99,143.39,58.39,45.71,178.74,15.7031,80.1894
554,432.61,429.04,62.81,49.75,2.57,10.6622,100.9594
848,532.07,89.43,66.05,46.87,157.68,12.7842,105.1781
868,458.09,449.17,38.90,30.37,8.07,7.1966,23.6446
923,275.11,749.98,64.84,42.66,174.80,8.1186,92.2846
932,665.08,756.43,59.22,40.92,10.05,10.0606,73.8295
827,597.74,488.81,40.63,39.18,179.55,6.4283,33.2680
896,777.76,726.09,109.20,48.10,17.04,11.7288,295.0571
953,353.55,759.36,80.52,45.52,173.26,9.0748,151.8544
856,575.36,679.13,73.45,51.79,14.51,10.8162,143.7510
886,539.87,491.40,59.39,51.24,179.77,12.9638,92.9879
954,764.58,776.45,84.30,56.43,155.21,8.7508,206.3289
974,634.90,773.48,96.03,42.72,10.97,12.5663,202.7157
42,650.30,31.35,116.53,49.29,9.69,8.6273,344.3555
980,305.93,779.95,29.57,26.76,172.54,7.6073,12.0361
20,547.25,111.75,54.48,52.32,176.48,9.6779,79.8967
987,358.75,156.06,42.39,40.48,0.14,3.0482,37.4169
37,740.53,131.48,48.12,43.00,13.65,8.4184,51.2206
