气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
4,876.47,419.96,57.14,49.38,173.43,4.8455,82.9353
5,838.62,67.47,45.44,41.01,6.12,6.5448,43.5734
6,894.45,273.90,44.35,35.76,22.96,5.9128,36.1866
7,294.22,289.34,70.87,60.46,9.04,7.0853,156.2286
8,559.10,208.67,68.40,40.51,21.88,10.3847,97.5101
9,790.31,273.98,83.92,46.57,173.91,8.8050,168.7075
10,842.87,254.77,62.06,43.36,19.57,6.4048,85.9156
11,261.04,71.01,66.07,46.37,26.26,6.3093,104.1477
12,368.50,344.86,45.02,38.56,16.01,7.8818,40.1986
13,310.25,106.99,54.48,42.20,32.57,7.8522,64.4352
15,425.87,292.55,54.90,31.21,171.19,9.1759,48.3808
24,670.16,6.75,82.23,16.99,1.20,7.8287,59.0904
25,761.62,301.67,66.56,36.51,28.90,10.6065,83.2329
26,483.59,7.33,55.10,29.73,9.62,5.0853,46.4342
28,733.15,17.03,69.69,38.32,26.84,9.8651,95.7498
31,588.38,344.83,45.48,42.23,178.79,7.7116,44.9346
32,555.41,398.88,39.61,37.09,91.70,5.6939,29.9331
33,762.84,198.73,73.49,37.37,21.58,8.5757,103.8320
34,517.70,142.38,45.12,40.81,107.08,8.4453,42.7396
35,522.77,173.32,88.47,51.22,149.34,8.9797,206.2252
52,367.52,144.61,83.32,56.49,125.93,7.8151,201.7673
63,779.63,48.38,96.95,54.69,24.17,8.4998,264.4483
65,466.15,130.72,81.27,52.47,35.73,7.3318,178.2805
67,629.09,269.89,49.11,40.64,170.27,19.1689,50.4350
69,680.60,214.42,69.24,32.84,16.84,10.1458,80.9788
70,315.00,423.99,96.17,54.68,10.84,5.5952,260.1647
72,655.94,160.62,54.41,32.42,16.88,10.4610,49.3698
79,692.17,61.93,53.38,51.32,93.24,9.9571,75.2331
89,396.91,428.53,72.07,46.63,168.54,27.6801,124.5933
200,860.22,143.18,36.69,35.64,176.30,5.4848,24.6861
211,313.30,546.96,47.10,38.10,16.91,5.0942,43.4857
54,670.59,128.03,32.97,28.19,1.04,10.3604,15.7606
46,543.46,9.28,84.19,32.03,169.46,12.0757,116.8009
238,877.71,582.38,23.76,22.25,177.78,4.8497,6.4635
263,693.50,413.78,87.89,46.78,4.61,9.8940,185.9165
265,514.79,417.32,52.26,46.36,2.86,10.5791,65.1250
84,367.75,98.17,61.50,37.06,158.63,8.7978,72.1068
282,653.99,424.78,73.57,49.91,19.43,7.4430,138.9620
83,467.76,229.31,85.10,37.31,2.01,9.2330,139.0240
37,755.48,324.39,80.49,47.46,29.74,14.8813,158.1985
320,420.63,437.03,103.18,56.92,165.10,10.9633,311.7415
316,721.40,354.43,60.40,55.89,179.19,9.0554,104.8941
43,419.00,157.73,76.61,50.61,158.14,11.1008,152.8075
349,274.59,533.22,72.21,31.97,10.44,8.2602,85.7422
20,588.48,278.25,43.14,41.67,3.82,8.9224,39.9026
322,775.10,467.34,101.28,44.48,18.73,9.9226,234.7413
379,346.64,517.59,73.74,39.78,161.39,8.6191,111.2682
266,594.60,390.70,79.66,46.81,14.88,9.3480,152.8173
314,533.43,233.29,64.10,47.04,154.42,7.6460,99.4407
380,755.42,506.13,77.38,57.38,162.31,10.1878,176.7570
406,278.58,612.59,29.15,28.53,179.74,5.9298,12.4696
413,350.68,6.42,30.10,12.49,178.83,1.8239,5.8210
414,495.37,509.63,116.47,73.97,158.59,11.1636,516.2145
439,721.26,629.59,37.05,36.79,3.31,7.2473,25.9738
456,438.29,586.47,61.08,46.37,15.44,9.9114,88.9854
474,508.14,581.13,100.37,55.97,148.25,9.6408,290.0802
484,726.34,576.46,53.63,46.56,170.04,6.8440,68.9020
471,589.70,594.73,59.85,54.64,171.16,9.8118,100.6939
42,682.32,238.57,44.08,37.86,9.51,9.2203,37.8555
17,668.57,165.86,46.19,41.35,4.47,9.0146,45.3939
554,530.56,636.93,64.68,39.60,154.96,12.2656,85.2266
560,308.58,705.07,74.01,49.51,149.17,6.2443,139.4951
57,641.61,217.50,45.10,44.22,88.00,10.2019,46.2628
569,565.73,50.01,32.69,30.63,175.23,7.5331,16.8370
572,605.77,689.98,100.57,40.40,2.36,10.2170,210.2048
530,444.07,671.68,67.71,54.09,150.60,12.4523,127.5644
580,480.15,703.46,60.50,38.79,169.67,11.1816,73.0315
595,727.80,741.78,65.55,48.02,39.05,9.5008,106.1650
597,765.98,732.69,75.69,44.30,34.41,12.5790,130.5805
51,767.07,97.87,33.64,29.13,11.98,9.3180,16.9625
588,634.64,714.41,86.80,40.09,2.12,5.4506,155.3940
287,615.29,415.36,58.95,35.33,29.35,11.1595,63.1729
618,403.88,739.75,43.93,25.23,159.83,11.2016,25.0447
631,772.55,216.50,43.83,32.72,3.87,8.0760,32.3420
639,342.00,758.06,79.87,41.25,3.81,12.5161,135.3797
653,239.62,784.27,42.55,36.05,2.94,4.3471,33.5782
358,648.16,496.27,72.57,56.83,16.08,8.4322,153.9718
667,772.22,542.36,45.00,34.71,35.33,8.2942,36.1592
299,447.58,201.07,39.51,34.07,173.65,10.1056,27.3640
670,704.64,780.23,51.22,40.82,174.91,5.9153,55.0964
682,676.79,787.65,72.61,32.71,23.14,7.5936,88.7405
540,731.01,260.13,12.71,11.97,0.58,3.9997,0.9951
688,843.36,791.25,47.48,28.58,7.93,23.9547,33.1479
689,767.45,755.25,41.05,36.07,3.32,11.1343,31.2749
691,722.60,37.59,40.97,30.43,111.61,18.7364,26.2857
607,707.40,65.17,45.26,35.49,94.21,11.4100,37.3929
695,452.40,691.61,43.54,42.23,105.29,13.2208,41.1895
697,669.67,127.92,34.30,29.66,176.58,9.8866,17.9576
517,503.39,555.26,74.75,62.38,126.12,25.8984,179.3143
27,609.10,5.39,59.21,18.19,179.26,10.3115,32.8060
