气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,724.92,28.53,47.29,41.68,172.82,9.3166,47.9535
10,846.13,98.22,47.09,42.62,8.10,5.7216,48.6321
25,735.04,53.64,55.70,37.10,7.43,7.7563,59.2281
32,508.28,193.91,63.08,43.05,176.39,8.0530,88.1305
67,602.23,5.74,51.46,18.42,179.91,25.2569,25.0925
70,254.64,227.64,64.75,59.71,15.90,7.0680,128.7929
263,662.17,189.37,79.86,45.61,7.59,9.7336,149.6480
322,778.85,235.88,77.25,65.65,179.40,12.8523,201.5734
266,546.91,122.42,67.27,35.82,147.67,8.6081,83.3816
380,714.09,254.96,52.66,40.23,12.76,21.0075,57.3861
414,386.63,281.54,62.51,41.64,151.03,9.6946,83.6934
439,659.19,432.71,68.94,34.21,11.18,9.6836,83.6485
456,389.29,345.58,99.17,54.44,140.85,10.1278,275.4594
484,702.63,403.61,43.80,41.82,177.59,7.5388,41.2701
572,532.17,405.81,87.45,50.13,152.81,10.3354,197.2013
530,355.29,495.29,50.01,38.48,25.65,6.6336,49.5214
580,465.03,450.98,95.90,41.75,7.95,9.1101,197.5355
595,732.57,520.04,93.46,48.27,22.12,7.9552,216.9096
597,734.73,489.92,61.72,41.27,28.28,10.2010,80.8776
588,573.97,444.45,63.99,37.83,177.65,12.1250,79.6992
358,623.84,239.07,75.92,34.03,174.78,14.0866,100.9005
682,650.09,509.73,65.51,33.79,178.64,9.5274,74.6062
735,516.63,624.51,58.44,44.79,159.83,8.9558,78.7081
736,400.68,603.76,72.20,49.64,159.42,8.5645,133.1008
802,725.78,240.81,64.01,42.13,148.92,7.3254,88.8109
811,590.75,184.53,73.92,39.90,1.39,13.6943,112.1522
812,875.66,552.56,60.41,48.14,164.42,5.7068,90.3852
813,842.79,204.70,49.80,41.94,22.55,6.6302,53.5024
814,313.49,239.11,48.27,42.74,175.05,6.9552,51.2308
815,429.34,9.62,118.92,33.50,172.89,14.8244,243.7419
816,591.79,535.66,44.51,42.13,174.72,9.1500,42.9403
817,288.43,449.51,69.32,49.42,8.50,9.7298,122.1776
818,314.12,586.67,70.97,58.16,166.11,8.2864,150.7150
819,884.33,394.59,44.80,42.60,172.19,6.0515,43.9735
820,430.00,514.85,45.75,39.16,168.99,9.3591,42.1644
821,835.27,411.97,66.99,39.61,26.60,7.8813,91.4313
822,306.93,675.65,50.44,43.16,0.67,5.5616,56.4952
823,879.73,259.94,37.94,35.07,175.38,4.6165,25.9638
824,531.31,325.84,45.13,41.73,116.39,5.0523,43.7267
825,759.05,382.63,67.84,44.25,23.70,8.4746,104.7909
826,675.94,347.70,53.65,45.80,173.05,7.9588,67.8252
828,544.50,575.42,37.76,36.40,3.34,9.9835,26.7065
829,375.07,81.32,75.47,42.55,143.34,12.2557,124.6786
830,414.69,165.13,73.14,38.29,150.13,12.9310,105.3852
831,354.67,67.64,43.62,34.16,110.79,8.6724,33.4365
832,798.41,464.07,62.88,39.21,172.82,9.7618,79.7559
833,591.88,93.98,41.21,37.47,17.50,8.3366,32.7368
834,779.61,356.11,41.75,38.45,177.96,6.2846,34.4803
835,554.29,243.02,76.85,33.66,170.14,10.8103,102.2662
836,441.16,139.84,62.66,60.13,104.89,10.2321,121.4625
837,455.00,106.59,67.47,43.78,141.25,24.1581,102.5126
838,641.09,392.47,51.59,32.46,12.03,14.2010,44.4517
839,873.25,691.48,24.45,23.90,2.84,3.9606,7.3502
841,781.01,279.24,37.42,27.16,21.54,11.6203,19.5630
842,690.21,624.92,84.99,43.27,0.98,10.4219,160.8144
844,444.76,84.77,73.11,41.76,164.73,8.0968,114.8311
846,672.76,295.73,32.19,30.90,0.05,6.7719,16.4715
852,645.04,632.80,58.99,52.76,177.07,10.4674,94.4550
517,438.18,319.46,88.50,68.76,150.56,12.1194,277.0508
893,429.29,651.95,90.02,58.82,2.31,11.2068,245.2349
689,714.67,547.04,66.85,43.34,176.06,8.7762,99.6439
849,731.85,205.11,57.94,39.39,15.28,9.1982,68.0427
316,657.51,73.21,57.35,40.18,150.18,14.8488,67.9964
554,430.97,369.26,62.27,43.19,158.19,7.7754,86.1691
848,532.40,25.39,69.47,49.99,163.97,6.7372,124.1176
868,454.60,392.68,32.62,31.17,178.69,10.8003,17.0617
923,269.35,705.30,60.13,40.38,4.59,8.6785,75.1215
932,665.34,701.23,54.20,45.09,175.61,16.7022,68.1599
827,596.43,446.41,42.94,40.16,178.49,5.6003,38.0938
896,774.20,672.26,108.45,43.65,13.57,8.7944,264.0875
953,352.61,710.21,79.71,49.41,172.38,7.6495,161.5163
856,580.21,614.26,79.39,48.63,8.98,7.2769,157.6882
886,538.75,434.27,55.51,51.80,178.18,12.6182,82.1037
954,761.11,717.88,90.03,61.17,156.49,13.6315,255.0754
974,637.26,709.85,81.70,46.68,9.44,11.3216,160.2999
980,300.78,739.68,29.59,28.20,176.06,7.1405,12.7013
20,539.94,63.24,56.21,51.96,17.48,7.2916,84.4605
987,356.36,116.96,42.28,40.50,177.08,6.1493,37.2449
37,747.92,80.27,49.24,44.10,15.87,13.0256,54.9991
988,513.02,737.24,131.63,76.68,4.20,11.0564,683.5172
1000,653.73,99.30,74.62,42.23,19.04,9.8173,120.9814
1013,731.31,779.30,36.38,34.63,176.50,5.4873,23.5807
1014,569.97,208.79,31.61,31.09,87.98,8.6977,15.9747
1030,432.59,781.90,60.73,45.16,6.69,5.0297,85.6991
