气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,719.86,172.16,50.11,38.36,160.51,9.1469,49.5457
10,829.49,205.68,51.81,41.32,28.82,7.0778,57.0607
25,741.67,221.27,63.07,39.40,165.89,8.6882,80.6289
32,520.81,354.25,60.54,46.72,6.37,6.0963,88.0876
33,757.17,99.51,76.78,36.61,18.81,10.7969,111.0278
35,518.77,57.11,67.01,50.26,169.19,5.3789,116.1219
67,579.65,157.65,74.62,42.20,18.09,10.8700,120.8706
70,254.53,349.13,79.02,45.43,9.31,8.5502,145.9628
72,597.91,20.19,99.31,47.20,158.32,17.0914,239.5193
263,661.20,342.64,66.51,61.19,179.95,5.6887,139.2539
83,377.99,128.45,86.16,57.05,7.98,9.2363,217.9044
37,719.51,218.25,46.74,41.62,4.22,13.5502,46.7771
20,549.99,186.32,55.17,40.11,156.88,18.0979,62.8021
322,781.94,384.88,76.39,54.30,152.78,10.3239,163.0130
266,569.54,281.90,57.18,41.16,150.14,7.7558,69.2232
380,708.50,418.03,65.37,26.80,10.39,9.5095,58.9180
414,395.29,425.56,69.61,40.56,155.01,11.9993,101.1041
439,657.69,595.49,68.01,41.56,1.00,8.4504,98.8970
456,405.45,490.99,95.73,47.06,146.54,8.6941,221.8954
484,704.28,532.09,45.61,41.64,179.26,6.7289,44.5659
17,609.22,59.08,83.21,45.73,1.15,11.7986,162.8744
554,440.80,540.48,65.24,54.36,161.03,10.1157,119.0151
57,568.83,101.38,48.88,48.64,86.29,8.8797,59.7817
572,542.12,578.87,84.02,51.19,153.04,19.9157,185.8921
530,354.26,609.37,44.09,37.57,13.98,5.9977,37.5851
580,457.96,621.67,70.50,57.81,175.58,14.7435,147.8306
595,717.28,686.90,83.30,56.25,13.72,1.5500,200.8044
597,712.07,623.67,56.63,46.66,46.10,10.7242,76.9842
588,598.24,625.57,62.91,38.09,149.32,9.5164,77.5474
287,562.14,332.15,31.67,29.11,91.00,8.7989,15.0165
358,634.74,428.18,72.89,36.70,177.65,11.9948,100.3011
682,636.83,693.41,55.32,40.15,15.87,14.1306,63.2085
735,520.44,780.60,46.64,44.40,178.34,4.8330,49.6942
736,403.79,746.10,79.58,51.07,167.79,9.3571,166.3954
42,645.19,138.25,117.36,45.74,4.27,12.7660,324.1392
8,489.21,83.79,89.50,43.78,164.64,11.6260,180.4054
802,722.98,389.65,79.67,44.86,37.64,5.0178,146.4856
811,587.61,376.96,93.01,47.66,7.58,11.2744,212.0863
812,873.73,654.99,61.65,48.84,157.43,5.6166,95.4824
813,846.97,312.11,46.40,38.06,25.04,6.3370,42.1569
814,316.35,326.99,45.94,43.95,175.67,6.2146,47.7159
815,437.90,168.77,99.83,56.00,5.76,9.5503,287.1418
816,591.70,685.95,43.78,43.37,4.65,11.4881,42.7735
817,280.11,581.46,76.30,47.95,6.25,7.8803,143.5876
818,318.30,715.41,73.93,39.73,165.99,6.6364,111.7156
819,875.92,507.50,60.55,34.75,25.18,6.2138,65.5462
820,421.54,675.56,65.46,37.69,10.87,9.4401,83.0728
821,823.30,528.04,63.28,46.01,28.37,7.3094,94.7922
822,315.04,775.40,53.03,43.47,157.81,7.7429,62.8898
823,884.20,348.77,37.36,35.56,7.78,4.9703,25.5334
824,539.49,474.05,44.56,38.55,7.93,9.6844,39.3883
825,751.61,525.43,58.22,46.00,20.54,7.1805,80.2161
826,695.36,483.62,55.11,43.33,151.29,7.7908,67.7052
827,597.59,567.40,42.78,42.28,175.85,8.1003,39.8189
828,538.52,723.58,37.48,36.81,2.68,8.3394,26.6059
829,404.50,237.14,73.03,43.80,163.93,9.2732,120.1786
830,435.28,342.79,60.14,39.09,149.55,11.7549,72.7518
831,366.81,220.49,45.32,43.77,1.74,4.4863,46.2439
832,802.36,619.84,71.56,53.65,154.82,13.6114,141.3484
833,593.77,222.50,38.16,36.81,90.26,8.7173,27.5723
834,783.18,468.89,37.42,35.78,1.66,5.8192,25.7705
835,568.11,430.99,67.65,36.01,170.40,11.1536,84.7847
836,437.21,276.78,61.08,57.08,2.48,6.5075,109.5553
837,480.85,287.41,80.63,44.24,147.66,10.7481,147.9850
838,643.40,566.04,52.80,35.58,4.12,10.4117,51.0306
839,872.97,778.02,24.95,24.33,179.12,5.8647,7.7918
840,754.86,632.02,22.33,22.10,89.65,5.9537,5.6697
841,764.71,459.36,33.73,25.99,21.50,11.9516,15.2114
842,692.57,783.20,74.81,43.71,175.30,5.0107,125.8469
843,538.79,547.59,30.52,28.72,176.78,6.9017,13.7621
844,466.17,257.46,75.72,42.83,146.94,11.9507,126.3422
845,652.47,550.26,51.44,43.43,179.75,10.7619,59.1287
846,677.45,411.49,35.74,35.09,178.40,9.3997,23.0597
847,703.75,72.93,34.61,32.68,93.24,6.4066,20.1371
848,532.66,206.78,80.07,47.51,171.78,10.5719,156.6877
849,737.60,348.56,55.91,42.27,7.06,8.8776,67.9586
850,774.43,67.65,80.41,55.80,25.04,9.0655,185.6410
851,582.18,788.66,55.98,29.51,0.65,6.5561,47.5666
852,651.01,788.48,62.69,45.65,150.42,5.5210,92.2818
853,721.71,87.24,52.17,33.96,30.54,10.2971,47.5600
854,593.32,783.05,58.75,46.25,176.76,11.7453,82.1231
855,764.87,791.19,36.37,22.80,178.66,0.2250,15.5161
856,561.59,785.32,62.56,42.24,10.28,48.7348,85.0408
517,413.73,458.32,88.04,48.25,154.78,10.9235,192.4010
760,468.98,451.12,49.85,34.04,2.06,6.8391,43.5129
865,642.55,260.63,70.05,36.91,7.10,11.3791,93.1628
867,500.76,5.80,37.54,16.71,178.75,3.1013,12.1147
868,466.35,542.85,34.18,28.20,95.77,7.6042,16.9485
879,445.77,6.93,59.61,23.13,178.62,0.0000,42.2800
316,656.83,255.33,89.95,39.55,1.30,26.0439,164.6193
