气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,720.83,162.87,50.94,37.43,157.39,7.6548,49.9535
10,829.83,197.84,54.07,40.99,31.65,6.9680,61.6537
25,741.21,209.09,66.78,37.29,168.57,17.9128,85.5590
32,519.33,342.67,60.82,47.14,8.11,8.6144,89.7265
33,759.28,89.27,76.25,35.83,18.44,8.0933,107.1628
67,581.97,146.81,75.60,40.72,16.37,9.7166,119.7392
70,254.16,341.22,80.06,46.68,10.45,7.9077,153.9501
72,602.10,8.26,100.79,44.59,157.09,17.5332,233.0668
263,661.09,331.09,69.55,59.08,10.12,11.6674,147.0010
83,377.79,117.54,86.32,57.88,8.58,10.5979,221.8504
37,722.07,208.26,48.33,41.84,179.54,7.6270,50.2719
20,551.28,182.43,53.26,51.93,0.26,5.1060,75.7650
322,780.94,374.52,77.16,55.50,152.81,9.4005,170.0087
266,568.28,271.70,54.07,39.48,153.13,10.0080,59.3822
380,708.86,407.87,65.54,25.68,13.38,8.5499,56.7356
414,395.48,414.67,70.92,41.09,152.47,9.9496,106.3200
439,657.43,585.08,67.12,41.16,3.93,10.7564,95.4068
456,403.24,481.68,99.38,45.47,146.24,10.1393,231.0383
484,704.13,522.70,45.91,41.77,1.45,8.2508,45.2861
17,609.46,47.63,84.47,45.28,2.49,11.7444,166.2016
554,442.22,527.63,64.79,56.71,176.58,13.0372,122.4649
57,570.57,91.83,48.63,47.53,173.93,7.0665,57.8314
572,540.43,568.91,86.35,51.14,145.64,6.0631,196.1854
530,354.44,600.62,45.04,38.20,11.03,8.8442,39.8613
580,456.90,609.53,72.08,58.67,176.63,10.6218,156.8001
595,716.74,673.01,85.02,51.05,12.42,16.2702,189.8279
597,713.83,614.74,58.37,44.76,47.97,8.0657,78.4520
588,596.93,613.95,62.98,39.18,152.46,11.7718,79.9556
287,564.31,323.42,31.08,29.92,90.22,7.7070,14.8708
358,634.16,414.96,71.99,36.49,177.74,11.3272,97.3033
682,638.84,681.10,56.83,38.70,11.34,10.7654,64.2933
735,519.38,770.91,48.42,46.54,174.68,10.5976,56.1218
736,404.02,737.10,77.23,49.69,165.94,8.3879,152.4746
42,646.33,128.30,115.80,43.84,4.33,8.9814,302.4277
8,486.07,73.42,87.77,42.87,166.36,9.5884,169.9177
802,726.64,382.03,82.76,45.92,37.07,13.1423,161.8074
811,588.15,364.35,90.99,46.53,4.49,12.3068,198.1902
812,874.51,648.92,60.69,48.46,156.38,5.4985,91.8306
813,846.98,305.11,47.40,38.40,24.17,6.9302,44.3861
814,316.97,321.30,45.78,43.44,175.84,5.0587,46.8296
815,438.71,157.56,100.11,53.87,8.01,11.1219,277.7361
816,591.64,675.60,43.44,42.43,2.67,8.7971,41.1895
817,280.28,572.74,76.27,48.23,7.02,6.7718,144.3295
818,316.96,708.21,74.98,38.96,169.01,5.4494,112.6881
819,876.70,499.84,60.04,35.81,24.36,6.6424,66.4081
820,423.21,665.81,66.54,35.66,10.51,9.9609,81.2238
821,824.84,520.03,66.18,44.86,31.12,7.4109,101.0774
822,313.43,769.34,53.90,42.17,150.15,4.8144,63.0346
823,884.69,342.84,36.74,35.31,0.95,5.5261,24.5198
824,538.88,464.13,46.01,38.41,9.83,8.6485,41.8223
825,752.19,516.43,60.28,45.93,18.88,8.0427,85.8568
826,693.13,474.14,55.54,43.82,150.85,8.8510,69.5352
827,597.23,558.93,43.53,41.46,176.68,8.5090,40.4140
828,538.99,713.66,38.18,37.17,1.90,8.8328,27.8709
829,403.57,225.79,72.13,43.13,164.14,11.3075,115.4365
830,434.54,331.65,59.71,39.99,148.30,9.5875,73.3464
831,365.47,213.01,44.80,44.43,91.61,7.2358,45.8763
832,802.71,609.26,73.96,53.62,157.26,9.0379,150.9260
