气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
10,852.45,45.97,48.72,43.21,20.41,6.9818,52.7702
32,502.27,115.34,62.90,43.96,166.61,8.3109,89.4821
70,255.94,163.79,69.35,50.00,142.99,6.3274,123.6938
263,660.63,115.78,76.30,39.40,4.52,8.2172,118.0127
322,778.75,166.83,89.02,69.12,15.66,9.1754,281.7953
266,537.21,41.43,64.81,33.12,155.75,8.0802,71.5665
414,375.97,206.73,57.69,36.51,153.93,8.3389,62.5055
439,665.88,346.61,67.58,36.59,17.50,13.6100,85.9666
456,382.57,267.42,94.25,56.67,131.13,12.7137,258.9532
572,523.68,319.16,85.48,48.80,161.18,15.7659,183.4532
530,359.11,439.28,47.34,38.18,25.80,6.8838,44.0189
580,470.30,369.91,96.70,35.82,7.07,11.7168,172.3453
595,743.06,448.11,84.67,46.11,14.67,9.0805,170.0601
597,744.62,418.01,57.35,40.29,29.31,12.2769,68.1864
588,567.05,352.39,62.40,37.39,3.32,11.6825,74.8943
358,618.02,141.66,78.50,32.56,172.38,13.5901,103.2057
682,645.47,412.42,42.37,37.75,176.53,11.2822,34.8660
735,516.05,544.28,58.89,44.21,161.55,9.8417,78.8642
736,398.55,532.78,70.93,47.61,157.66,12.9187,123.2204
811,591.72,88.85,69.79,44.15,7.09,11.6831,110.6202
812,876.23,501.83,55.94,53.93,175.85,5.9034,86.8046
813,841.10,152.10,49.14,41.90,13.62,6.7574,52.0497
814,308.31,187.59,45.15,43.30,172.33,6.1895,45.4095
816,590.54,460.68,44.03,43.50,1.79,8.5845,43.3943
817,293.33,383.89,67.46,53.64,178.81,11.2127,125.5751
818,314.98,516.43,81.42,56.24,2.82,8.4007,191.8002
819,888.29,344.43,43.18,42.23,13.69,5.1399,40.4998
820,428.58,433.49,57.87,35.61,172.42,10.3751,61.3417
821,838.17,351.13,58.07,43.04,28.02,7.6155,74.6740
822,305.76,626.49,49.15,40.66,3.53,5.4244,50.5275
823,872.45,214.72,38.28,35.03,171.45,4.5023,26.4152
824,526.98,252.23,42.51,38.80,173.35,9.3005,36.0665
825,760.39,312.30,67.64,36.23,23.68,7.6365,85.2658
828,548.62,501.85,37.79,37.18,0.30,8.6397,27.3092
829,362.22,8.93,69.85,34.34,162.34,2.6856,86.1960
830,416.06,77.28,57.32,50.30,175.02,14.1446,85.0049
831,342.35,-0.18,30.69,26.84,125.04,8.4381,13.0092
832,793.39,389.43,62.14,48.14,0.85,8.0229,95.6337
833,595.70,29.15,42.18,39.71,177.56,7.4424,36.3461
834,781.39,304.83,37.19,34.05,2.05,6.3324,24.2229
835,550.81,148.81,74.47,36.31,178.54,10.2773,103.5851
836,436.56,69.19,55.90,55.28,2.63,10.2525,88.8576
837,443.51,21.78,69.23,42.38,158.25,5.6537,104.4939
838,646.30,302.54,53.35,34.15,12.11,9.8104,49.9992
839,875.38,649.56,23.30,22.69,0.59,5.0983,6.3353
841,785.38,201.76,32.13,26.29,92.28,4.3678,13.9610
842,690.99,545.36,84.14,44.11,177.10,10.8566,160.6712
844,435.87,7.74,78.86,30.25,169.25,8.7232,96.7832
846,671.62,235.36,32.52,29.64,1.73,6.2540,16.1260
