气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,721.43,146.91,50.99,37.93,156.22,9.4965,50.7330
10,831.85,185.11,52.90,41.75,33.01,7.4898,60.1057
25,738.91,189.52,68.93,36.54,170.69,9.7150,89.3174
32,517.27,324.06,59.90,46.52,6.90,10.6008,85.8666
33,761.02,70.33,77.38,35.42,19.36,8.2541,109.1118
67,584.03,129.82,73.72,41.25,20.15,10.6472,115.3323
70,253.31,328.01,79.62,46.34,10.42,7.3671,151.1282
72,588.53,5.64,70.32,24.10,168.25,12.9660,61.3171
263,660.83,312.86,73.85,56.98,16.94,8.6628,159.8737
83,377.66,99.57,89.41,58.08,11.94,6.9859,238.8435
20,549.80,168.56,54.97,54.74,3.57,12.1613,85.0985
322,781.49,357.12,73.97,55.23,148.26,5.3150,155.4596
266,565.23,254.20,54.45,39.63,161.03,9.4016,60.4439
380,710.76,389.17,66.51,28.85,13.59,9.7283,65.6674
414,395.36,398.74,74.08,42.83,152.99,7.2939,120.9166
439,657.76,566.00,67.88,40.22,8.40,10.1311,95.3474
456,400.81,466.68,101.98,47.39,144.13,6.7100,253.5629
484,705.02,507.71,47.72,42.33,176.41,9.1326,49.5829
17,610.01,28.27,83.18,40.36,178.29,8.6737,143.6820
57,572.52,76.35,48.94,48.62,176.80,9.3488,59.8926
572,536.76,551.78,86.08,52.09,141.76,3.7482,198.5411
530,354.51,588.02,46.38,38.75,13.78,6.4522,42.8917
580,456.01,591.36,73.82,57.18,171.38,5.8928,160.2988
595,718.06,648.89,87.06,41.31,15.65,8.5654,161.0919
597,716.25,599.57,60.54,43.15,44.74,8.2340,81.3626
588,595.53,592.84,64.62,41.69,150.18,11.6573,89.5683
287,565.88,309.06,31.67,29.74,89.63,9.1632,15.3400
358,632.58,393.84,73.42,36.14,178.01,11.4007,100.2157
682,640.38,660.64,60.42,37.02,7.36,9.3230,69.5171
735,519.11,753.25,50.37,45.46,175.07,9.7456,59.3302
736,403.40,722.12,75.28,49.80,167.42,7.1629,145.1821
42,648.46,107.88,115.64,45.41,4.65,10.1351,312.4158
8,483.05,55.43,85.24,44.34,166.13,8.7648,165.7329
802,729.08,364.43,81.89,47.23,37.94,13.1450,162.9319
811,589.56,342.83,86.75,47.47,2.25,10.6258,183.7786
812,874.60,638.43,61.60,48.43,152.74,6.4166,94.5206
813,846.15,292.86,48.32,38.19,22.82,6.7647,45.8689
814,317.94,310.73,46.89,43.77,172.89,6.4996,49.5012
815,436.14,140.29,101.38,50.27,7.89,10.2016,265.8296
816,591.97,658.58,44.24,42.43,1.37,8.4845,42.7173
817,281.63,557.44,76.06,48.78,9.20,7.0811,145.1887
818,315.85,694.98,73.52,35.59,170.22,5.9263,98.9718
819,877.01,486.80,57.91,36.11,26.59,6.2343,62.2978
820,423.83,648.22,66.35,36.17,8.78,9.8656,81.9201
821,826.98,506.50,66.25,43.70,32.01,6.7418,98.6786
822,313.30,759.00,53.21,42.26,143.84,6.6649,61.5685
823,884.80,332.80,36.94,35.65,0.08,5.6580,25.0205
824,538.16,447.01,47.46,39.49,7.30,9.1878,45.7542
825,753.41,502.07,63.40,44.91,17.06,8.7766,92.8570
826,691.41,459.97,56.91,43.89,150.75,9.7613,73.1471
827,597.29,544.67,41.56,41.43,87.64,8.5711,36.8103
828,539.59,696.87,38.82,37.66,3.17,8.9672,29.2027
829,399.91,208.79,75.31,45.25,163.60,9.2126,132.0208
830,432.16,311.65,63.64,39.57,151.83,9.4613,82.4607
831,363.09,201.04,43.25,40.94,91.73,6.7508,39.3962
832,801.59,592.48,76.50,55.53,159.51,7.4298,167.1786
833,592.66,198.39,39.18,36.74,14.88,8.0111,29.0215
834,781.34,448.20,40.16,35.35,3.77,5.9397,29.3347
835,565.31,396.71,71.31,37.65,168.62,12.3680,98.4884
836,439.76,251.60,65.38,60.98,178.39,8.7038,134.1117
837,479.55,254.41,77.11,43.75,146.13,6.4825,133.8448
838,641.58,536.79,54.41,34.94,10.41,9.1444,53.2123
839,872.97,762.90,25.09,23.44,0.14,5.2809,7.5912
840,757.11,611.17,22.14,21.71,89.83,6.2081,5.4740
841,767.87,428.57,35.65,25.76,23.28,11.5404,16.8459
842,693.11,757.50,76.98,46.62,1.02,11.9917,142.1326
843,538.38,520.72,31.50,27.77,177.06,9.0573,14.1744
844,464.09,224.49,74.13,40.68,150.27,15.8359,115.0037
845,653.05,522.86,52.54,41.25,12.57,9.6261,58.5740
846,675.51,390.01,35.10,34.42,87.31,8.7940,21.8161
850,783.58,47.62,60.96,50.48,23.26,6.6851,96.5196
852,650.20,764.86,66.11,52.81,154.23,9.5225,118.7632
853,724.22,60.03,44.67,37.59,8.75,7.3300,38.5823
855,762.66,774.34,40.70,25.44,4.77,9.9949,21.6860
517,427.50,428.50,97.44,56.03,169.57,6.9877,273.6970
893,432.78,784.28,99.65,55.99,154.36,8.9282,286.0668
896,754.10,786.44,56.92,38.34,5.17,10.4213,63.9144
35,521.58,37.23,66.73,64.13,176.89,12.3969,146.9102
901,777.99,792.64,99.42,42.83,14.85,9.0013,217.8119
689,711.98,671.75,49.93,46.24,7.28,4.5078,59.3055
905,285.14,790.44,47.62,21.82,177.94,3.8984,25.4610
849,735.44,323.04,55.47,41.85,1.55,8.1463,66.2513
886,539.66,566.90,62.81,43.67,161.09,16.3231,88.6374
847,709.03,52.45,35.31,34.52,92.31,8.7786,22.1447
316,654.42,225.26,89.49,43.01,0.44,9.7206,177.2072
554,443.07,507.45,64.27,53.05,9.87,11.8809,112.7248
851,582.71,760.01,67.23,47.26,10.54,15.1003,109.9041
918,646.06,107.48,113.80,45.37,3.89,0.0000,302.2832
37,728.88,198.59,45.50,36.62,176.89,44.7084,39.0093
848,531.01,171.77,73.15,47.53,177.12,19.1138,130.8349
