气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,722.03,138.75,50.58,38.04,159.33,9.0065,50.0628
10,832.76,178.75,53.65,41.82,31.48,6.2593,61.9323
25,738.01,180.85,66.48,39.86,169.80,10.8460,90.6233
32,516.58,314.62,59.39,46.15,5.07,9.7151,83.7499
33,763.24,61.00,77.16,34.68,17.31,13.0181,106.2404
67,583.53,119.87,75.86,41.22,22.55,9.0144,122.0277
70,253.16,320.48,81.02,47.64,10.87,8.2238,160.8804
72,575.65,6.62,44.66,18.10,178.69,1.2942,18.5739
263,660.04,303.93,74.13,56.02,14.77,8.9665,158.3409
83,378.52,90.37,89.85,55.75,10.94,9.0290,231.5596
322,781.46,348.23,73.43,57.29,149.30,9.5412,158.9073
266,564.44,244.48,53.79,38.94,161.28,10.3613,57.9558
380,711.10,379.97,67.40,28.82,13.29,14.9650,67.3718
414,394.00,390.78,76.17,41.50,152.37,7.6045,123.8815
439,658.08,556.52,67.99,37.92,8.91,10.0442,90.1614
456,401.40,456.69,104.30,48.12,145.75,15.6245,269.3260
484,705.35,500.05,49.15,41.47,172.18,7.5728,51.5532
17,611.24,17.13,83.81,37.57,2.12,6.8002,135.7689
57,572.70,68.20,49.77,48.82,176.10,8.4122,62.2177
572,539.84,537.20,81.99,49.61,152.46,10.4466,171.5470
530,354.56,580.59,47.06,39.09,11.73,7.1966,44.5291
580,456.81,581.54,76.78,55.11,171.97,9.2011,167.1494
595,718.52,639.28,88.47,42.59,11.51,9.9781,171.5221
597,717.77,591.95,59.33,44.52,50.35,6.3117,80.6373
588,594.72,581.89,65.10,41.97,150.40,10.0547,91.5136
287,567.30,301.17,30.93,30.33,179.42,8.8139,14.9290
358,631.88,382.96,73.43,37.05,178.52,12.4304,102.7817
682,641.22,649.70,62.10,37.15,6.98,9.7263,73.7023
735,519.24,743.99,51.00,45.61,175.80,8.1111,61.0305
736,401.96,713.49,74.91,49.06,167.22,7.4924,141.6486
42,649.37,97.74,116.54,45.61,5.78,11.4529,318.6788
8,483.20,46.48,86.79,45.91,166.24,11.5980,177.9272
802,729.56,353.79,75.47,48.55,41.10,2.3525,142.2686
811,589.40,330.79,82.16,48.63,179.32,13.5647,168.9104
812,874.27,632.06,61.31,48.06,151.01,6.0534,92.9510
813,846.39,286.76,48.37,39.00,24.55,6.5920,46.9428
814,317.85,306.05,46.69,44.18,112.40,2.5342,49.5531
815,435.46,130.04,103.21,48.48,6.50,10.3513,265.6725
816,591.55,650.12,43.65,43.27,179.41,7.5407,42.4145
817,282.33,549.36,76.75,48.42,11.10,9.0271,146.7263
818,314.36,688.95,74.38,34.64,171.37,5.1726,98.6078
819,877.72,479.92,57.66,37.87,28.38,6.7350,64.7736
820,424.14,639.34,65.99,36.33,10.31,9.1461,81.3949
821,828.16,499.15,68.20,41.95,31.62,6.2375,100.3888
822,312.18,752.22,51.98,41.25,146.62,4.9179,57.3331
823,884.57,327.92,37.08,35.45,0.81,4.2458,25.0805
824,537.74,437.94,46.84,39.96,4.00,10.4472,45.1111
825,753.38,493.39,63.22,45.64,18.20,8.4682,93.8381
826,690.30,451.64,55.10,43.89,150.62,6.2751,68.5598
828,539.96,688.11,38.20,37.93,3.66,8.3018,28.4688
