气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
10,851.87,53.47,47.58,43.13,12.76,6.4957,50.2363
32,504.48,126.55,64.22,44.86,167.20,10.0259,95.1631
70,255.24,173.07,69.00,50.99,142.21,6.1253,124.8860
263,660.19,126.78,79.52,40.15,5.75,8.8098,130.5906
322,774.60,177.01,86.46,68.76,15.85,8.1551,264.4721
266,538.49,53.21,65.46,33.00,153.76,8.9653,72.7616
414,378.23,217.20,57.96,38.44,154.38,7.3946,66.4266
439,663.63,359.06,69.30,39.82,17.42,13.0320,98.3987
456,385.00,277.91,98.82,56.28,132.78,9.7685,282.7444
572,525.68,331.36,86.19,47.35,162.92,11.5699,180.9582
530,358.44,447.78,47.88,37.78,26.73,6.7696,44.5599
580,469.51,382.18,94.08,37.14,6.14,10.0301,169.1297
595,741.60,458.56,87.01,46.41,18.10,5.0303,180.7699
597,743.74,429.78,57.23,41.21,33.31,8.0079,69.4478
588,568.35,366.42,64.54,39.67,3.25,8.9092,85.0066
358,618.88,155.89,79.31,30.19,173.87,10.5872,97.6965
682,645.98,427.50,44.21,36.27,179.45,9.8218,36.4748
735,515.42,555.80,58.07,44.26,161.18,9.4917,76.7991
736,398.13,544.70,70.62,49.34,156.76,10.4735,126.5937
811,590.29,103.70,68.13,46.34,3.97,10.4051,110.6430
812,875.82,509.19,56.36,52.98,172.13,5.2301,86.5842
813,841.04,159.97,50.44,41.92,12.83,6.5423,54.8700
814,308.36,195.48,46.13,43.39,173.40,6.1366,47.4964
816,590.90,471.89,43.94,43.66,0.31,8.5804,43.3738
817,292.37,393.32,70.67,52.83,176.06,8.3028,135.7286
818,313.62,526.64,77.81,55.14,179.80,7.8988,171.7366
819,887.14,352.10,43.59,42.51,93.42,5.9147,41.5611
820,429.37,445.48,56.65,34.04,173.61,9.3485,56.1927
821,837.58,360.05,61.23,41.56,29.17,7.3371,80.1635
822,305.24,634.13,49.97,41.09,2.55,5.4941,52.7835
823,873.63,220.79,38.54,35.21,174.53,5.4303,26.9089
824,528.08,262.76,42.38,39.69,174.99,8.1369,36.6854
825,762.01,323.03,67.55,35.74,21.44,7.7206,83.9016
828,547.11,512.40,37.02,36.31,8.20,8.4656,25.6017
829,364.61,17.21,68.71,41.56,148.14,8.6016,100.9342
830,416.51,89.47,59.52,51.07,176.25,20.9249,93.0876
831,346.61,6.71,47.88,36.41,135.02,4.9723,42.9416
832,793.65,400.48,61.47,46.68,2.58,8.4904,90.7447
833,595.18,38.91,42.08,38.21,0.61,7.1383,34.7990
834,780.50,312.07,37.30,35.84,0.15,7.4900,25.6577
835,552.00,162.34,74.32,38.07,174.91,14.5069,108.2011
836,437.84,80.37,56.59,55.61,1.00,8.0634,91.5983
837,444.07,32.68,69.62,45.72,153.41,11.4101,114.0098
838,645.21,316.44,53.89,34.44,12.78,11.0279,51.4617
839,875.21,655.92,22.70,22.18,1.64,4.0173,5.8801
841,789.03,209.43,40.71,29.46,133.84,5.3734,25.1216
842,689.32,556.86,84.88,43.28,179.14,7.6356,160.4188
844,439.28,15.18,77.18,35.83,170.11,10.0716,109.7896
846,671.89,244.37,33.03,30.56,179.58,7.2561,17.1558
852,645.83,562.85,63.78,53.12,5.97,11.9251,111.1812
517,446.53,258.41,78.10,72.71,115.39,16.3551,228.1671
893,425.93,579.80,91.37,58.17,167.01,14.8523,249.8471
689,715.75,482.73,65.58,50.73,13.23,8.5032,112.2520
849,730.37,141.05,66.74,39.35,16.30,9.5717,90.1696
316,656.06,12.60,66.98,29.39,0.32,12.9510,67.8215
554,424.91,300.58,72.34,47.63,152.62,10.0480,128.2140
868,449.57,325.02,39.13,30.36,179.73,8.8832,23.9113
923,270.02,650.85,54.71,38.96,7.38,11.1320,59.9969
932,664.24,635.52,51.82,48.42,92.81,9.7693,66.8846
827,591.98,392.70,40.99,39.72,178.09,7.6352,34.3398
896,771.16,604.77,108.13,43.03,10.87,9.9303,258.8529
953,355.78,647.68,73.57,50.56,160.17,7.6294,140.7905
856,583.57,541.11,92.22,48.71,12.95,8.6727,213.1356
886,535.91,368.16,52.95,49.16,178.03,9.8411,70.9048
954,760.81,647.75,78.73,64.45,165.52,17.6774,205.4867
974,638.44,639.87,76.85,49.94,6.44,15.5605,151.7622
980,292.88,694.28,27.95,27.74,178.36,5.3938,11.1508
20,537.38,11.92,58.40,32.71,178.23,6.6227,57.3814
987,353.64,70.37,43.14,40.75,177.19,6.7428,39.0119
37,757.45,20.33,48.69,44.04,22.33,7.6275,53.7223
988,503.28,660.47,125.43,81.10,2.26,11.3811,656.4557
1000,656.53,28.51,77.72,43.82,13.60,9.0475,136.1608
1013,727.23,726.85,36.85,36.61,88.94,7.6475,25.5831
1030,432.31,720.10,64.46,46.29,21.64,10.0138,98.9483
851,598.51,559.53,54.21,41.10,12.06,4.3985,62.1368
1048,526.73,728.89,89.25,57.92,173.21,18.6919,237.3687
1058,739.51,683.76,48.48,46.15,106.20,8.4765,55.8056
1045,591.48,735.83,60.11,49.38,174.12,10.6116,91.7852
380,714.07,186.36,54.79,47.92,22.33,9.4428,74.0011
484,697.34,352.04,45.18,41.99,178.52,7.4343,44.0927
1104,476.23,794.14,51.00,22.81,164.88,15.6701,30.5210
1114,730.39,366.99,10.70,9.10,94.87,8.2985,0.5363
1115,625.95,793.71,41.07,16.20,179.90,1.4347,14.0528
826,668.99,287.47,51.16,42.84,177.56,9.4340,57.6945
1119,312.05,794.45,39.38,13.01,179.89,6.6396,10.3825
1091,523.64,707.40,73.84,66.44,6.55,11.1303,186.3341
