气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
3,593.26,78.58,70.23,43.28,8.05,11.7373,109.8310
4,876.35,496.89,55.36,54.12,175.75,6.2582,85.3262
5,840.89,146.58,47.36,41.74,11.21,6.6533,48.1724
6,887.67,339.61,45.54,41.06,27.57,10.6187,43.8042
7,293.55,377.03,67.96,52.97,175.93,7.8010,125.8653
8,565.36,342.67,63.41,37.20,5.58,12.4725,76.9579
9,793.91,381.99,62.79,48.86,0.89,7.7136,99.1147
10,838.96,344.63,57.44,43.09,26.13,7.5762,73.1561
11,256.29,156.96,70.24,48.53,141.57,7.9612,123.1702
12,359.53,433.56,47.27,38.48,25.02,6.1945,44.2398
13,307.66,181.71,45.39,43.94,176.55,7.3869,46.5695
15,428.36,425.23,57.73,35.24,173.25,10.0213,60.4345
18,781.73,299.28,34.87,32.09,6.58,2.5492,20.0765
23,852.50,40.07,50.82,42.76,18.55,6.7585,56.8194
24,660.58,107.74,76.14,38.46,2.95,9.5599,114.7192
25,746.79,411.54,56.89,41.07,41.24,8.8573,68.4011
26,500.89,106.41,61.23,44.10,166.18,10.9631,85.0583
27,620.29,131.41,74.96,31.95,170.13,9.6513,92.3581
28,730.03,122.79,66.82,38.28,20.53,12.1259,87.9355
29,415.04,68.77,55.10,47.32,173.89,6.2793,73.9034
31,590.41,452.88,43.71,43.18,91.48,9.2552,42.4379
32,547.29,493.52,36.28,36.24,3.63,8.3230,24.5395
33,760.87,305.04,67.96,35.33,26.81,8.8901,83.9510
34,526.91,244.44,42.64,39.09,173.15,8.6427,36.5622
35,524.22,308.52,87.40,51.57,161.92,10.7504,202.6941
40,535.80,32.64,63.81,31.21,153.77,14.0606,65.3597
41,440.97,13.34,69.58,41.38,164.90,6.3555,103.0689
52,382.06,257.92,95.57,56.38,128.16,9.6685,264.9234
62,595.75,21.94,41.16,39.93,0.06,7.6250,34.7955
63,776.67,157.36,87.43,66.95,19.44,9.2896,263.2970
64,425.46,5.71,49.04,32.27,5.41,20.9946,39.9272
65,450.55,237.70,70.06,69.17,0.17,8.8187,174.6823
67,645.23,402.03,42.91,37.65,171.83,10.4423,35.6525
68,362.47,3.61,71.91,29.45,163.89,9.4389,78.3312
69,667.82,339.39,63.88,34.43,14.89,8.7882,72.2704
70,315.24,510.53,83.66,55.45,4.00,5.6716,199.6311
72,646.76,292.70,52.70,33.43,9.91,10.5621,47.7657
79,711.03,167.12,52.26,51.63,99.10,8.2710,72.5313
80,435.50,60.53,56.64,53.05,1.32,10.5190,87.5484
89,397.66,526.22,72.21,49.16,156.01,8.4305,131.8877
200,871.96,209.70,37.64,35.17,171.53,6.2674,25.6305
211,306.12,621.73,48.36,41.02,6.86,6.1867,49.3446
54,671.52,228.35,32.21,29.80,1.53,8.7118,15.9071
51,784.52,194.85,34.62,27.96,91.52,6.5299,17.2362
46,552.91,138.19,72.31,37.90,0.86,17.8025,101.9552
238,875.66,645.11,22.60,22.53,179.88,5.3292,5.9183
263,690.18,536.03,84.83,43.64,177.73,9.4489,161.5631
265,515.28,535.57,57.56,44.03,164.04,8.7836,75.0466
84,374.32,198.49,57.71,37.70,153.24,8.8519,64.5965
282,646.79,541.44,67.31,53.53,7.11,10.9704,124.7706
83,471.78,360.49,96.49,34.87,5.77,12.0712,167.0325
37,744.91,440.36,83.04,44.59,11.46,5.0130,158.1827
320,423.22,557.41,91.39,56.64,161.74,12.2616,243.3891
316,717.01,463.51,65.93,52.68,13.04,8.9196,117.8075
43,424.27,280.54,71.38,50.06,152.51,10.8889,131.2172
299,448.76,305.97,38.99,30.69,1.00,9.4820,24.0013
349,271.97,632.59,54.63,38.25,4.44,9.1639,58.7318
358,662.76,616.52,51.19,48.49,96.37,7.3969,65.3788
20,591.50,375.73,41.92,38.91,174.33,7.9348,35.1717
322,771.28,583.79,106.98,41.61,11.20,11.1234,244.9610
379,356.74,628.56,69.46,50.37,162.96,8.2045,125.0055
266,586.40,518.41,90.55,45.16,11.01,12.8016,190.4997
314,534.72,348.59,52.71,47.91,179.17,9.2840,68.4902
380,760.60,627.96,75.73,65.61,0.83,8.8919,193.5488
400,639.62,619.55,74.73,54.04,6.53,10.9572,155.2632
406,289.50,682.35,31.92,29.18,171.61,5.2539,15.2975
