气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
3,596.48,43.51,76.22,43.46,6.91,9.4782,129.8770
4,876.77,474.18,55.22,52.86,177.81,7.3700,82.9392
5,840.53,125.69,48.23,41.52,11.53,5.9087,49.6898
6,890.98,321.65,44.83,38.41,29.31,5.5393,39.7206
7,294.45,354.12,68.28,56.77,4.55,6.4674,136.1686
8,561.88,306.25,59.26,38.13,7.22,11.3617,68.8926
9,794.00,351.35,67.61,49.91,170.75,8.1768,117.3626
10,841.04,318.89,56.47,43.05,23.96,9.2854,70.6292
11,260.48,131.96,70.78,47.97,145.26,10.3644,123.6485
12,361.80,409.69,45.75,38.77,25.90,7.5397,41.7470
13,306.83,160.63,48.99,41.73,8.54,6.0819,51.5242
15,429.60,389.68,62.51,36.82,166.55,9.8447,74.0194
23,853.01,18.19,50.65,41.62,16.38,6.8769,54.9204
24,662.47,75.61,73.98,37.28,1.10,10.2042,104.9599
25,749.98,381.53,61.15,41.28,38.54,14.6520,79.4098
26,496.61,75.40,61.60,41.11,164.96,8.6320,80.2560
27,619.96,92.90,73.44,34.32,170.97,13.2205,95.2420
28,729.94,93.69,70.21,38.10,23.41,8.0126,96.6388
29,412.65,32.40,55.63,51.06,4.34,14.2720,81.3117
31,589.60,422.75,43.82,43.33,178.94,8.0660,42.8001
32,548.59,466.96,40.38,37.16,91.55,8.6537,31.1743
33,761.72,277.32,71.93,36.38,25.88,9.0818,96.8381
34,524.70,215.46,44.50,38.22,170.46,8.1784,38.9393
35,524.18,268.92,92.06,52.12,155.52,9.6312,227.2917
40,529.64,3.17,58.82,30.91,148.15,4.2774,55.0255
52,376.17,227.94,91.92,55.49,124.51,9.8790,241.1827
62,597.87,6.67,41.50,19.13,177.93,1.8022,16.9558
63,778.15,127.27,88.54,68.69,19.00,9.8244,277.0153
65,456.33,208.61,68.59,68.14,1.04,11.3844,164.9232
67,641.25,363.35,44.38,32.84,165.25,12.5597,33.2780
69,670.78,305.12,65.53,35.21,18.50,9.7091,77.7795
70,315.92,485.68,86.46,55.59,2.23,6.0802,213.7618
72,648.67,256.21,53.23,33.17,13.33,10.4242,48.3437
79,704.25,138.33,53.61,50.42,89.17,10.1428,74.5659
80,435.07,33.83,62.25,49.73,114.55,6.1067,99.1307
89,395.81,496.58,74.21,47.94,158.17,12.0060,135.8249
200,868.44,191.54,36.48,36.05,173.72,6.1146,24.6812
211,308.11,601.63,44.90,43.26,5.46,6.3418,44.8744
54,671.25,202.05,33.42,28.75,3.55,7.4763,16.5132
51,781.04,172.09,35.26,30.39,25.12,9.2843,19.4357
46,549.27,99.81,76.61,41.13,177.70,14.2193,124.1781
238,876.30,627.51,23.77,23.45,1.77,5.2588,6.8157
263,691.20,502.49,87.46,47.55,176.49,10.2480,187.1059
265,514.81,502.90,56.68,44.08,173.87,9.7056,72.8491
84,370.99,171.83,63.36,33.99,148.37,8.3093,70.2082
282,645.92,508.61,74.98,52.27,14.03,9.5533,151.1705
