气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,720.84,157.51,50.26,37.67,158.79,10.6666,48.9569
10,830.45,193.39,53.62,41.28,31.13,6.3447,61.0561
25,741.56,202.99,66.39,38.34,165.55,8.5596,86.9504
32,518.64,336.48,60.37,47.19,6.13,11.0519,88.4761
33,759.07,83.04,77.35,34.99,18.74,9.9244,107.6967
67,582.29,141.15,75.86,39.09,20.23,8.7867,115.7148
70,253.56,336.47,79.90,46.38,10.55,7.5810,152.3110
72,600.58,5.93,97.59,41.89,162.05,6.9765,205.2417
263,661.18,325.03,72.23,58.82,17.74,8.9579,157.8624
83,378.05,111.07,87.20,58.30,11.15,11.2295,228.0670
37,724.14,202.46,49.94,43.10,176.50,10.4676,55.2952
20,550.64,177.67,54.42,54.33,2.39,5.4032,82.7886
322,781.53,368.55,73.62,56.50,151.78,11.6479,157.5328
266,566.22,265.78,54.34,38.38,157.11,8.2990,58.3129
380,709.00,401.18,67.66,25.54,11.63,13.6155,60.1467
414,395.62,410.57,73.93,42.71,152.53,5.1909,120.1014
439,657.92,578.16,66.98,41.13,6.21,12.4158,94.9280
456,403.85,475.73,99.75,45.35,145.79,8.9338,232.1635
484,704.61,517.92,46.53,41.91,1.95,8.7808,46.6677
17,610.22,40.33,83.74,46.74,2.01,11.8164,168.5956
554,440.68,519.90,61.81,53.14,175.13,11.4338,104.4644
57,571.18,87.04,48.86,48.11,174.24,8.0682,59.0820
572,540.12,560.54,86.12,50.79,151.03,15.7249,193.7998
530,354.52,596.47,45.07,38.50,11.26,7.0191,40.2249
580,456.54,603.45,70.96,57.60,177.18,8.3428,149.2025
595,717.82,663.19,85.57,44.83,12.11,19.4519,168.8701
597,715.11,610.41,57.66,45.23,47.90,6.3340,77.3764
588,596.49,606.47,63.92,39.35,149.76,9.0539,82.7017
287,564.89,318.48,31.75,29.39,89.70,8.9086,15.2435
358,633.49,408.61,74.02,36.13,177.93,11.1005,101.8611
682,638.77,674.18,58.21,38.78,8.86,9.9548,67.5888
735,519.36,764.87,49.30,47.26,174.88,10.6444,59.0813
736,404.67,732.38,77.16,49.16,166.44,7.2774,150.5707
42,645.88,121.88,115.53,43.71,4.84,9.1222,300.1413
8,487.65,66.68,86.85,42.16,164.79,10.6547,163.5769
802,729.80,375.36,84.82,44.85,35.19,10.8056,166.0146
811,587.44,356.94,90.14,46.77,4.41,12.1314,195.4943
812,874.56,645.22,61.70,48.33,153.71,8.3553,94.6565
813,846.39,300.70,47.73,38.58,20.82,8.4541,45.2243
814,317.04,317.17,45.90,43.78,175.32,6.3512,47.4655
815,438.70,151.55,100.14,52.60,7.33,11.1167,271.3678
816,591.97,670.35,44.14,42.81,2.93,8.1229,42.9169
817,280.83,567.49,76.94,48.02,7.93,7.4949,146.2490
818,316.39,704.46,71.79,37.17,170.62,5.2022,98.5655
819,876.80,495.54,60.10,36.18,25.48,6.8203,67.2484
820,423.59,660.23,66.34,34.87,8.94,8.9978,78.9528
821,825.54,515.58,65.90,43.82,31.48,7.4695,97.9058
822,313.21,765.79,53.08,42.23,145.65,6.6539,61.2207
823,884.38,339.32,36.91,35.98,1.40,7.0160,25.2167
824,538.44,458.59,46.38,38.78,8.32,8.6916,42.9175
825,752.65,511.84,60.92,44.99,17.49,6.7432,85.9106
826,692.63,469.72,55.17,43.75,152.71,6.4714,68.5212
827,597.59,554.10,43.06,41.91,176.57,7.6336,39.9826
828,539.00,708.31,37.92,37.88,1.82,8.2915,28.0289
829,403.17,220.59,71.99,43.44,164.03,8.4379,115.8231
830,433.46,325.92,60.99,40.68,150.19,12.2440,77.8436
831,364.81,208.72,43.65,43.45,90.03,7.1186,42.5959
832,802.45,603.98,73.25,52.95,160.44,7.4966,146.1329
833,593.56,209.16,38.29,37.03,96.98,6.3338,27.9260
834,781.83,456.73,41.42,34.93,11.65,7.5681,30.8354
835,566.54,410.97,68.61,37.24,168.99,10.9094,90.1895
836,439.64,261.33,70.25,57.30,153.17,14.4709,145.4628
837,479.07,267.08,77.81,46.27,146.87,11.5850,144.1367
838,642.82,548.95,55.91,34.90,6.66,6.4610,56.1295
839,872.76,769.32,25.43,23.08,0.77,4.7697,7.6781
840,756.07,619.99,22.79,22.25,89.37,7.0152,5.9451
841,766.55,441.72,33.74,25.28,18.07,11.1497,14.8072
842,692.25,769.89,77.59,48.94,177.16,9.9060,151.6030
843,538.46,531.52,31.57,27.74,176.25,10.9433,14.2274
844,463.60,239.48,78.76,42.50,146.39,9.5453,135.6167
845,653.06,534.93,52.27,39.74,4.59,4.8634,55.8553
846,676.26,399.59,34.08,33.53,178.22,6.3401,20.0297
848,532.67,185.99,77.62,46.37,171.27,13.1646,143.7083
