气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
9,720.41,174.74,50.03,38.57,160.22,26.8144,49.6650
10,828.72,206.97,52.21,41.72,30.11,8.8813,58.5112
25,741.16,223.01,63.08,38.83,168.88,6.6108,79.4794
32,520.32,355.27,61.43,46.48,6.91,24.6394,90.2483
33,756.45,101.98,77.12,37.34,20.93,21.9291,114.2358
35,516.69,57.93,67.37,46.40,170.54,34.2945,108.3566
67,578.70,160.30,74.30,41.39,20.26,8.8288,117.5325
70,254.96,351.48,78.97,45.89,8.98,18.4551,147.2373
72,600.19,23.47,96.34,45.39,159.57,35.6087,216.7058
263,660.92,343.53,67.74,59.68,2.20,9.1931,140.8845
83,379.77,130.04,86.62,56.93,7.90,29.1495,219.7339
37,719.51,221.52,48.12,41.59,8.34,23.8773,49.5520
316,658.11,258.32,90.44,36.83,2.33,34.2621,154.9626
20,549.51,189.78,55.99,40.45,157.87,17.2216,65.2231
322,781.15,387.07,75.73,54.21,153.33,26.4734,159.9545
266,569.32,283.97,57.69,41.46,148.72,12.8562,70.9780
380,708.09,420.46,66.41,27.02,10.86,10.2275,61.2991
414,396.85,428.18,70.83,42.56,155.41,29.0556,109.8269
439,659.11,597.08,66.34,41.32,177.03,13.7633,93.5453
456,405.16,493.43,93.10,47.23,145.98,23.7528,210.5956
484,703.61,533.46,45.58,41.70,1.91,13.0911,44.5711
17,609.71,62.19,82.49,46.03,1.60,28.5214,161.1142
554,441.30,542.40,65.97,53.13,161.27,21.5247,118.9636
57,569.40,104.25,48.59,48.37,85.85,29.4975,58.7538
572,540.70,584.65,88.23,51.40,149.51,18.6537,205.8529
530,354.65,610.62,44.64,38.52,14.85,11.1750,39.4809
580,455.58,624.32,70.21,56.86,168.87,24.3990,144.1802
595,716.79,687.65,82.72,53.89,12.15,21.6641,189.7076
597,712.83,627.07,56.39,46.96,45.69,41.3287,76.8105
588,598.66,628.02,63.42,38.06,152.53,11.8308,78.7549
287,562.40,334.08,32.53,30.25,90.17,12.4924,16.4745
358,633.96,430.54,74.87,35.90,178.49,17.4736,103.5383
682,637.28,696.70,56.23,40.17,19.87,22.8819,65.3280
689,715.12,699.06,51.93,45.80,0.63,26.0336,63.5474
735,519.40,781.09,48.97,43.07,177.07,7.5712,53.1421
736,404.99,748.48,79.64,50.92,167.40,19.5027,166.1475
42,644.16,141.40,112.89,45.30,4.95,21.2044,296.9774
8,490.90,86.72,87.33,42.41,164.01,28.2370,166.3828
802,723.36,391.73,79.19,42.93,34.20,30.7540,138.5083
811,587.70,379.97,93.07,47.84,7.29,10.1391,213.2048
812,873.85,656.47,61.12,48.85,158.59,9.2477,93.9023
813,847.10,313.80,46.70,37.87,25.67,9.5575,42.5002
814,316.55,328.65,46.65,43.16,172.85,10.1103,48.3281
815,438.07,171.06,98.97,56.69,5.71,9.7485,285.6873
816,591.87,688.64,43.81,42.88,3.14,9.0310,42.3314
817,280.05,583.58,75.95,47.86,6.04,9.1829,142.0175
818,318.61,717.09,73.50,39.98,164.81,9.0508,111.1012
819,875.97,509.24,60.72,34.83,24.59,9.6571,66.0519
820,421.41,678.00,65.06,37.51,11.57,9.6040,81.6766
821,822.94,530.01,63.06,46.40,28.08,9.7682,94.9414
822,315.90,776.74,52.64,44.64,170.87,10.7381,63.6363
823,884.17,350.21,37.52,35.38,9.60,9.8415,25.6255
824,539.58,476.29,44.06,38.33,7.65,10.4331,38.2751
825,751.41,527.19,58.50,46.50,20.57,10.3755,81.8726
826,695.11,485.61,54.92,44.01,151.96,9.6144,68.2877
827,597.60,569.40,42.87,42.24,175.33,8.9352,39.9402
828,538.11,725.80,37.94,36.62,4.15,9.6780,27.1189
829,404.31,239.42,74.34,44.46,164.80,11.6773,126.4162
830,434.63,345.53,61.38,38.86,150.64,9.5075,75.3208
831,366.83,221.68,44.73,43.34,0.76,8.7216,44.6103
832,802.32,622.63,70.95,52.99,156.61,7.4107,137.2257
833,593.76,224.54,38.41,36.67,90.71,8.5709,27.8290
834,783.51,470.32,37.24,35.16,179.97,10.4109,25.0805
835,568.07,433.66,68.12,36.04,172.11,9.5623,86.0424
836,438.04,278.38,62.50,57.49,1.11,8.7464,115.5406
837,481.89,289.89,80.79,43.95,147.58,9.0725,147.6009
838,642.44,569.00,51.39,35.69,3.46,7.7133,48.4929
839,872.89,779.46,24.90,24.09,178.66,8.8714,7.6833
840,754.83,633.68,22.38,22.05,89.17,9.4853,5.6820
841,765.55,462.25,34.08,24.71,20.44,7.8764,14.7623
842,692.05,784.58,76.44,41.63,174.90,11.0530,125.1246
843,538.86,549.72,30.54,29.33,178.65,9.4883,14.0747
844,467.35,260.07,74.97,43.75,146.18,11.1883,126.4943
845,652.15,553.20,52.92,43.64,176.43,10.1907,62.8648
846,677.38,413.50,34.58,33.94,0.50,9.1958,20.8759
847,703.63,74.65,33.82,32.88,92.65,9.9520,19.3475
848,533.25,208.68,84.28,49.12,167.51,6.8724,179.4811
849,737.62,350.53,55.72,42.14,8.41,6.2846,67.3128
850,773.29,68.46,84.51,57.00,25.48,7.9732,209.4103
851,583.12,790.42,56.68,32.43,6.15,14.1662,53.6058
852,650.94,789.77,61.51,43.28,150.86,7.1879,84.2486
853,722.04,89.53,51.66,35.52,35.30,8.8700,48.7645
854,596.57,784.96,53.80,47.79,174.64,4.5403,71.1616
855,765.23,791.99,36.92,21.20,179.43,8.6558,14.8672
856,566.58,789.93,73.60,41.31,11.45,21.3640,115.1422
517,412.47,461.29,89.74,49.17,152.09,6.9237,203.7162
760,469.91,453.53,47.64,35.21,178.68,10.7755,41.1161
864,518.64,75.91,83.55,49.35,151.96,0.0000,177.2477
865,639.53,263.56,67.25,35.93,9.46,0.0000,83.5951
866,658.36,258.55,89.76,38.73,1.68,0.0000,160.5629
867,500.57,5.58,38.91,18.31,178.69,0.0000,14.2615
868,467.23,544.77,32.81,26.15,93.44,0.0000,14.4867
871,375.95,240.24,35.08,28.56,5.21,0.0000,18.0820
