气泡ID,X坐标,Y坐标,宽度,高度,角度,速度(m/s),体积
10,850.45,67.70,45.15,43.33,7.86,6.8292,45.4335
25,734.71,7.09,60.13,27.36,168.99,7.9072,50.9003
32,505.53,148.09,63.11,42.18,172.60,11.0394,86.4390
70,255.87,190.91,65.19,55.83,134.14,9.3810,122.0620
263,661.07,146.43,80.96,41.94,7.07,9.9642,141.4247
322,775.42,194.93,86.58,64.90,14.59,8.4252,250.2749
266,540.51,75.24,66.40,33.84,152.39,9.0396,76.7736
414,379.92,237.27,58.65,40.01,151.15,7.2936,70.8020
439,662.05,381.25,68.11,39.26,16.21,12.1425,93.6878
456,388.57,299.70,98.73,58.59,136.34,9.0239,293.8092
572,526.33,355.29,88.25,49.05,160.89,8.4644,196.5321
530,357.30,462.38,49.92,37.90,28.84,6.5137,48.5787
580,467.59,404.77,94.65,39.81,7.82,9.3301,183.5013
595,738.83,478.32,87.43,44.71,16.51,8.8918,175.8439
597,738.71,448.96,61.10,40.88,27.69,8.3601,78.5184
588,570.46,389.19,63.44,38.50,178.77,10.0020,79.7369
358,619.66,181.49,76.84,30.48,176.31,12.2076,92.5876
682,646.70,453.83,49.12,32.95,0.94,10.3385,40.9095
735,515.98,577.34,58.19,44.79,162.03,9.7626,78.0273
736,398.37,563.20,69.05,47.86,155.74,9.8699,117.3933
811,589.84,128.84,68.42,45.10,179.30,12.3412,108.5942
812,875.46,523.68,56.46,52.94,176.73,6.1382,86.8030
813,841.47,173.81,50.62,42.14,16.81,4.9542,55.5574
814,309.32,209.28,45.67,43.29,170.41,5.7625,46.4531
816,591.25,491.98,44.64,42.99,175.68,9.6520,44.0778
817,290.21,411.32,69.02,53.56,174.90,6.5581,131.2406
818,313.11,544.87,74.31,57.11,173.91,8.2965,162.2256
819,886.53,364.65,43.64,42.13,1.24,6.2708,41.2825
820,429.44,466.51,54.06,34.22,170.36,9.5632,51.4441
821,836.28,376.78,64.70,41.57,26.67,6.7382,89.5271
822,305.29,647.18,51.09,43.43,177.43,5.8530,58.3330
823,876.00,233.00,38.19,34.96,173.69,6.5143,26.2374
824,528.85,282.44,42.67,40.10,173.83,8.1987,37.5664
825,760.21,341.53,69.34,37.31,23.78,11.7967,92.2770
826,670.75,306.59,51.60,43.89,2.51,9.0538,60.1238
828,545.95,532.00,36.66,36.49,178.65,7.8717,25.2232
829,367.16,35.93,72.25,42.86,141.71,11.0356,115.1222
830,416.92,111.93,70.03,46.66,150.16,7.3380,117.7349
831,347.85,23.12,48.84,32.43,113.28,10.8441,39.7966
832,795.64,421.11,59.41,44.05,8.19,7.6948,79.9890
833,594.02,56.22,43.62,37.65,8.60,7.5985,36.8606
834,779.49,325.53,39.29,38.23,177.80,4.8533,30.3591
835,551.24,189.44,71.96,33.09,174.20,10.8207,88.1548
836,440.00,100.53,55.85,52.41,0.22,9.3832,84.1006
837,445.48,58.78,66.53,39.63,153.83,19.0644,90.2436
838,643.22,341.63,54.71,34.36,17.04,11.2819,52.9246
839,874.40,667.17,23.75,23.47,91.63,5.7341,6.8093
841,785.11,227.53,36.72,33.23,178.21,10.1823,23.0463
842,689.93,577.51,85.75,41.97,178.89,9.0927,158.7713
844,440.88,36.87,79.50,35.59,171.76,9.9635,115.7298
846,672.10,260.81,33.32,30.77,178.29,6.8861,17.5787
852,645.71,585.28,60.78,53.45,176.85,8.6320,101.5693
517,443.61,280.03,85.68,69.55,131.71,7.8102,262.6760
893,427.49,603.43,86.95,60.00,175.03,9.6575,233.3927
689,714.60,502.36,66.40,50.60,1.57,9.2326,114.7868
849,730.43,161.28,65.50,40.56,16.52,11.8717,89.5307
316,656.68,26.14,67.44,48.22,163.78,13.3460,112.8319
554,426.16,323.09,66.47,45.99,152.40,10.6657,104.5387
868,449.87,345.63,36.73,29.07,3.20,9.5637,20.1765
923,268.72,669.22,56.53,39.20,5.62,7.2326,64.4538
932,664.78,655.34,49.45,49.41,0.41,9.5107,62.1543
827,592.99,409.73,42.16,38.85,4.04,6.9245,35.5287
896,772.25,625.62,105.70,41.68,9.80,8.5506,239.5385
953,354.43,667.42,74.26,51.45,165.64,11.1918,145.9461
856,582.33,562.33,90.00,51.30,14.81,8.2647,213.7565
886,536.14,390.84,51.80,46.04,4.83,11.2602,63.5652
954,759.89,670.42,80.26,60.58,161.48,4.7983,200.7373
974,641.30,662.75,82.96,48.86,6.63,9.3042,172.9712
980,295.08,708.65,28.66,27.19,89.67,5.1661,11.4885
20,538.16,21.89,54.66,50.50,0.41,3.0820,77.6291
987,354.38,84.92,41.37,40.20,176.14,5.7425,35.3972
37,753.40,38.34,50.41,43.89,20.60,10.4432,57.3876
988,506.49,684.81,131.16,79.22,3.61,11.5938,701.0444
1000,656.90,51.42,74.52,46.28,6.12,5.6788,132.2032
1013,729.04,742.56,35.70,35.03,176.74,6.9733,22.9665
1014,570.55,172.44,34.05,32.53,1.58,9.8656,19.4033
1030,432.05,741.59,64.83,42.74,21.14,9.7598,92.4184
851,596.04,582.47,59.31,40.22,18.76,9.1837,72.7863
1048,526.18,751.30,91.74,57.70,5.40,10.7601,249.8687
845,654.12,363.12,48.20,42.61,12.44,2.7285,50.9187
1058,743.88,701.75,47.44,44.65,176.53,11.4529,51.6969
1045,593.55,757.95,60.51,48.90,174.00,9.7205,92.1229
380,716.21,204.68,51.99,48.44,177.60,10.5179,67.3525
484,698.61,368.32,47.12,40.77,4.74,5.8819,46.5686
1091,529.44,730.59,71.30,59.27,4.15,21.8504,155.0178
